BALL_BEAM_BOOT
HELP,keys
STATE,SAFE_DISABLED
SENSORS,angle=bad,pos=bad,m=n
MEAS,theta_deg=0.0000,x_filt_cm=0.0000
AGE,angle_ms=0,pos_ms=0,miss=0
FAULTS,bits=0
CAL,zero_calibrated=yes,limits_calibrated=no,sign_calibrated=no
SONAR_CFG,s=-1,u=1
ACT_CFG,t=0.0000,v=0
SEARCH,p=idle
TEL,enabled=1
FAULT_INFO,bits=0
FAULT_INFO,none
TEL,350,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,0,0.0000,0,0,1,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,450,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,0,0.0000,0,0,4,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,550,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,0,0.0000,0,0,6,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,650,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,0,0.0000,0,0,9,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,750,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,0,0.0000,0,0,11,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,850,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,0,0.0000,0,0,14,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,950,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,0,0.0000,0,0,16,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,1050,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,0,0.0000,0,0,19,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,1150,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,0,0.0000,0,0,21,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,1250,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,0,0.0000,0,0,24,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,1350,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,1,0.0000,0,0,26,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,1451,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,1,0.0000,0,0,29,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,1551,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,1,0.0000,0,0,31,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,1651,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,1,0.0000,0,0,34,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,1751,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,1,0.0000,0,0,36,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,1851,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,1,0.0000,0,0,39,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,1951,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,1,0.0000,0,0,41,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,2051,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,1,0.0000,0,0,44,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,2151,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,1,0.0000,0,0,46,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,2251,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,1,0.0000,0,0,49,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,2351,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,1,0.0000,0,0,51,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,2451,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,1,0.0000,0,0,54,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,2551,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,1,0.0000,0,0,56,0.0000,0.0000,0,-40.5176,0.0000,idle
TEL,2651,SAFE_DISABLED,0.0000,0.0000,-40.5176,0.0000,0.00,1,0.0000,0,0,59,0.0000,0.0000,0,-40.5176,0.0000,idle
