t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags
502,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0
602,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0
702,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0
802,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0
902,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0
1002,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0
1102,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0
1202,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0
1302,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0
1402,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0
1502,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
1602,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
1702,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
1802,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
1902,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
2002,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
2102,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
2202,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
2302,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
2402,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
2502,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
2603,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
2703,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
2803,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
2903,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
3003,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
3103,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
3203,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
3303,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
3403,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
3503,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
3603,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
3703,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
3803,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
3903,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
4003,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
4103,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
4203,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
4303,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
4403,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
4503,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
4603,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
4703,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
4803,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
4903,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
5003,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
5103,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
5203,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
5303,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
5403,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
5504,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
5604,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
5704,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
5804,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
5904,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
6004,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
6104,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
6204,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
6304,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
6404,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
6504,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
6604,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
6704,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
6804,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
6904,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
7004,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
7104,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
7204,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
7304,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
7404,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
7504,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
7604,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
7704,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
7804,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
7904,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
8004,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
8104,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
8204,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
8304,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
8404,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
8504,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
8604,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
8704,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
8804,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
8904,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
9004,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
9104,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
9204,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
9304,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
9404,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
9504,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
9604,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
9704,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
9804,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
9904,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
10004,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
10104,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
10204,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
10304,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
10404,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
10504,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
10604,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
10704,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
10804,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
10904,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
11004,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
11104,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
11204,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
11304,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
11404,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
11504,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
11604,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
11704,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
11804,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
11904,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
12004,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
12104,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
12204,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
12304,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
12404,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
12504,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
12604,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
12704,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
12804,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1
3307,SAFE_DISABLED,0.0,0.0,137988.0,0.0,0.0,1
