t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags
349,SAFE_DISABLED,-0.9998,-0.9998,0.0879,0.0,0.0,0
449,SAFE_DISABLED,0.0002,-0.3998,0.0879,0.0,0.0,0
549,SAFE_DISABLED,-0.4998,-0.31,0.0879,0.0,0.0,0
649,SAFE_DISABLED,-0.9998,-0.9437,0.0879,0.0,0.0,0
749,SAFE_DISABLED,0.0002,-0.3962,0.0879,0.0,0.0,0
849,SAFE_DISABLED,0.0002,-0.0252,0.0879,0.0,0.0,0
949,SAFE_DISABLED,0.0002,-0.0039,0.0879,0.0,0.0,0
1049,SAFE_DISABLED,-0.9998,-0.9551,0.0879,0.0,0.0,0
1149,SAFE_DISABLED,0.0002,-0.1089,0.0879,0.0,0.0,0
1249,SAFE_DISABLED,0.0002,-0.1089,0.0879,0.0,0.0,0
1349,SAFE_DISABLED,0.0002,-0.089,0.0879,0.0,0.0,0
1449,SAFE_DISABLED,0.0002,-0.0021,0.0879,0.0,0.0,0
1549,SAFE_DISABLED,0.0002,-0.2399,0.0879,0.0,0.0,0
1649,SAFE_DISABLED,0.0002,-0.0382,0.0879,0.0,0.0,0
1750,SAFE_DISABLED,0.0002,0.0001,0.0879,0.0,0.0,0
1850,SAFE_DISABLED,-0.4998,-0.2998,0.0879,0.0,0.0,0
1950,SAFE_DISABLED,-0.9998,-0.8139,0.0879,0.0,0.0,0
2050,SAFE_DISABLED,-0.9998,-0.9995,0.0879,0.0,0.0,0
2150,SAFE_DISABLED,-0.4998,-0.4597,0.0879,0.0,0.0,0
2250,SAFE_DISABLED,0.0002,-0.0772,0.0879,0.0,0.0,0
2350,SAFE_DISABLED,0.0002,-0.0122,0.0879,0.0,0.0,0
2450,SAFE_DISABLED,0.0002,-0.0018,0.0879,0.0,0.0,0
2550,SAFE_DISABLED,-0.9998,-0.7679,0.0879,0.0,0.0,0
2650,SAFE_DISABLED,0.0002,-0.097,0.0879,0.0,0.0,0
2750,SAFE_DISABLED,0.0002,-0.0153,0.0879,0.0,0.0,0
2850,SAFE_DISABLED,0.0002,-0.0008,0.0879,0.0,0.0,0
2950,SAFE_DISABLED,-0.9998,-0.9896,0.0879,0.0,0.0,0
3050,SAFE_DISABLED,0.0002,-0.1111,0.0879,0.0,0.0,0
3150,SAFE_DISABLED,0.0002,-0.0443,0.0879,0.0,0.0,0
52631,READY,0.0,0.0,-1.6699,0.0,0.0,0
52731,READY,0.0,0.0,-1.6699,0.0,0.0,0
52831,READY,0.0,0.0,-1.6699,0.0,0.0,0
52931,READY,0.0,0.0,-1.6699,0.0,0.0,0
53031,READY,0.0,0.0,-1.6699,0.0,0.0,0
53131,READY,0.0,0.0,-1.6699,0.0,0.0,0
53231,READY,0.0,0.0,-1.6699,0.0,0.0,0
53331,READY,0.0,0.0,-1.6699,0.0,0.0,0
53431,READY,0.0,0.0,-1.6699,0.0,0.0,0
53531,READY,0.0,0.0,-1.6699,0.0,0.0,0
