t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,act_deg_abs,trim_deg,search_phase,x_linear_cm,x_linear_filt_cm,x_ctrl_cm,x_ctrl_filt_cm,x_feedback_cm,feedback_blend,test_phase
350,SAFE_DISABLED,-3.4033,-3.2527,0.0,0.0,0.0,0,0.0,4,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.4033,-3.2527,-3.4033,-3.2527,-3.2527,0.4,
450,SAFE_DISABLED,-4.0715,-3.6227,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-3.6227,-4.0715,-3.6227,-3.6227,0.4,
550,SAFE_DISABLED,-0.6061,-3.0007,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-11.25,0.0,idle,-0.6061,-3.0007,-0.6061,-3.0007,-3.0007,0.4,
650,SAFE_DISABLED,-3.6222,-3.2717,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.6222,-3.2717,-3.6222,-3.2717,-3.2717,0.4,
750,SAFE_DISABLED,-4.0715,-3.7805,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-3.7805,-4.0715,-3.7805,-3.7805,0.4,
850,SAFE_DISABLED,-2.6659,-1.4648,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-11.25,0.0,idle,-2.6659,-1.4648,-2.6659,-1.4648,-1.4648,0.4,
950,SAFE_DISABLED,-4.0715,-3.0875,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-3.0875,-4.0715,-3.0875,-3.0875,0.4,
1050,SAFE_DISABLED,5.6545,-0.6715,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-11.25,0.0,idle,5.6545,-0.6715,5.6545,-0.6715,-0.6715,0.4,
1150,SAFE_DISABLED,-3.6222,-0.9499,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.6222,-0.9499,-3.6222,-0.9499,-0.9499,0.4,
1250,SAFE_DISABLED,-4.0715,-2.4943,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-2.4943,-4.0715,-2.4943,-2.4943,0.4,
1350,SAFE_DISABLED,-1.9705,-3.0736,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-11.25,0.0,idle,-1.9705,-3.0736,-1.9705,-3.0736,-3.0736,0.4,
1451,SAFE_DISABLED,-3.8449,-3.3742,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.8449,-3.3742,-3.8449,-3.3742,-3.3742,0.4,
1551,SAFE_DISABLED,6.4445,-0.7017,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-11.25,0.0,idle,6.4445,-0.7017,6.4445,-0.7017,-0.7017,0.4,
1651,SAFE_DISABLED,-3.4033,-1.9033,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.4033,-1.9033,-3.4033,-1.9033,-1.9033,0.4,
1751,SAFE_DISABLED,-4.0715,-3.2945,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-3.2945,-4.0715,-3.2945,-3.2945,0.4,
1851,SAFE_DISABLED,-1.0431,-2.9556,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-11.25,0.0,idle,-1.0431,-2.9556,-1.0431,-2.9556,-2.9556,0.4,
1951,SAFE_DISABLED,-3.9577,-3.4073,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.9577,-3.4073,-3.9577,-3.4073,-3.4073,0.4,
2051,SAFE_DISABLED,-4.0715,-3.746,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-3.746,-4.0715,-3.746,-3.746,0.4,
2151,SAFE_DISABLED,-3.4033,-1.8198,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.4033,-1.8198,-3.4033,-1.8198,-1.8198,0.4,
2251,SAFE_DISABLED,-4.0715,-2.9206,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-2.9206,-4.0715,-2.9206,-2.9206,0.4,
2351,SAFE_DISABLED,-1.779,-0.9465,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-11.25,0.0,idle,-1.779,-0.9465,-1.779,-0.9465,-0.9465,0.4,
2451,SAFE_DISABLED,-3.6222,-2.1977,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.6222,-2.1977,-3.6222,-2.1977,-2.1977,0.4,
2551,SAFE_DISABLED,-4.1864,-3.4465,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.1864,-3.4465,-4.1864,-3.4465,-3.4465,0.4,
2651,SAFE_DISABLED,-2.5641,-1.1467,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-11.25,0.0,idle,-2.5641,-1.1467,-2.5641,-1.1467,-1.1467,0.4,
2751,SAFE_DISABLED,-3.9577,-2.9044,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.9577,-2.9044,-3.9577,-2.9044,-2.9044,0.4,
2851,SAFE_DISABLED,5.8278,-0.5298,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-11.25,0.0,idle,5.8278,-0.5298,5.8278,-0.5298,-0.5298,0.4,
2951,SAFE_DISABLED,-3.7331,-2.1643,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.7331,-2.1643,-3.7331,-2.1643,-2.1643,0.4,
3051,SAFE_DISABLED,-4.0715,-3.1131,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-3.1131,-4.0715,-3.1131,-3.1131,0.4,
3151,SAFE_DISABLED,-2.363,-1.0385,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-11.25,0.0,idle,-2.363,-1.0385,-2.363,-1.0385,-1.0385,0.4,
3251,SAFE_DISABLED,-3.8449,-2.3999,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.8449,-2.3999,-3.8449,-2.3999,-2.3999,0.4,
3351,SAFE_DISABLED,-4.4191,-3.6024,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.4191,-3.6024,-4.4191,-3.6024,-3.6024,0.4,
3451,SAFE_DISABLED,-2.9766,-2.6972,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-11.25,0.0,idle,-2.9766,-2.6972,-2.9766,-2.6972,-2.6972,0.4,
3551,SAFE_DISABLED,-4.0715,-3.5102,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-3.5102,-4.0715,-3.5102,-3.5102,0.4,
3651,SAFE_DISABLED,6.3652,-0.6655,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-11.25,0.0,idle,6.3652,-0.6655,6.3652,-0.6655,-0.6655,0.4,
3751,SAFE_DISABLED,-3.7331,-2.4102,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.7331,-2.4102,-3.7331,-2.4102,-2.4102,0.4,
3851,SAFE_DISABLED,-4.0715,-3.2336,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-3.2336,-4.0715,-3.2336,-3.2336,0.4,
3951,SAFE_DISABLED,-2.7686,-2.5939,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-11.25,0.0,idle,-2.7686,-2.5939,-2.7686,-2.5939,-2.5939,0.4,
4051,SAFE_DISABLED,-3.9577,-3.219,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.9577,-3.219,-3.9577,-3.219,-3.219,0.4,
4151,SAFE_DISABLED,6.1219,-0.7211,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-11.25,0.0,idle,6.1219,-0.7211,6.1219,-0.7211,-0.7211,0.4,
4251,SAFE_DISABLED,-3.4033,-1.8497,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.4033,-1.8497,-3.4033,-1.8497,-1.8497,0.4,
4352,SAFE_DISABLED,-4.0715,-3.2761,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-3.2761,-4.0715,-3.2761,-3.2761,0.4,
4452,SAFE_DISABLED,6.8287,-0.5344,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-11.25,0.0,idle,6.8287,-0.5344,6.8287,-0.5344,-0.5344,0.4,
4552,SAFE_DISABLED,-3.9577,-2.5689,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.9577,-2.5689,-3.9577,-2.5689,-2.5689,0.4,
4652,SAFE_DISABLED,-4.0715,-3.5086,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-3.5086,-4.0715,-3.5086,-3.5086,0.4,
4752,SAFE_DISABLED,-3.1881,-1.7516,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.1881,-1.7516,-3.1881,-1.7516,-1.7516,0.4,
4852,SAFE_DISABLED,-3.9577,-2.8296,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.9577,-2.8296,-3.9577,-2.8296,-2.8296,0.4,
4952,SAFE_DISABLED,-4.0715,-3.6455,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-3.6455,-4.0715,-3.6455,-3.6455,0.4,
5052,SAFE_DISABLED,-4.0715,-3.8628,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-3.8628,-4.0715,-3.8628,-3.8628,0.4,
5152,SAFE_DISABLED,-4.0715,-3.9999,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-3.9999,-4.0715,-3.9999,-3.9999,0.4,
5252,SAFE_DISABLED,-4.0715,-4.0365,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-4.0365,-4.0715,-4.0365,-4.0365,0.4,
5352,SAFE_DISABLED,-4.0715,-4.0595,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-4.0595,-4.0715,-4.0595,-4.0595,0.4,
5452,SAFE_DISABLED,-4.0715,-4.0898,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-4.0898,-4.0715,-4.0898,-4.0898,0.4,
5552,SAFE_DISABLED,-4.1864,-4.1122,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.1864,-4.1122,-4.1864,-4.1122,-4.1122,0.4,
5652,SAFE_DISABLED,-4.0715,-4.1156,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-4.1156,-4.0715,-4.1156,-4.1156,0.4,
5752,SAFE_DISABLED,-4.0715,-4.0867,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-4.0867,-4.0715,-4.0867,-4.0867,0.4,
5852,SAFE_DISABLED,-4.0715,-4.0789,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-4.0789,-4.0715,-4.0789,-4.0789,0.4,
5953,SAFE_DISABLED,-4.4191,-4.2884,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.4191,-4.2884,-4.4191,-4.2884,-4.2884,0.4,
6053,SAFE_DISABLED,-3.1881,-1.6395,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.1881,-1.6395,-3.1881,-1.6395,-1.6395,0.4,
6153,SAFE_DISABLED,-1.4975,-1.1361,0.0,0.0,0.0,0,0.0,1,1,0,0.0,0.0,0,-11.25,0.0,idle,-1.4975,-1.1361,-1.4975,-1.1361,-1.1361,0.4,
6253,SAFE_DISABLED,-3.7331,-2.3461,0.0,0.0,0.0,0,0.0,21,1,0,0.0,0.0,0,-11.25,0.0,idle,-3.7331,-2.3461,-3.7331,-2.3461,-2.3461,0.4,
6353,SAFE_DISABLED,-4.4191,-3.5673,0.0,0.0,0.0,0,0.0,1,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.4191,-3.5673,-4.4191,-3.5673,-3.5673,0.4,
6453,SAFE_DISABLED,-2.7686,-1.2503,0.0,0.0,0.0,0,0.0,21,1,0,0.0,0.0,0,-11.25,0.0,idle,-2.7686,-1.2503,-2.7686,-1.2503,-1.2503,0.4,
6553,SAFE_DISABLED,-4.0715,-2.9902,0.0,0.0,0.0,0,0.0,1,1,0,0.0,0.0,0,-11.25,0.0,idle,-4.0715,-2.9902,-4.0715,-2.9902,-2.9902,0.4,
