phase,x_ref_cm,duration_s,step_cm,steady_state_error_cm,overshoot_cm,settling_time_s,rise_time_s,rmse_cm,iae_cm_s,itae_cm_s2,peak_abs_output_steps,peak_abs_beam_deg
hold_center,13.0,29.902,,-0.40217619047619024,4.655099999999999,,2.701,2.8368215419843854,73.71840669999999,984.9916453388998,128.0,14.399976377684442
hold_far,17.0,29.900000000000002,4.0,-3.8002238095238092,0.0,,,4.362379493540958,128.62788,1835.3265060000003,215.3779,21.149992162120668
hold_near,9.0,33.199999999999996,8.0,1.8949714285714288,0.0,,,2.6515929258323805,80.70141999999998,1231.4978749999996,215.0997,17.662512654718377
