phase,x_ref_cm,duration_s,step_cm,steady_state_error_cm,overshoot_cm,settling_time_s,rise_time_s,rmse_cm,iae_cm_s,itae_cm_s2,peak_abs_output_steps,peak_abs_beam_deg
hold_center,13.0,29.902,,3.173047619047619,2.7387999999999995,,1.601,2.829715653088369,76.1896132,1144.4054773168002,144.0,16.199980586867436
hold_far,17.0,29.900000000000002,4.0,-0.18371428571428575,1.1050000000000004,,0.6999999999999993,0.9892830588528914,23.32886999999996,334.62503599999934,117.8986,13.27497374694507
hold_near,9.0,35.199999999999996,8.0,4.100538095238096,0.7545000000000002,,0.8000000000000043,4.731006750273471,138.97243999999992,2325.1974839999984,224.0,25.200001632782406
