BALL_BEAM_REF_BOOT
HOST_START_READY
REF_CFG,profile=center_far_near_90s,center_cm=13.0000,near_cm=9.0000,far_cm=17.0000,segment_ms=30000
REF,6043,13.0000,hold_center
TEL,6046,7.5197,8.1325,4.8362,0.0000,0,0.000000
TEL,6146,6.4909,8.1325,4.8362,0.0000,0,0.000000
TEL,6246,8.0412,8.0838,4.8972,-96.0000,55,0.107992
TEL,6346,8.1938,8.0942,4.9162,-147.6555,139,0.272926
TEL,6446,8.2721,8.1250,4.8963,-146.7409,147,0.288634
TEL,6546,6.5417,8.1358,4.8750,-145.8474,146,0.286670
TEL,6646,8.0562,8.1170,4.8785,-146.2659,146,0.286670
TEL,6746,8.2093,8.1268,4.8789,-146.1878,146,0.286670
TEL,6846,8.2879,8.1506,4.8585,-145.3809,145,0.284707
TEL,6946,7.2261,8.1582,4.8418,-144.7716,145,0.284707
TEL,7046,8.1474,8.1391,4.8705,-146.1805,146,0.286670
TEL,7146,8.2879,8.1509,4.8583,-145.7220,146,0.286670
TEL,7246,8.3358,8.1622,4.8384,-144.8282,145,0.284707
TEL,7346,7.2385,8.1622,4.8384,-144.8282,145,0.284707
TEL,7446,8.1321,8.1257,4.8634,-146.0349,146,0.286670
TEL,7546,8.2721,8.1409,4.8743,-146.3089,146,0.286670
TEL,7646,8.3518,8.1652,4.8483,-145.1953,145,0.284707
TEL,7746,7.5865,8.1344,4.8253,-144.3232,144,0.282743
TEL,7846,8.1474,8.1262,4.8656,-146.2351,146,0.286670
TEL,7946,8.3038,8.1393,4.8857,-147.1010,147,0.288634
TEL,8046,8.3518,8.1679,4.8607,-145.8218,146,0.286670
TEL,8146,7.7653,8.1470,4.8217,-144.3537,144,0.282743
TEL,8246,8.1321,8.1412,4.8530,-145.8235,146,0.286670
TEL,8346,8.3198,8.1469,4.8792,-147.1279,147,0.288634
TEL,8446,8.3518,8.1765,4.8531,-145.7164,146,0.286670
TEL,8546,7.9816,8.1728,4.8109,-144.0652,144,0.282743
TEL,8646,8.2249,8.1759,4.8272,-144.8596,145,0.284707
TEL,8747,8.3198,8.1977,4.8195,-144.4847,144,0.282743
TEL,8847,7.1050,8.2070,4.8023,-143.7440,144,0.282743
TEL,8947,7.9229,8.1525,4.8281,-145.0160,145,0.284707
TEL,9047,8.2093,8.1508,4.8541,-145.9316,146,0.286670
TEL,9147,8.3198,8.1799,4.8309,-144.8486,145,0.284707
TEL,9247,6.7633,8.1923,4.8077,-143.8242,144,0.282743
TEL,9347,7.9375,8.1393,4.8426,-145.3195,145,0.284707
TEL,9447,8.2406,8.1454,4.8626,-145.9609,146,0.286670
TEL,9547,8.3358,8.1799,4.8327,-144.7219,145,0.284707
TEL,9647,7.0694,8.1928,4.8072,-143.6643,144,0.282743
TEL,9747,7.9521,8.1400,4.8425,-145.2173,145,0.284707
TEL,9847,8.1783,8.1389,4.8646,-146.0264,146,0.286670
TEL,9947,8.2563,8.1622,4.8452,-145.1874,145,0.284707
TEL,10047,6.6986,8.1711,4.8289,-144.4923,144,0.282743
TEL,10147,7.9521,8.1249,4.8603,-145.8391,146,0.286670
TEL,10247,8.1474,8.1260,4.8757,-146.3124,146,0.286670
TEL,10347,8.3198,8.1512,4.8609,-145.6446,146,0.286670
TEL,10447,6.7308,8.1647,4.8353,-144.5411,145,0.284707
TEL,10547,8.0562,8.1365,4.8570,-145.5489,146,0.286670
TEL,10647,8.3518,8.1575,4.8571,-145.4163,145,0.284707
TEL,10747,8.6682,8.2430,4.7948,-142.9346,143,0.280780
TEL,10847,6.8738,8.2866,4.7134,-139.5032,140,0.274889
TEL,10947,8.5998,8.2719,4.7670,-141.5072,142,0.278816
TEL,11047,9.0821,8.4314,4.6624,-136.9229,137,0.268999
TEL,11147,9.5136,8.8641,4.2962,-122.6294,123,0.241510
TEL,11247,9.7012,9.1876,3.9675,-109.7433,110,0.215984
TEL,11347,10.0978,9.6335,3.5119,-94.3355,94,0.184569
TEL,11447,10.2368,9.8653,3.2453,-86.0235,86,0.168861
TEL,11547,10.5256,10.1629,2.9328,-77.0701,77,0.151189
TEL,11648,10.8559,10.3980,2.7219,-70.5726,71,0.139408
TEL,11748,11.0418,10.6924,2.3982,-60.9681,61,0.119773
TEL,11848,11.2338,10.8787,2.2100,-55.6682,56,0.109956
TEL,11948,11.3747,11.1069,1.9557,-27.9968,31,0.060868
TEL,12048,11.5189,11.2418,1.8186,-26.0809,26,0.051051
TEL,12148,11.6071,11.3663,1.6773,-25.5408,26,0.051051
TEL,12248,11.5189,11.4030,1.6153,-26.6338,27,0.053014
TEL,12348,11.3747,11.4147,1.5804,-28.0163,28,0.054978
TEL,12448,11.4033,11.4127,1.5864,-30.1256,30,0.058905
TEL,12548,11.1508,11.3717,1.6090,-32.4783,32,0.062832
TEL,12648,11.0418,11.3158,1.6576,-35.6408,36,0.070686
TEL,12748,10.7522,11.1781,1.7692,-40.3657,40,0.078540
TEL,12848,10.4520,11.0140,1.8973,-46.0010,46,0.090321
TEL,12948,10.0978,10.3757,2.5351,-80.5826,74,0.145299
TEL,13048,9.7653,10.1781,2.7117,-87.0809,87,0.170824
TEL,13148,7.5597,9.4007,3.0848,-100.0377,100,0.196350
TEL,13248,8.3358,9.0574,3.9426,-128.8898,116,0.227765
TEL,13348,8.5828,8.7774,4.1593,-134.7054,135,0.265072
TEL,13448,7.9816,8.5940,4.2612,-136.0293,136,0.267035
TEL,13548,6.8292,8.5040,4.4960,-141.9534,141,0.276853
TEL,13648,7.7935,8.3808,4.6192,-144.8027,145,0.284707
TEL,13748,8.3841,8.3194,4.6927,-145.6487,146,0.286670
TEL,13848,8.6168,8.3786,4.6214,-141.0804,141,0.276853
TEL,13948,6.8514,8.4696,4.5304,-136.3278,137,0.268999
TEL,14048,8.5998,8.4258,4.5742,-136.6709,137,0.268999
TEL,14148,9.3722,8.7112,4.4164,-129.3888,129,0.253291
TEL,14248,9.6801,9.0393,3.9607,-111.7776,116,0.227765
TEL,14348,8.7376,8.8793,4.0659,-125.0136,123,0.241510
TEL,14448,9.9179,9.2527,3.9575,-116.2339,116,0.227765
TEL,14548,10.6252,10.0254,3.2210,-87.3720,100,0.196350
TEL,14648,10.9614,10.4651,2.7389,-68.8195,73,0.143335
TEL,14748,11.1783,10.4452,2.9894,-98.4403,85,0.166897
TEL,14848,11.2338,10.7777,2.4218,-75.1090,83,0.162970
TEL,14948,11.9102,11.4001,1.7955,-34.0716,59,0.115846
TEL,15048,12.1635,11.7448,1.4093,-19.6600,22,0.043197
TEL,15148,11.1783,11.0856,1.9557,-44.9963,35,0.068722
TEL,15248,12.2610,11.5178,1.7333,-31.9594,34,0.066759
TEL,15348,12.8782,12.2760,0.9705,-7.5745,17,0.033379
TEL,15448,13.0232,12.6005,0.5582,4.3626,-3,-0.005890
TEL,15548,12.1635,11.8218,1.3566,-32.0328,11,0.021598
TEL,15648,12.8424,12.2973,0.9338,-12.6155,18,0.035343
TEL,15748,13.2465,12.8598,0.2901,7.7309,-2,-0.003927
TEL,15848,10.2839,12.3237,0.0191,14.2691,-14,-0.027489
TEL,15948,13.0599,12.1407,1.4528,-7.7363,1,0.001963
TEL,16048,12.9867,12.6369,0.5584,17.3620,-7,-0.013744
TEL,16148,13.0969,12.9303,0.1231,21.0430,-21,-0.041233
TEL,16248,9.7225,12.3554,0.0186,18.2231,-18,-0.035343
TEL,16348,12.4944,12.0774,1.0954,-7.9326,-2,-0.003927
TEL,16448,12.5284,12.2760,0.8079,-1.8116,2,0.003927
TEL,16548,12.4269,12.3712,0.6409,-2.1003,2,0.003927
TEL,16648,9.0633,11.2911,0.9756,-28.8696,18,0.035343
TEL,16748,11.6665,11.2448,1.8939,-48.9169,44,0.086394
TEL,16848,11.4033,11.3078,1.7171,-42.0016,42,0.082467
TEL,16948,10.9881,11.2477,1.7107,-41.7561,42,0.082467
TEL,17048,7.8077,10.1006,2.1403,-78.4975,58,0.113883
TEL,17148,9.7869,9.8099,3.1819,-107.6696,95,0.186532
TEL,17248,9.5341,9.7408,3.2131,-106.3907,106,0.208131
TEL,17348,9.0075,9.4988,3.3992,-112.1225,112,0.219911
TEL,17448,7.4933,9.4988,3.3992,-112.1225,112,0.219911
TEL,17548,7.9964,8.6499,3.7884,-124.3284,124,0.243473
TEL,17648,8.2249,8.4105,4.3501,-146.1064,146,0.286670
TEL,17748,8.7376,8.4867,4.6033,-150.1955,150,0.294524
TEL,17848,6.7742,8.4867,4.5133,-143.0475,144,0.282743
TEL,17948,9.2932,8.6737,4.5084,-141.1967,141,0.276853
TEL,18048,9.8085,9.0224,4.3263,-131.3426,131,0.257218
TEL,18148,10.4277,9.7402,3.7569,-108.0116,108,0.212057
TEL,18248,9.4323,9.2978,3.2598,-87.5909,88,0.172788
TEL,18348,11.0689,10.3121,3.4393,-88.8583,89,0.174751
TEL,18448,11.6071,11.0063,2.6879,-60.4062,60,0.117810
TEL,18548,9.6801,10.9549,1.7324,-5.0705,8,0.015708
TEL,18648,11.0689,10.5458,2.0451,-62.6588,54,0.106029
TEL,18748,12.6662,12.0148,1.8342,-15.0166,27,0.053014
TEL,18848,12.9503,12.5704,0.9852,13.6181,-14,-0.027489
TEL,18948,10.0978,12.1489,0.2645,26.0542,-26,-0.051051
TEL,19048,12.7361,12.1490,0.8511,-29.5648,28,0.054978
TEL,19148,13.5555,13.0855,0.8510,-13.3764,13,0.025525
TEL,19248,13.7554,13.4245,-0.0855,8.3276,-8,-0.015708
TEL,19348,9.8520,12.7858,-0.5656,23.9880,-24,-0.047124
TEL,19448,13.0599,13.0105,0.2142,-31.6848,30,0.058905
TEL,19548,13.7150,13.4160,-0.1711,-1.6528,2,0.003927
TEL,19648,14.0448,13.6797,-0.4160,9.6529,-10,-0.019635
TEL,19748,11.3179,12.5758,-0.7334,21.0772,-21,-0.041233
TEL,19848,13.1340,12.9980,0.4242,-36.3226,32,0.062832
TEL,19948,13.6748,13.3300,-0.1228,-3.5524,5,0.009817
TEL,20048,13.7150,13.4711,-0.3300,-0.5031,1,0.001963
