t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,act_deg_abs,trim_deg,search_phase,x_linear_cm,x_linear_filt_cm,x_ctrl_cm,x_ctrl_filt_cm,x_feedback_cm,feedback_blend,test_phase
350,SAFE_DISABLED,-4.1864,-4.106,0.0,0.0,0.0,0,0.0,4,1,0,0.0,0.0,0,-12.6562,0.0,idle,-4.1864,-4.106,-4.1864,-4.106,-4.106,0.4,
450,SAFE_DISABLED,-4.537,-4.301,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-12.6562,0.0,idle,-4.537,-4.301,-4.537,-4.301,-4.301,0.4,
550,SAFE_DISABLED,-3.1881,-1.6942,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-12.6562,0.0,idle,-3.1881,-1.6942,-3.1881,-1.6942,-1.6942,0.4,
650,SAFE_DISABLED,-4.4191,-3.1086,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-12.6562,0.0,idle,-4.4191,-3.1086,-4.4191,-3.1086,-3.1086,0.4,
750,SAFE_DISABLED,5.913,-0.9371,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,-12.6562,0.0,idle,5.913,-0.9371,5.913,-0.9371,-0.9371,0.4,
850,SAFE_DISABLED,-3.9577,-2.0806,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-12.6562,0.0,idle,-3.9577,-2.0806,-3.9577,-2.0806,-2.0806,0.4,
950,SAFE_DISABLED,-4.537,-3.5794,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,-12.6562,0.0,idle,-4.537,-3.5794,-4.537,-3.5794,-3.5794,0.4,
1050,SAFE_DISABLED,-2.5641,-1.2289,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-12.6562,0.0,idle,-2.5641,-1.2289,-2.5641,-1.2289,-1.2289,0.4,
1150,SAFE_DISABLED,-4.4191,-3.1588,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-12.6562,0.0,idle,-4.4191,-3.1588,-4.4191,-3.1588,-3.1588,0.4,
1250,SAFE_DISABLED,-4.656,-3.8974,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-12.6562,0.0,idle,-4.656,-3.8974,-4.656,-3.8974,-3.8974,0.4,
1350,SAFE_DISABLED,-3.9577,-2.2064,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-12.6562,0.0,idle,-3.9577,-2.2064,-3.9577,-2.2064,-2.2064,0.4,
1451,SAFE_DISABLED,-4.537,-3.3703,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-12.6562,0.0,idle,-4.537,-3.3703,-4.537,-3.3703,-3.3703,0.4,
1551,SAFE_DISABLED,-3.7331,-3.4505,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-12.6562,0.0,idle,-3.7331,-3.4505,-3.7331,-3.4505,-3.4505,0.4,
