t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags
353,SAFE_DISABLED,0.0,0.0,-71.4185,0.0,0.0,0
453,SAFE_DISABLED,0.0,0.0,-81.6189,0.0,0.0,0
553,SAFE_DISABLED,0.0,0.0,-83.9859,0.0,0.0,0
653,SAFE_DISABLED,0.0,0.0,-81.7026,0.0,0.0,0
753,SAFE_DISABLED,0.0,0.0,-83.9551,0.0,0.0,0
854,SAFE_DISABLED,0.0,0.0,-84.3337,0.0,0.0,0
954,SAFE_DISABLED,0.0,0.0,-84.4063,0.0,0.0,0
1054,SAFE_DISABLED,0.0,0.0,-83.1692,0.0,0.0,0
1154,SAFE_DISABLED,0.0,0.0,-82.9613,0.0,0.0,0
1254,SAFE_DISABLED,0.0,0.0,-84.1757,0.0,0.0,0
1354,SAFE_DISABLED,0.0,0.0,-84.3708,0.0,0.0,1
1454,SAFE_DISABLED,0.0,0.0,-84.4035,0.0,0.0,1
1554,SAFE_DISABLED,0.0,0.0,-84.409,0.0,0.0,1
1654,SAFE_DISABLED,0.0,0.0,-84.419,0.0,0.0,1
1754,SAFE_DISABLED,0.0,0.0,-84.4116,0.0,0.0,1
1854,SAFE_DISABLED,0.0,0.0,-84.4104,0.0,0.0,1
1954,SAFE_DISABLED,0.0,0.0,-84.4165,0.0,0.0,1
2054,SAFE_DISABLED,0.0,0.0,-84.4112,0.0,0.0,1
2154,SAFE_DISABLED,0.0,0.0,-84.4194,0.0,0.0,1
2254,SAFE_DISABLED,0.0,0.0,-84.4117,0.0,0.0,1
2354,SAFE_DISABLED,0.0,0.0,-84.4104,0.0,0.0,1
2454,SAFE_DISABLED,0.0,0.0,-84.4102,0.0,0.0,1
2554,SAFE_DISABLED,0.0,0.0,-84.4102,0.0,0.0,1
2654,SAFE_DISABLED,0.0,0.0,-84.4102,0.0,0.0,1
2754,SAFE_DISABLED,0.0,0.0,-84.4102,0.0,0.0,1
2854,SAFE_DISABLED,0.0,0.0,-84.4102,0.0,0.0,1
2954,SAFE_DISABLED,0.0,0.0,-84.4102,0.0,0.0,1
3054,SAFE_DISABLED,0.0,0.0,-84.4102,0.0,0.0,1
3154,SAFE_DISABLED,0.0,0.0,-84.4286,0.0,0.0,1
3254,SAFE_DISABLED,0.0,0.0,-84.4396,0.0,0.0,1
3354,SAFE_DISABLED,0.0,0.0,-84.428,0.0,0.0,1
3454,SAFE_DISABLED,0.0,0.0,-83.8183,0.0,0.0,1
3554,SAFE_DISABLED,0.0,0.0,-84.3197,0.0,0.0,1
3654,SAFE_DISABLED,0.0,0.0,-84.395,0.0,0.0,1
3755,SAFE_DISABLED,0.0,0.0,-84.4261,0.0,0.0,1
3855,SAFE_DISABLED,0.0,0.0,-84.4128,0.0,0.0,1
3955,SAFE_DISABLED,0.0,0.0,-84.4106,0.0,0.0,1
4055,SAFE_DISABLED,0.0,0.0,-84.435,0.0,0.0,1
4155,SAFE_DISABLED,0.0,0.0,-84.4143,0.0,0.0,1
4255,SAFE_DISABLED,0.0,0.0,-84.4357,0.0,0.0,1
4355,SAFE_DISABLED,0.0,0.0,-84.4593,0.0,0.0,1
4455,SAFE_DISABLED,0.0,0.0,-84.4184,0.0,0.0,1
4555,SAFE_DISABLED,0.0,0.0,-84.4627,0.0,0.0,1
4655,SAFE_DISABLED,0.0,0.0,-84.4253,0.0,0.0,1
4755,SAFE_DISABLED,0.0,0.0,-84.4127,0.0,0.0,1
4855,SAFE_DISABLED,0.0,0.0,-84.426,0.0,0.0,1
4955,SAFE_DISABLED,0.0,0.0,-84.4521,0.0,0.0,1
5055,SAFE_DISABLED,0.0,0.0,-84.4526,0.0,0.0,1
5155,SAFE_DISABLED,0.0,0.0,-84.4437,0.0,0.0,1
5255,SAFE_DISABLED,0.0,0.0,-84.4551,0.0,0.0,1
5355,SAFE_DISABLED,0.0,0.0,-84.4531,0.0,0.0,1
5455,SAFE_DISABLED,0.0,0.0,-84.4174,0.0,0.0,1
5555,SAFE_DISABLED,0.0,0.0,-84.4452,0.0,0.0,1
5655,SAFE_DISABLED,0.0,0.0,-84.4224,0.0,0.0,1
5755,SAFE_DISABLED,0.0,0.0,-84.4122,0.0,0.0,1
5855,SAFE_DISABLED,0.0,0.0,-84.4105,0.0,0.0,1
5955,SAFE_DISABLED,0.0,0.0,-84.4102,0.0,0.0,1
6055,SAFE_DISABLED,0.0,0.0,-84.4102,0.0,0.0,1
