BALL_BEAM_REF_BOOT
TEL,404,13.4381,16.4059,-3.4059,197.9872,0,0.000000
TEL,504,13.2465,15.4171,-2.4171,125.0000,80,0.157080
TEL,604,17.1976,16.5338,-3.5338,400.0000,174,0.341648
TEL,704,17.8316,17.5942,-4.5942,400.0000,269,0.528180
TEL,804,12.6662,14.7494,-1.7494,400.0000,364,0.714712
TEL,904,15.0799,14.6883,-1.6883,-65.1666,389,0.763800
TEL,1004,15.5243,15.0647,-2.0647,400.0000,396,0.777544
TEL,1104,16.7781,15.9495,-2.9495,400.0000,400,0.785398
TEL,1204,16.3213,15.8668,-2.8668,400.0000,400,0.785398
TEL,1304,18.2332,17.4412,-4.4412,400.0000,400,0.785398
TEL,1404,18.1652,17.9154,-4.9154,400.0000,400,0.785398
TEL,1504,16.7197,17.2596,-4.2596,400.0000,400,0.785398
TEL,1604,18.0975,17.5827,-4.5827,400.0000,400,0.785398
TEL,1704,18.3709,18.0238,-5.0238,400.0000,400,0.785398
TEL,1804,15.5752,16.5050,-3.5050,400.0000,400,0.785398
TEL,1904,17.8974,17.3888,-4.3888,400.0000,400,0.785398
TEL,2004,18.2332,17.8415,-4.8415,400.0000,400,0.785398
TEL,2104,16.2107,17.6432,-4.6432,400.0000,400,0.785398
TEL,2204,17.5729,17.4347,-4.4347,400.0000,400,0.785398
TEL,2304,18.3709,17.9253,-4.9254,400.0000,400,0.785398
TEL,2404,18.7235,18.2306,-5.2306,400.0000,400,0.785398
TEL,2504,17.6369,17.4392,-4.4392,400.0000,400,0.785398
TEL,2604,18.2332,17.7799,-4.7799,400.0000,400,0.785398
TEL,2704,14.4337,17.1992,-4.1992,400.0000,400,0.785398
TEL,2804,16.8960,16.6193,-3.6193,400.0000,400,0.785398
TEL,2904,18.2332,17.7038,-4.7038,400.0000,400,0.785398
TEL,3004,18.3709,18.0449,-5.0449,400.0000,400,0.785398
TEL,3104,18.3709,18.2413,-5.2413,400.0000,400,0.785398
TEL,3204,18.5104,18.3185,-5.3185,400.0000,400,0.785398
TEL,3304,18.5104,18.3829,-5.3829,400.0000,400,0.785398
TEL,3404,18.5104,18.4041,-5.4041,400.0000,400,0.785398
TEL,3504,18.4404,18.4204,-5.4204,400.0000,400,0.785398
TEL,3604,18.4404,18.4180,-5.4180,400.0000,400,0.785398
TEL,3704,18.4404,18.4225,-5.4225,400.0000,400,0.785398
TEL,3804,18.4404,18.4247,-5.4247,400.0000,400,0.785398
TEL,3904,18.4404,18.4308,-5.4308,400.0000,400,0.785398
TEL,4004,18.5104,18.4424,-5.4424,400.0000,400,0.785398
TEL,4104,18.4404,18.4488,-5.4488,400.0000,400,0.785398
TEL,4204,18.5104,18.4512,-5.4512,400.0000,400,0.785398
TEL,4304,18.5104,18.4528,-5.4528,400.0000,400,0.785398
TEL,4404,18.5104,18.4574,-5.4574,400.0000,400,0.785398
TEL,4504,18.4404,18.4555,-5.4555,400.0000,400,0.785398
TEL,4604,18.5104,18.4594,-5.4594,400.0000,400,0.785398
TEL,4704,17.0154,18.2517,-5.2517,400.0000,400,0.785398
TEL,4804,17.8974,18.1567,-5.1567,400.0000,400,0.785398
TEL,4904,18.3709,18.2031,-5.2031,400.0000,400,0.785398
TEL,5004,15.4737,17.1779,-4.1779,400.0000,400,0.785398
TEL,5104,18.0304,17.4803,-4.4803,400.0000,400,0.785398
TEL,5204,18.3018,17.8617,-4.8617,400.0000,400,0.785398
TEL,5304,15.4737,16.3258,-3.3258,400.0000,400,0.785398
TEL,5404,17.8316,17.2198,-4.2198,400.0000,400,0.785398
TEL,5504,18.3018,17.9409,-4.9409,400.0000,400,0.785398
