phase,x_ref_cm,duration_s,step_cm,steady_state_error_cm,overshoot_cm,settling_time_s,rise_time_s,rmse_cm,iae_cm_s,itae_cm_s2,peak_abs_output_steps,peak_abs_beam_deg
hold_center,13.0,29.901,,3.6301095238095242,0.0,,,4.121441902142178,120.5071893,1785.8780391193,160.0,17.99998479605043
hold_far,17.0,29.900000000000002,4.0,0.6252238095238095,4.2928,,0.0,0.9383360049221885,23.28960000000002,343.5585770000002,160.0,13.162502131760888
hold_near,9.0,35.2,8.0,8.560985714285716,0.0,,,8.14430462365334,285.2938699999999,5046.267006999999,160.0,17.99998479605043
