t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags
75500,RUNNING,-4.2724,-4.2727,2.9811,3.0,2.62,0
75600,RUNNING,-4.2724,-4.2725,3.0602,3.0,-2.65,0
75700,RUNNING,-4.341,-4.3075,3.0735,3.0,-4.34,0
75800,RUNNING,-4.341,-4.3295,3.0757,3.0,-5.42,0
75900,RUNNING,-4.341,-4.3354,3.0184,3.0,-2.6,0
76000,RUNNING,-4.2724,-4.3185,2.9933,2.7247,-18.39,0
76100,RUNNING,-4.2724,-4.295,2.9314,3.0,1.75,0
76200,RUNNING,-4.2724,-4.2802,2.9056,3.0,4.33,0
76300,RUNNING,-4.2724,-4.2762,2.9013,3.0,5.82,0
76400,RUNNING,-4.2724,-4.2737,2.9269,3.0,5.47,0
76500,RUNNING,-4.341,-4.3081,2.978,3.0,2.83,0
76600,RUNNING,-4.341,-4.3297,3.0533,3.0,-2.01,0
76700,RUNNING,-4.341,-4.3355,3.0723,3.0,-4.0,0
76800,RUNNING,-4.341,-4.3391,3.0755,3.0,-5.14,0
76900,RUNNING,-4.341,-4.3401,3.0183,3.0,-2.32,0
77000,RUNNING,-4.341,-4.3407,2.9933,3.0,-0.81,0
77100,RUNNING,-4.2724,-4.3059,2.9891,3.0,-1.44,0
77200,RUNNING,-4.2724,-4.2839,2.9216,3.0,3.1,0
77300,RUNNING,-4.2724,-4.2781,2.904,3.0,5.32,0
77400,RUNNING,-4.2724,-4.2744,2.901,3.0,6.74,0
77500,RUNNING,-4.2724,-4.2734,2.9673,3.0,3.5,0
77600,RUNNING,-4.341,-4.3077,3.0111,3.0,1.04,0
77700,RUNNING,-4.341,-4.3247,3.0652,3.0,-2.87,0
77800,RUNNING,-4.341,-4.3354,3.0743,3.0,-4.32,0
77900,RUNNING,-4.341,-4.3383,3.0759,3.0,-5.37,0
78000,RUNNING,-4.341,-4.3401,3.0093,3.0,-1.82,0
78100,RUNNING,-4.341,-4.3406,2.9918,3.0,-0.72,0
78200,RUNNING,-4.341,-4.3409,2.9889,3.0,-0.41,0
78300,RUNNING,-4.341,-4.341,2.9884,3.0,-0.24,0
78400,RUNNING,-4.2724,-4.3204,2.9883,2.7775,-14.07,0
78500,RUNNING,-4.341,-4.3309,2.9883,3.0,-0.5,0
78600,RUNNING,-4.2724,-4.3069,2.9883,2.8911,-7.61,0
78700,RUNNING,-4.2724,-4.2893,2.9883,3.0,-0.96,0
78800,RUNNING,-4.2724,-4.2782,2.9152,3.0,4.28,0
78900,RUNNING,-4.2724,-4.2897,2.9029,3.0,6.21,0
79000,RUNNING,-4.2724,-4.2784,2.9272,3.0,5.92,0
79100,RUNNING,-4.341,-4.3103,2.978,3.0,3.3,0
79200,RUNNING,-4.341,-4.3305,3.0533,3.0,-1.54,0
79300,RUNNING,-4.341,-4.3359,3.0723,3.0,-3.54,0
79400,RUNNING,-4.341,-4.3393,3.0755,3.0,-4.67,0
79500,RUNNING,-4.341,-4.3402,3.0312,3.0,-2.78,0
79600,RUNNING,-4.341,-4.3407,2.9955,3.0,-0.69,0
79700,RUNNING,-4.2724,-4.3203,2.9895,3.0,-0.69,0
79800,RUNNING,-4.2724,-4.2889,2.9885,3.0,-0.68,0
79900,RUNNING,-4.341,-4.3155,2.9883,3.0,-0.52,0
80000,RUNNING,-4.2724,-4.2973,2.9883,3.0,-0.56,0
80100,RUNNING,-4.341,-4.3196,2.9883,3.0,-0.41,0
80200,RUNNING,-4.341,-4.3337,2.9883,3.0,-0.26,0
80300,RUNNING,-4.341,-4.3374,2.9883,3.0,-0.12,0
80400,RUNNING,-4.341,-4.3398,2.9883,3.0,0.03,0
80500,RUNNING,-4.341,-4.3404,2.9883,3.0,0.18,0
80600,RUNNING,-4.2724,-4.3203,2.9883,2.8454,-9.39,0
80700,RUNNING,-4.2724,-4.2959,2.9883,3.0,-0.02,0
80800,RUNNING,-4.2724,-4.2805,2.9883,3.0,0.12,0
80900,RUNNING,-4.341,-4.297,2.9883,3.0,0.27,0
81000,RUNNING,-4.341,-4.3115,2.9883,3.0,0.42,0
81100,RUNNING,-4.341,-4.3266,2.9883,3.0,0.57,0
81200,RUNNING,-4.341,-4.3361,2.9883,3.0,0.72,0
81300,RUNNING,-4.341,-4.3386,2.9883,3.0,0.86,0
81400,RUNNING,-4.341,-4.3402,2.9883,3.0,1.01,0
81500,RUNNING,-4.341,-4.3406,2.9883,3.0,1.16,0
81600,RUNNING,-2.4888,-3.6556,2.8459,-3.0,-203.13,0
81700,RUNNING,-1.341,-2.5433,1.7447,2.715,-3.19,0
81800,RUNNING,-0.7236,-1.5682,0.5225,-3.0,-203.19,0
81900,RUNNING,0.1866,-0.6733,-0.6346,2.183,-3.19,0
82000,RUNNING,0.5112,-0.011,-1.5449,-1.9137,-39.77,0
82100,RUNNING,0.7354,0.3697,-1.3235,1.8707,173.03,0
82200,RUNNING,0.7354,0.3697,-0.1432,1.8671,133.96,0
82300,RUNNING,-0.0878,0.2324,1.2605,1.9052,69.3,0
82400,RUNNING,2.9122,1.3513,1.8581,-3.0,-197.06,0
82500,RUNNING,3.8726,2.6083,1.0039,1.1771,-15.86,0
82600,RUNNING,5.0982,3.7072,-0.1323,0.8274,21.75,0
82700,RUNNING,5.0982,3.7072,-0.536,0.7916,59.96,0
82800,RUNNING,5.0982,3.7072,-0.2132,0.7773,0.0,0
82900,RUNNING,5.0982,3.7072,-0.109,0.7773,0.0,0
83000,RUNNING,5.0982,3.7072,-0.0914,0.7773,0.0,0
83100,RUNNING,7.321,4.7913,-0.1412,0.443,3.13,0
83200,RUNNING,8.7616,7.3328,-0.7065,-3.0,-175.6,0
83300,RUNNING,8.7273,8.0656,-1.621,-0.6073,21.15,0
83400,RUNNING,8.0756,8.2104,-2.0826,0.2931,114.02,0
83500,RUNNING,7.8012,8.0305,-1.471,-0.7388,36.28,0
83600,RUNNING,7.8012,7.9617,-0.6326,-0.7951,-12.7,0
83700,RUNNING,6.292,7.355,-0.3815,-0.6872,-8.95,0
83800,RUNNING,6.292,7.355,-0.2104,-0.7583,-29.55,0
83900,RUNNING,4.8012,6.5889,-0.3325,-0.5967,-9.05,0
84000,RUNNING,2.5466,4.3706,0.174,3.0,199.69,0
84100,RUNNING,1.6272,3.008,1.1172,0.3914,-6.92,0
84200,RUNNING,1.5586,2.0452,1.7279,3.0,119.87,0
84300,RUNNING,1.4582,1.7563,2.1505,0.7259,-47.77,0
84400,RUNNING,0.6668,1.271,2.3596,3.0,73.38,0
84500,RUNNING,0.461,0.8723,2.4843,0.9664,-65.75,0
84600,RUNNING,-0.7052,-0.0734,2.4016,3.0,59.33,0
84700,RUNNING,-0.9796,-0.4924,2.3138,1.374,-37.96,0
84800,RUNNING,-1.254,-0.8808,2.29,1.4953,-31.86,0
84900,RUNNING,-1.254,-0.8808,2.1351,1.5038,-31.05,0
85000,RUNNING,-3.312,-1.7894,1.7981,3.0,81.88,0
85100,RUNNING,-3.9796,-2.795,1.9411,2.0964,25.49,0
85200,RUNNING,-4.7342,-3.988,2.4623,3.0,54.46,0
85300,RUNNING,-4.7342,-4.3633,2.8916,2.6041,4.56,0
85400,RUNNING,-6.1246,-5.231,3.1568,3.0,10.4,0
85500,RUNNING,-6.4492,-5.8523,3.2808,3.0,-0.25,0
85600,RUNNING,-7.6338,-6.9421,3.3484,3.0,-8.45,0
85700,RUNNING,-7.6338,-7.2229,3.3605,3.0,-13.84,0
85800,RUNNING,-9.4492,-8.1633,3.2985,3.0,-14.32,0
85900,RUNNING,-10.2908,-9.2051,3.1666,3.0,-9.21,0
86000,RUNNING,-11.2328,-10.3235,3.0336,3.0,-2.27,0
86100,RUNNING,-12.4492,-11.376,2.9382,3.0,3.74,0
86200,RUNNING,-13.602,-12.7074,2.9067,3.0,6.71,0
86300,RUNNING,-13.602,-13.1637,2.9463,3.0,5.37,0
86400,RUNNING,-13.602,-13.4517,2.9812,3.0,3.62,0
86500,RUNNING,-13.945,-13.7033,3.0539,3.0,-1.08,0
86600,RUNNING,-13.259,-13.4114,3.0724,3.0,-3.05,0
86700,RUNNING,-13.602,-13.4366,3.0755,3.0,-4.18,0
86800,RUNNING,-13.602,-13.4733,3.0761,3.0,-5.17,0
86900,RUNNING,-10.945,-12.7418,2.9566,3.0,-13.46,0
87000,RUNNING,-10.602,-11.3864,1.9398,-1.029,-213.46,0
87100,RUNNING,-10.602,-10.9864,1.0129,3.0,83.4,0
87200,RUNNING,-7.7735,-9.6628,1.1222,-3.0,-115.3,0
87300,RUNNING,-7.602,-8.6118,1.0429,3.0,69.84,0
87400,RUNNING,-5.5235,-7.1854,0.6203,-3.0,-130.16,0
87500,RUNNING,-4.602,-5.8859,0.1158,3.0,69.84,0
87600,RUNNING,-3.9378,-4.8431,-0.4129,-3.0,-130.16,0
87700,RUNNING,-1.94,-3.5498,-0.9707,2.7265,69.84,0
87800,RUNNING,-1.602,-2.2827,-1.6208,-2.7125,-101.56,0
87900,RUNNING,-0.9378,-1.7209,-1.8593,2.2232,187.31,0
88000,RUNNING,0.0494,-0.784,-1.3944,-3.0,-12.69,0
88100,RUNNING,0.3238,-0.219,-0.852,1.7886,175.66,0
88200,RUNNING,0.7354,0.2899,-0.2526,-1.6927,-50.82,0
88300,RUNNING,1.3528,0.8319,0.0122,1.4679,108.15,0
88400,RUNNING,1.3528,1.0229,0.4518,-1.0619,-66.78,0
88500,RUNNING,0.3238,0.8536,0.8618,1.4439,70.14,0
88600,RUNNING,0.804,0.857,1.6678,1.8312,43.82,0
88700,RUNNING,0.3238,0.6139,2.0281,1.501,5.26,0
88800,RUNNING,0.3924,0.4683,2.5993,2.1072,2.7,0
88900,RUNNING,-0.2936,0.1806,2.8883,1.6228,-52.02,0
89000,RUNNING,0.3238,0.2991,2.6139,1.4007,-69.55,0
89100,RUNNING,-0.1564,0.0668,1.9132,1.6528,-12.08,0
89200,RUNNING,-0.7738,-0.3515,1.8084,3.0,83.82,0
89300,RUNNING,-0.4308,-0.464,2.2666,1.8157,-16.21,0
89400,RUNNING,-0.3622,-0.3971,2.2326,1.5389,-40.07,0
89500,RUNNING,-0.4308,-0.4143,1.8876,1.8088,-5.0,0
89600,RUNNING,-0.4308,-0.4252,1.7796,1.8584,5.05,0
89700,RUNNING,-0.911,-0.5721,1.7878,1.8637,8.64,0
89800,RUNNING,-2.283,-1.3072,2.1859,3.0,60.25,0
89900,RUNNING,-2.7632,-2.0498,2.5527,2.3195,-1.49,0
90000,RUNNING,-2.7632,-2.5185,2.8529,3.0,21.73,0
90100,RUNNING,-2.283,-2.4993,2.9392,2.4828,-23.08,0
90200,RUNNING,-0.9796,-1.7904,2.1015,-3.0,-211.8,0
90300,RUNNING,-0.4308,-1.097,0.9348,2.0962,-11.8,0
90400,RUNNING,-0.4308,-0.6593,0.0593,0.2656,-28.45,0
90500,RUNNING,-0.3622,-0.5222,-0.0989,1.9371,101.81,0
90600,RUNNING,-0.3622,-0.4171,0.4087,1.5,62.32,0
90700,RUNNING,-0.1564,-0.3274,1.0982,1.8867,53.73,0
90800,RUNNING,-0.1564,-0.2151,1.393,1.4174,10.0,0
90900,RUNNING,0.0494,-0.1234,1.7012,1.8296,15.58,0
91000,RUNNING,0.3238,0.1805,1.6301,0.667,-62.66,0
91100,RUNNING,-0.2936,0.0107,1.5772,1.7875,15.1,0
91200,RUNNING,0.3238,-0.004,2.0073,-0.6561,-158.43,0
91300,RUNNING,0.461,0.2043,1.7593,1.7291,-11.16,0
91400,RUNNING,0.461,0.3729,1.2526,1.0178,-27.19,0
91500,RUNNING,0.3238,0.3478,1.0475,1.6795,33.53,0
91600,RUNNING,0.8726,0.6278,1.1934,-0.238,-97.09,0
91700,RUNNING,0.9412,0.8452,1.1217,1.518,8.17,0
91800,RUNNING,0.5296,0.6883,1.1764,2.743,90.33,0
91900,RUNNING,0.804,0.7473,1.4344,1.5328,1.52,0
92000,RUNNING,0.6668,0.7145,1.5105,1.8924,20.74,0
92100,RUNNING,0.6668,0.6902,1.57,1.536,-3.51,0
92200,RUNNING,0.9412,0.7859,1.5536,0.3407,-79.45,0
92300,RUNNING,1.3528,1.0606,1.0659,1.4088,4.12,0
92400,RUNNING,1.3528,1.2525,0.476,0.5911,-9.45,0
92500,RUNNING,1.6272,1.386,0.2526,1.287,52.95,0
92600,RUNNING,1.5586,1.5239,0.3003,0.972,37.48,0
92700,RUNNING,1.5586,1.5416,0.6495,1.2112,39.08,0
92800,RUNNING,1.5586,1.5527,1.0097,1.1493,17.31,0
92900,RUNNING,1.5586,1.5557,1.2775,1.1769,2.79,0
93000,RUNNING,1.2842,1.4018,1.5449,2.0877,45.53,0
93100,RUNNING,0.9412,1.1669,1.6077,1.2673,-3.14,0
93200,RUNNING,0.5982,0.8436,1.9296,3.0,87.41,0
93300,RUNNING,-0.1564,0.3336,2.3526,1.5025,-30.35,0
93400,RUNNING,-0.1564,0.0116,2.4691,2.8534,43.63,0
93500,RUNNING,0.118,0.0082,2.4686,1.5988,-42.92,0
93600,RUNNING,0.5982,0.3713,1.6895,-0.207,-127.92,0
93700,RUNNING,0.5982,0.487,0.9382,1.4486,15.56,0
93800,RUNNING,0.461,0.5045,0.5843,1.7634,64.52,0
93900,RUNNING,0.2552,0.3773,0.8706,2.3847,99.92,0
94000,RUNNING,-0.1564,0.0915,1.5968,3.0,106.0,0
94100,RUNNING,-0.1564,-0.035,2.303,1.5931,-22.43,0
94200,RUNNING,-0.1564,-0.1292,2.3503,1.8259,-16.62,0
94300,RUNNING,-0.225,-0.1637,2.1452,1.634,-22.04,0
94400,RUNNING,-0.225,-0.195,1.8666,1.6452,-7.41,0
94500,RUNNING,-0.225,-0.2147,1.8429,1.7302,-2.37,0
94600,RUNNING,-0.1564,-0.185,1.8452,1.6461,-11.37,0
94700,RUNNING,-0.1564,-0.1662,1.6793,1.6421,-3.75,0
94800,RUNNING,-0.1564,-0.1598,1.5406,1.6167,3.4,0
94900,RUNNING,-0.1564,-0.1581,1.502,1.6305,8.14,0
95000,RUNNING,-0.1564,-0.1572,1.5622,1.644,6.64,0
95100,RUNNING,0.2552,0.1137,1.2989,0.5058,-56.44,0
95200,RUNNING,0.2552,0.1858,1.0957,1.5394,20.01,0
95300,RUNNING,0.2552,0.2314,1.077,1.5236,23.61,0
95400,RUNNING,0.2552,0.2435,1.1296,1.5176,25.05,0
95500,RUNNING,0.2552,0.2512,1.3251,1.4831,14.25,0
95600,RUNNING,0.2552,0.2532,1.5106,1.5099,5.45,0
95700,RUNNING,0.2552,0.2545,1.6431,1.502,-4.33,0
95800,RUNNING,0.2552,0.2548,1.6654,1.5045,-7.49,0
95900,RUNNING,0.2552,0.255,1.6243,1.5011,-7.13,0
96000,RUNNING,0.2552,0.2551,1.5628,1.4995,-4.69,0
96100,RUNNING,0.3238,0.3002,1.5057,1.3073,-15.24,0
96200,RUNNING,0.3238,0.3122,1.3781,1.4766,2.75,0
96300,RUNNING,-1.254,-0.2112,1.3811,3.0,103.35,0
96400,RUNNING,-2.6762,-1.429,1.8677,2.0013,22.07,0
96500,RUNNING,-2.9506,-2.3308,2.4484,3.0,52.6,0
96600,RUNNING,-3.8608,-2.9238,2.8027,2.4719,-1.41,0
96700,RUNNING,-5.6762,-4.7322,2.8172,3.0,30.88,0
96800,RUNNING,-5.969,-5.3591,3.0153,3.0,20.02,0
96900,RUNNING,-8.6762,-7.2716,3.2507,3.0,3.81,0
97000,RUNNING,-8.9506,-8.0703,3.3641,3.0,-7.11,0
97100,RUNNING,-11.6762,-9.6602,3.3439,3.0,-10.3,0
97200,RUNNING,-11.6762,-10.6884,3.3405,3.0,-14.41,0
97300,RUNNING,-11.9506,-11.4849,3.222,3.0,-10.7,0
97400,RUNNING,-12.8608,-12.1866,3.1161,3.0,-6.34,0
97500,RUNNING,-13.1904,-12.8461,3.0161,3.0,-0.97,0
97600,RUNNING,-13.602,-13.1452,2.9198,3.0,5.53,0
97700,RUNNING,-13.1904,-13.3219,2.9037,3.0,7.67,0
97800,RUNNING,-13.1904,-13.2548,2.9587,3.0,5.26,0
97900,RUNNING,-13.1904,-13.2125,3.0281,3.0,1.19,0
98000,RUNNING,-13.1904,-13.2013,3.0681,3.0,-1.95,0
98100,RUNNING,-13.1904,-13.1942,3.0748,3.0,-3.28,0
98200,RUNNING,-13.1904,-13.1923,3.0759,3.0,-4.3,0
98300,RUNNING,-13.6706,-13.436,3.0761,3.0,-5.27,0
98400,RUNNING,-14.5624,-13.8232,3.003,3.0,-1.15,0
98500,RUNNING,-13.6706,-13.723,2.9908,3.0,-0.33,0
98600,RUNNING,-13.6706,-13.8836,2.9887,3.0,-0.07,0
98700,RUNNING,-11.887,-13.2399,2.7932,3.0,-2.67,0
98800,RUNNING,-11.887,-13.2399,2.5168,3.0,19.19,0
98900,RUNNING,-11.887,-13.2399,2.5544,3.0,0.0,0
99000,RUNNING,-11.887,-13.2399,2.6229,3.0,0.0,0
99100,RUNNING,-7.6706,-10.2773,2.1325,-3.0,-200.0,0
99200,RUNNING,-5.887,-8.2256,1.0437,3.0,0.0,0
99300,RUNNING,-4.2247,-5.8456,-0.0077,-3.0,-200.0,0
99400,RUNNING,-3.3329,-4.6578,-1.1534,3.0,11.56,0
99500,RUNNING,-3.3329,-4.6578,-0.9106,3.0,237.11,0
99600,RUNNING,-3.3329,-4.6578,1.1769,3.0,0.0,0
99700,RUNNING,-3.3329,-4.6578,1.9527,3.0,0.0,0
99800,RUNNING,-3.3329,-4.6578,2.083,3.0,0.0,0
99900,RUNNING,-0.3329,-3.3603,2.1049,-3.0,-200.0,0
100000,RUNNING,2.6671,-0.6014,1.3953,1.9968,0.0,0
100100,RUNNING,4.9171,2.6462,0.408,-3.0,-200.0,0
100200,RUNNING,6.0421,4.2994,-0.6538,0.5031,3.77,0
100300,RUNNING,6.0421,4.2994,-1.1528,0.4616,78.19,0
100400,RUNNING,6.0421,4.2994,-0.5599,0.4367,0.0,0
100500,RUNNING,6.0421,4.2994,-0.3135,0.4367,0.0,0
100600,RUNNING,6.0421,4.2994,-0.272,0.4367,0.0,0
100700,RUNNING,6.0421,4.2994,-0.2651,0.4367,0.0,0
100800,RUNNING,6.0421,4.2994,-0.2639,0.4367,0.0,0
100900,RUNNING,7.9041,6.0297,-0.4061,-3.0,-177.33,0
101000,RUNNING,8.5558,7.2892,-1.0117,-0.5084,1.48,0
101100,RUNNING,8.4186,8.1003,-1.542,-3.0,-126.0,0
101200,RUNNING,8.35,8.2348,-1.8551,-0.9012,24.89,0
101300,RUNNING,8.007,8.1546,-1.6719,-0.9561,25.13,0
101400,RUNNING,8.007,8.1546,-1.2752,-1.0349,1.65,0
101500,RUNNING,7.4582,7.9457,-0.9293,-1.0498,-10.07,0
101600,RUNNING,7.4582,7.9457,-0.6944,-1.1266,-33.33,0
101700,RUNNING,7.4582,7.9457,-0.871,-1.1573,0.0,0
101800,RUNNING,7.4582,7.9457,-0.9507,-1.1573,0.0,0
101900,RUNNING,1.7326,4.877,-0.4885,3.0,208.1,0
102000,RUNNING,1.4582,3.1622,0.5672,0.1795,8.47,0
102100,RUNNING,0.5982,1.5797,1.4098,3.0,138.35,0
102200,RUNNING,0.3924,0.9886,1.9006,0.7987,-24.96,0
102300,RUNNING,-0.4994,0.1608,2.2912,3.0,84.12,0
102400,RUNNING,-1.5284,-0.6459,2.4929,1.285,-38.06,0
102500,RUNNING,-1.8028,-1.357,2.5394,3.0,60.52,0
102600,RUNNING,-2.5574,-1.8252,2.5472,1.6517,-26.37,0
102700,RUNNING,-4.2674,-3.1958,2.5934,3.0,51.81,0
102800,RUNNING,-4.6656,-3.8629,2.732,2.2922,-1.14,0
102900,RUNNING,-4.8714,-4.4835,2.9562,3.0,26.74,0
103000,RUNNING,-5.6762,-4.9699,3.1869,2.6676,-11.79,0
