phase,x_ref_cm,duration_s,step_cm,steady_state_error_cm,overshoot_cm,settling_time_s,rise_time_s,rmse_cm,iae_cm_s,itae_cm_s2,peak_abs_output_steps,peak_abs_beam_deg
hold_center,13.0,29.903000000000002,,0.262414285714286,4.968699999999998,,1.0,3.070824024959207,80.05983830000001,1213.071285941,224.0,25.200001632782406
hold_far,17.0,29.9,4.0,-3.5404904761904765,1.0198,,0.0,3.624217298755691,89.39570000000002,1411.068087,224.0,25.200001632782406
hold_near,9.0,35.2,8.0,-0.875495238095238,0.9517000000000007,,0.7999999999999972,1.7182439669533753,40.86814999999999,539.087088,189.5878,21.374992688268545
