t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,act_deg_abs,trim_deg,search_phase,x_linear_cm,x_linear_filt_cm,x_ctrl_cm,x_ctrl_filt_cm,x_feedback_cm,feedback_blend,test_phase
350,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,-32.7832,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
450,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
550,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
650,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
750,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
850,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
950,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
1050,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
1150,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
1250,SAFE_DISABLED,-6.2738,-6.2258,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2738,-6.2258,-6.2738,-6.2258,-6.2258,0.4,
1350,SAFE_DISABLED,-6.2738,-6.2503,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2738,-6.2503,-6.2738,-6.2503,-6.2503,0.4,
1451,SAFE_DISABLED,-6.2052,-6.2207,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2207,-6.2052,-6.2207,-6.2207,0.4,
1551,SAFE_DISABLED,-6.2052,-6.2128,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2128,-6.2052,-6.2128,-6.2128,0.4,
1651,SAFE_DISABLED,-6.2052,-6.2078,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2078,-6.2052,-6.2078,-6.2078,0.4,
1751,SAFE_DISABLED,-6.2052,-6.2065,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2065,-6.2052,-6.2065,-6.2065,0.4,
1851,SAFE_DISABLED,-6.2052,-6.2056,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2056,-6.2052,-6.2056,-6.2056,0.4,
1951,SAFE_DISABLED,-6.2052,-6.2054,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2054,-6.2052,-6.2054,-6.2054,0.4,
2051,SAFE_DISABLED,-6.2052,-6.2053,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2053,-6.2052,-6.2053,-6.2053,0.4,
2151,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
2251,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
2351,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
2451,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
2551,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
2651,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
2751,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
2851,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
2951,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
3051,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
3151,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
3251,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
3351,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
3451,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
3551,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
3651,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
3751,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
3851,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
3951,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
4051,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
4151,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
4251,SAFE_DISABLED,-6.2052,-6.2052,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-32.7832,0.0,idle,-6.2052,-6.2052,-6.2052,-6.2052,-6.2052,0.4,
