t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,test_phase
2151,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,46,0.0,0.0,0,
2251,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,49,0.0,0.0,0,
2351,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,51,0.0,0.0,0,
2451,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,54,0.0,0.0,0,
2551,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,56,0.0,0.0,0,
2651,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,59,0.0,0.0,0,
2751,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,61,0.0,0.0,0,
2851,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,64,0.0,0.0,0,
2951,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,66,0.0,0.0,0,
3051,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,69,0.0,0.0,0,
3151,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,71,0.0,0.0,0,
3251,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,74,0.0,0.0,0,
3351,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,76,0.0,0.0,0,
3451,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,79,0.0,0.0,0,
3551,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,81,0.0,0.0,0,
3651,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,84,0.0,0.0,0,
3751,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,86,0.0,0.0,0,
3851,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,89,0.0,0.0,0,
3951,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,91,0.0,0.0,0,
4051,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,94,0.0,0.0,0,
4151,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,96,0.0,0.0,0,
4251,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,99,0.0,0.0,0,
4352,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,101,0.0,0.0,0,
4452,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,104,0.0,0.0,0,
4552,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,106,0.0,0.0,0,
4652,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,109,0.0,0.0,0,
4752,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,111,0.0,0.0,0,
4852,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,114,0.0,0.0,0,
4952,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,116,0.0,0.0,0,
5052,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,119,0.0,0.0,0,
5152,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,121,0.0,0.0,0,
5252,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,124,0.0,0.0,0,
5352,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,126,0.0,0.0,0,
5452,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,129,0.0,0.0,0,
5552,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,131,0.0,0.0,0,
5652,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,134,0.0,0.0,0,
5752,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,136,0.0,0.0,0,
5852,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,139,0.0,0.0,0,
5952,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,141,0.0,0.0,0,
6052,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,144,0.0,0.0,0,
6152,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,146,0.0,0.0,0,
6252,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,149,0.0,0.0,0,
6352,SAFE_DISABLED,0.0,0.0,-8.7012,0.0,0.0,1,0.0,0,0,151,0.0,0.0,0,
6459,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,152,0.0,0.0,0,
6559,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,154,0.0,0.0,0,
6659,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,157,0.0,0.0,0,
6759,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,159,0.0,0.0,0,
6859,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,162,0.0,0.0,0,
6959,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,164,0.0,0.0,0,
7059,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,166,0.0,0.0,0,
7159,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,169,0.0,0.0,0,
7259,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,171,0.0,0.0,0,
7359,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,174,0.0,0.0,0,
7459,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,176,0.0,0.0,0,
7559,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,179,0.0,0.0,0,
7659,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,181,0.0,0.0,0,
7759,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,184,0.0,0.0,0,
7859,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,186,0.0,0.0,0,
7959,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,189,0.0,0.0,0,
8059,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,191,0.0,0.0,0,
8159,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,194,0.0,0.0,0,
8259,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,196,0.0,0.0,0,
8359,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,199,0.0,0.0,0,
8459,SAFE_DISABLED,0.0,0.0,-38.584,0.0,0.0,1,0.0,0,0,201,0.0,0.0,0,
8559,SAFE_DISABLED,0.0,0.0,-37.8177,0.0,0.0,1,0.0,0,0,204,0.0,0.0,0,
8659,SAFE_DISABLED,0.0,0.0,-26.7231,0.0,0.0,1,0.0,0,0,206,0.0,0.0,0,
8759,SAFE_DISABLED,0.0,0.0,-18.3425,0.0,0.0,1,0.0,0,0,209,0.0,0.0,0,
8859,SAFE_DISABLED,0.0,0.0,-16.1056,0.0,0.0,1,0.0,0,0,211,0.0,0.0,0,
8960,SAFE_DISABLED,0.0,0.0,-15.1088,0.0,0.0,1,0.0,0,0,212,0.0,0.0,0,
9060,SAFE_DISABLED,15.6096,15.6312,-14.9695,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,
9160,SAFE_DISABLED,15.4038,15.5368,-14.9461,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,
9260,SAFE_DISABLED,14.9236,15.2665,-15.009,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,
9360,SAFE_DISABLED,14.5806,14.9167,-15.0259,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,
9460,SAFE_DISABLED,13.6202,14.1902,-15.0287,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,
9560,SAFE_DISABLED,11.6994,13.1792,-15.0292,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,
9660,SAFE_DISABLED,11.5806,12.6996,-15.1692,0.0,0.0,0,0.0,93,1,1,0.0,0.0,0,
9760,SAFE_DISABLED,11.5806,12.6996,-15.199,0.0,0.0,0,0.0,193,1,4,0.0,0.0,0,
9860,SAFE_DISABLED,11.5806,12.6996,-15.2041,0.0,0.0,0,0.0,293,1,6,0.0,0.0,0,
9960,SAFE_DISABLED,11.5806,12.6996,-15.2049,0.0,0.0,0,0.0,393,0,9,0.0,0.0,0,
10060,SAFE_DISABLED,11.5806,12.6996,-15.1473,0.0,0.0,0,0.0,493,0,11,0.0,0.0,0,
10160,SAFE_DISABLED,11.5806,12.6996,-15.1222,0.0,0.0,0,0.0,593,0,12,0.0,0.0,0,
10260,SAFE_DISABLED,8.5806,9.9934,-15.118,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,
10360,SAFE_DISABLED,5.5806,8.0579,-15.1173,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,
10460,SAFE_DISABLED,5.5806,6.4303,-15.1172,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,
10560,SAFE_DISABLED,4.0806,5.547,-15.1172,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,
10660,SAFE_DISABLED,2.5806,3.5981,-15.0987,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,
10760,SAFE_DISABLED,2.5806,3.0792,-15.041,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,
10860,SAFE_DISABLED,-0.4194,1.0011,-15.0313,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,
10960,SAFE_DISABLED,-0.4194,0.2766,-15.0296,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,
11060,SAFE_DISABLED,-3.4194,-1.3957,-15.0294,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,
11160,SAFE_DISABLED,-3.4194,-2.4278,-15.0293,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,
11260,SAFE_DISABLED,-3.4194,-3.0793,-15.0293,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,
11360,SAFE_DISABLED,-3.667,-3.327,-15.0293,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,
11460,SAFE_DISABLED,-4.01,-3.7757,-15.0293,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,
11560,SAFE_DISABLED,-4.01,-4.1689,-15.0293,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,
11660,SAFE_DISABLED,-4.01,-4.0645,-15.0293,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,
11760,SAFE_DISABLED,-4.01,-3.6804,-15.0293,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,
11860,SAFE_DISABLED,-2.3134,-3.0317,-15.0293,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,
11960,SAFE_DISABLED,-1.01,-2.2743,-15.0293,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,
12060,SAFE_DISABLED,-1.01,-1.4437,-15.0293,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,
12160,SAFE_DISABLED,-1.01,-1.2225,-15.0293,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,
12260,SAFE_DISABLED,0.6866,0.0318,-15.0293,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,
12360,SAFE_DISABLED,-0.1684,0.1092,-15.0293,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,
12460,SAFE_DISABLED,-0.58,-0.3436,-15.0293,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,
12560,SAFE_DISABLED,-0.1684,-0.2542,-15.0293,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,
12660,SAFE_DISABLED,-1.1288,-0.7482,-15.0293,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,
12760,SAFE_DISABLED,-2.3134,-1.5464,-15.0293,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,
12860,SAFE_DISABLED,-3.1684,-2.4717,-15.0293,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,
12960,SAFE_DISABLED,-3.58,-2.9505,-15.0293,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,
13060,SAFE_DISABLED,-4.4902,-3.7652,-15.0293,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,
13160,SAFE_DISABLED,-5.3134,-4.5548,-15.0293,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,
13260,SAFE_DISABLED,-5.725,-5.3236,-15.0293,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,
13360,SAFE_DISABLED,-5.382,-5.4254,-15.0293,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,
13460,SAFE_DISABLED,-5.725,-5.6222,-15.0293,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,
13560,SAFE_DISABLED,-5.8622,-5.7446,-15.0293,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,
13660,SAFE_DISABLED,-6.2052,-6.0227,-15.0293,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,
13760,SAFE_DISABLED,-6.2052,-6.1158,-15.0293,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,
13860,SAFE_DISABLED,-6.2052,-6.1745,-15.0293,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,
13960,SAFE_DISABLED,-5.7936,-6.0523,-15.0293,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,
14060,SAFE_DISABLED,-5.7936,-5.8823,-15.0293,0.0,0.0,0,0.0,10,1,0,0.0,0.0,0,
14160,SAFE_DISABLED,-5.7936,-5.8371,-15.0293,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,
14260,SAFE_DISABLED,-5.7936,-5.8186,-15.0293,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,
14360,SAFE_DISABLED,-5.8622,-5.8408,-15.0293,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,
14460,SAFE_DISABLED,-5.8622,-5.8549,-15.0293,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,
14560,SAFE_DISABLED,-5.8622,-5.8586,-15.0293,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,
14660,SAFE_DISABLED,-6.2052,-6.0359,-15.0293,0.0,0.0,0,0.0,10,1,0,0.0,0.0,0,
14760,SAFE_DISABLED,-6.2052,-6.1222,-15.0293,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,
14860,SAFE_DISABLED,-6.2052,-6.1767,-15.0293,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,
14960,SAFE_DISABLED,-6.2052,-6.1913,-15.0293,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,
15060,SAFE_DISABLED,-6.2052,-6.2004,-15.0293,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,
15160,SAFE_DISABLED,-6.2052,-6.2029,-15.0293,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,
15260,SAFE_DISABLED,-6.2052,-6.2044,-15.0293,0.0,0.0,0,0.0,10,1,0,0.0,0.0,0,
15360,SAFE_DISABLED,-6.2052,-6.2048,-15.0293,0.0,0.0,0,0.0,30,1,0,0.0,0.0,0,
15460,SAFE_DISABLED,-6.2052,-6.2051,-15.0293,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,
15560,SAFE_DISABLED,-6.2052,-6.2051,-15.0293,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,
15660,SAFE_DISABLED,-6.2052,-6.2052,-15.0293,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,
16160,SAFE_DISABLED,-6.2052,-6.2052,-12.7749,0.0,0.0,0,0.0,49,1,0,0.0,0.0,0,
16260,SAFE_DISABLED,-6.6168,-6.4756,-8.3987,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,
16360,SAFE_DISABLED,-6.6168,-6.5476,-7.6632,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,
16460,SAFE_DISABLED,-6.6168,-6.5931,-7.5396,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
16560,SAFE_DISABLED,-6.6168,-6.6052,-7.5188,0.0,0.0,0,0.0,26,1,0,0.0,0.0,0,
16660,SAFE_DISABLED,-6.6168,-6.5264,-7.5154,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
16760,SAFE_DISABLED,-6.2052,-6.3626,-7.5148,0.0,0.0,0,0.0,26,1,0,0.0,0.0,0,
16860,SAFE_DISABLED,-6.6168,-6.3971,-7.5147,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
16960,SAFE_DISABLED,-6.2052,-6.3136,-7.5147,0.0,0.0,0,0.0,26,1,0,0.0,0.0,0,
17060,SAFE_DISABLED,-6.2738,-6.2774,-7.5146,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
17160,SAFE_DISABLED,-6.6168,-6.3785,-7.5146,0.0,0.0,0,0.0,26,1,0,0.0,0.0,0,
17260,SAFE_DISABLED,-6.2052,-6.4116,-7.5146,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
17360,SAFE_DISABLED,-6.2052,-6.3063,-7.5146,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
17460,SAFE_DISABLED,-6.2052,-6.2399,-7.5724,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
17560,SAFE_DISABLED,-6.2052,-6.2222,-7.9902,0.0,0.0,0,0.0,26,1,0,0.0,0.0,0,
17660,SAFE_DISABLED,-6.2052,-6.211,-16.7324,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
17760,SAFE_DISABLED,-6.2052,-6.2081,-32.848,0.0,0.0,0,0.0,26,1,0,0.0,0.0,0,
17860,SAFE_DISABLED,-6.2052,-6.2062,-40.6634,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
17960,SAFE_DISABLED,-6.2052,-6.2057,-54.6158,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
18060,SAFE_DISABLED,-6.2052,-6.2054,-60.8982,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
18160,SAFE_DISABLED,-5.725,-5.9604,-62.0245,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
18260,SAFE_DISABLED,-6.3424,-5.991,-62.2292,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
18360,SAFE_DISABLED,-6.3424,-6.1702,-62.2636,0.0,0.0,0,0.0,26,1,0,0.0,0.0,0,
18460,SAFE_DISABLED,-6.3424,-6.2833,-62.3047,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
18560,SAFE_DISABLED,-6.3424,-6.3011,-62.3942,0.0,0.0,0,0.0,66,1,1,0.0,0.0,0,
18660,SAFE_DISABLED,-6.3424,-6.3011,-63.5323,0.0,0.0,0,0.0,166,1,3,0.0,0.0,0,
18760,SAFE_DISABLED,-6.3424,-6.3011,-65.421,0.0,0.0,0,0.0,266,1,6,0.0,0.0,0,
18860,SAFE_DISABLED,-3.3424,-5.4135,-65.7979,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
18960,SAFE_DISABLED,-0.3424,-3.4572,-65.8612,0.0,0.0,0,0.0,27,1,0,0.0,0.0,0,
19060,SAFE_DISABLED,1.1576,-0.9608,-65.8719,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
19160,SAFE_DISABLED,2.6576,0.1247,-65.8288,0.0,0.0,0,0.0,66,1,1,0.0,0.0,0,
19260,SAFE_DISABLED,2.6576,0.8846,-65.7933,0.0,0.0,0,0.0,86,1,1,0.0,0.0,0,
19360,SAFE_DISABLED,2.6576,0.8846,-65.7873,0.0,0.0,0,0.0,186,1,4,0.0,0.0,0,
19460,SAFE_DISABLED,2.6576,0.8846,-65.7734,0.0,0.0,0,0.0,286,1,6,0.0,0.0,0,
19560,SAFE_DISABLED,2.6576,0.8846,-65.7109,0.0,0.0,0,0.0,386,0,9,0.0,0.0,0,
19660,SAFE_DISABLED,2.6576,0.8846,-65.7004,0.0,0.0,0,0.0,486,0,11,0.0,0.0,0,
19760,SAFE_DISABLED,2.6576,0.8846,-65.6986,0.0,0.0,0,0.0,586,0,14,0.0,0.0,0,
19860,SAFE_DISABLED,2.6576,0.8846,-65.692,0.0,0.0,0,0.0,686,0,16,0.0,0.0,0,
19960,SAFE_DISABLED,2.6576,0.8846,-65.6241,0.0,0.0,0,0.0,786,0,19,0.0,0.0,0,
20060,SAFE_DISABLED,2.6576,0.8846,-65.6127,0.0,0.0,0,0.0,886,0,20,0.0,0.0,0,
20160,SAFE_DISABLED,2.6576,0.8846,-65.6107,0.0,0.0,0,0.0,986,0,23,0.0,0.0,0,
20260,SAFE_DISABLED,5.6576,2.3165,-65.5527,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
20360,SAFE_DISABLED,5.6576,4.0205,-65.5275,0.0,0.0,0,0.0,26,1,0,0.0,0.0,0,
20460,SAFE_DISABLED,8.6576,6.8466,-65.5233,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
20560,SAFE_DISABLED,8.6576,7.7702,-65.5226,0.0,0.0,0,0.0,26,1,0,0.0,0.0,0,
20660,SAFE_DISABLED,11.6576,9.6785,-65.4557,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
20760,SAFE_DISABLED,11.6576,9.6785,-65.4381,0.0,0.0,0,0.0,105,1,2,0.0,0.0,0,
20860,SAFE_DISABLED,11.6576,9.6785,-65.4352,0.0,0.0,0,0.0,205,1,4,0.0,0.0,0,
20960,SAFE_DISABLED,11.6576,9.6785,-65.4347,0.0,0.0,0,0.0,305,0,7,0.0,0.0,0,
21060,SAFE_DISABLED,11.6576,9.6785,-65.4346,0.0,0.0,0,0.0,405,0,9,0.0,0.0,0,
21160,SAFE_DISABLED,11.6576,9.6785,-65.4346,0.0,0.0,0,0.0,505,0,12,0.0,0.0,0,
21260,SAFE_DISABLED,11.6576,9.6785,-65.4346,0.0,0.0,0,0.0,605,0,14,0.0,0.0,0,
21360,SAFE_DISABLED,11.6576,9.6785,-65.4346,0.0,0.0,0,0.0,705,0,17,0.0,0.0,0,
21460,SAFE_DISABLED,11.6576,9.6785,-65.4346,0.0,0.0,0,0.0,805,0,19,0.0,0.0,0,
21560,SAFE_DISABLED,11.6576,9.6785,-65.4346,0.0,0.0,0,0.0,905,0,22,0.0,0.0,0,
21660,SAFE_DISABLED,11.6576,9.6785,-65.4346,0.0,0.0,1,0.0,1005,0,24,0.0,0.0,0,
21760,SAFE_DISABLED,11.6576,9.6785,-65.4346,0.0,0.0,1,0.0,1105,0,27,0.0,0.0,0,
21860,SAFE_DISABLED,11.6576,9.6785,-65.4346,0.0,0.0,1,0.0,1205,0,29,0.0,0.0,0,
21960,SAFE_DISABLED,11.6576,9.6785,-65.4346,0.0,0.0,1,0.0,1305,0,32,0.0,0.0,0,
22060,SAFE_DISABLED,11.6576,9.6785,-65.4346,0.0,0.0,1,0.0,1405,0,34,0.0,0.0,0,
22160,SAFE_DISABLED,11.6576,9.6785,-65.4346,0.0,0.0,1,0.0,1505,0,37,0.0,0.0,0,
23794,SAFE_DISABLED,11.6576,9.6785,-65.4346,0.0,0.0,1,0.0,3139,0,76,0.0,0.0,0,
23894,SAFE_DISABLED,11.6576,9.6785,-65.4346,0.0,0.0,1,0.0,3239,0,79,0.0,0.0,0,
23994,SAFE_DISABLED,11.6576,9.6785,-65.4346,0.0,0.0,1,0.0,3339,0,81,0.0,0.0,0,
24094,SAFE_DISABLED,11.6576,9.6785,-65.4255,0.0,0.0,1,0.0,3439,0,84,0.0,0.0,0,
24194,SAFE_DISABLED,11.6576,9.6785,-65.4331,0.0,0.0,1,0.0,3539,0,86,0.0,0.0,0,
24294,SAFE_DISABLED,11.6576,9.6785,-65.4342,0.0,0.0,1,0.0,3620,0,88,0.0,0.0,0,
24394,SAFE_DISABLED,11.6576,9.6785,-65.416,0.0,0.0,1,0.0,3725,0,91,0.0,0.0,0,
24494,SAFE_DISABLED,11.6576,9.6785,-65.413,0.0,0.0,1,0.0,3825,0,93,0.0,0.0,0,
24594,SAFE_DISABLED,11.6576,9.6785,-65.4125,0.0,0.0,1,0.0,3925,0,96,0.0,0.0,0,
24694,SAFE_DISABLED,11.6576,9.6785,-65.4309,0.0,0.0,1,0.0,4025,0,98,0.0,0.0,0,
24794,SAFE_DISABLED,11.6576,9.6785,-65.4339,0.0,0.0,1,0.0,4125,0,101,0.0,0.0,0,
