t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,act_deg_abs,trim_deg,search_phase,x_linear_cm,x_linear_filt_cm,x_ctrl_cm,x_ctrl_filt_cm,x_feedback_cm,feedback_blend,test_phase
350,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,23.1152,19.248,idle,0.0,0.0,0.0,0.0,0.0,0.0,
450,SAFE_DISABLED,6.3206,6.2966,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.3206,6.2966,6.3206,6.2966,6.2966,0.4,
550,SAFE_DISABLED,6.6293,6.4533,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.4533,6.6293,6.4533,6.4533,0.4,
650,SAFE_DISABLED,6.6293,6.543,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.543,6.6293,6.543,6.543,0.4,
750,SAFE_DISABLED,6.6293,6.5997,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.5997,6.6293,6.5997,6.5997,0.4,
850,SAFE_DISABLED,6.6293,6.6148,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.6148,6.6293,6.6148,6.6148,0.4,
950,SAFE_DISABLED,6.2863,6.4638,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.4638,6.2863,6.4638,6.4638,0.4,
1050,SAFE_DISABLED,6.2863,6.3733,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.3733,6.2863,6.3733,6.3733,0.4,
1150,SAFE_DISABLED,6.2863,6.3162,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.3162,6.2863,6.3162,6.3162,0.4,
1250,SAFE_DISABLED,6.2863,6.3009,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.3009,6.2863,6.3009,6.3009,0.4,
1350,SAFE_DISABLED,6.2863,6.2913,0.0,0.0,0.0,0,0.0,1,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.2913,6.2863,6.2913,6.2913,0.4,
1451,SAFE_DISABLED,6.6293,6.3917,0.0,0.0,0.0,0,0.0,21,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.3917,6.6293,6.3917,6.3917,0.4,
1551,SAFE_DISABLED,6.6293,6.5129,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.5129,6.6293,6.5129,6.5129,0.4,
1651,SAFE_DISABLED,6.6293,6.5174,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.5173,6.6293,6.5173,6.5174,0.4,
1751,SAFE_DISABLED,6.2863,6.4716,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.4716,6.2863,6.4716,6.4716,0.4,
1851,SAFE_DISABLED,6.2863,6.3499,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.3499,6.2863,6.3499,6.3499,0.4,
1951,SAFE_DISABLED,6.2863,6.3175,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.3175,6.2863,6.3175,6.3175,0.4,
2051,SAFE_DISABLED,6.2863,6.297,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.297,6.2863,6.297,6.297,0.4,
2151,SAFE_DISABLED,6.2863,6.2916,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.2916,6.2863,6.2916,6.2916,0.4,
2251,SAFE_DISABLED,6.2177,6.243,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.243,6.2177,6.243,6.243,0.4,
2351,SAFE_DISABLED,6.2177,6.2301,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2301,6.2177,6.2301,6.2301,0.4,
2451,SAFE_DISABLED,6.2177,6.222,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.222,6.2177,6.222,6.222,0.4,
2551,SAFE_DISABLED,6.2177,6.2198,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2198,6.2177,6.2198,6.2198,0.4,
2651,SAFE_DISABLED,6.2177,6.2184,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2184,6.2177,6.2184,6.2184,0.4,
2751,SAFE_DISABLED,6.2863,6.2387,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.2387,6.2863,6.2387,6.2387,0.4,
2851,SAFE_DISABLED,6.2863,6.3206,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.3206,6.2863,6.3206,6.3206,0.4,
2951,SAFE_DISABLED,6.6979,6.4936,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6979,6.4936,6.6979,6.4936,6.4936,0.4,
3051,SAFE_DISABLED,6.6979,6.5978,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6979,6.5978,6.6979,6.5978,6.5978,0.4,
3151,SAFE_DISABLED,6.6979,6.6636,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6979,6.6636,6.6979,6.6636,6.6636,0.4,
3251,SAFE_DISABLED,6.4235,6.5844,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.4235,6.5844,6.4235,6.5844,6.5844,0.4,
3351,SAFE_DISABLED,6.6293,6.5836,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.5836,6.6293,6.5836,6.5836,0.4,
3451,SAFE_DISABLED,6.2863,6.4608,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.4608,6.2863,6.4608,6.4608,0.4,
3551,SAFE_DISABLED,6.2177,6.3256,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.3256,6.2177,6.3256,6.3256,0.4,
3651,SAFE_DISABLED,6.2863,6.3056,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.3056,6.2863,6.3056,6.3056,0.4,
3751,SAFE_DISABLED,6.5607,6.3781,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,23.1152,19.248,idle,6.5607,6.3781,6.5607,6.3781,6.3781,0.4,
3851,SAFE_DISABLED,6.6293,6.5187,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.5187,6.6293,6.5187,6.5187,0.4,
3951,SAFE_DISABLED,6.6979,6.6101,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6979,6.6101,6.6979,6.6101,6.6101,0.4,
4051,SAFE_DISABLED,6.6979,6.6678,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6979,6.6678,6.6979,6.6678,6.6678,0.4,
4151,SAFE_DISABLED,6.6979,6.6832,0.0,0.0,0.0,0,0.0,29,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6979,6.6832,6.6979,6.6832,6.6832,0.4,
4251,SAFE_DISABLED,6.2863,6.4829,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.4829,6.2863,6.4829,6.4829,0.4,
4352,SAFE_DISABLED,6.2177,6.3477,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.3477,6.2177,6.3477,6.3477,0.4,
4452,SAFE_DISABLED,6.2177,6.2623,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2623,6.2177,6.2623,6.2623,0.4,
4552,SAFE_DISABLED,6.2177,6.2396,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2396,6.2177,6.2396,6.2396,0.4,
4652,SAFE_DISABLED,6.2177,6.2252,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2252,6.2177,6.2252,6.2252,0.4,
4752,SAFE_DISABLED,6.2177,6.2214,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2214,6.2177,6.2214,6.2214,0.4,
4852,SAFE_DISABLED,6.2863,6.254,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.254,6.2863,6.254,6.254,0.4,
4952,SAFE_DISABLED,6.2177,6.2355,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2355,6.2177,6.2355,6.2355,0.4,
5052,SAFE_DISABLED,6.2177,6.2264,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2264,6.2177,6.2264,6.2264,0.4,
5152,SAFE_DISABLED,6.2177,6.2207,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2207,6.2177,6.2207,6.2207,0.4,
5253,SAFE_DISABLED,6.2177,6.2187,0.0,0.0,0.0,0,0.0,1,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2187,6.2177,6.2187,6.2187,0.4,
5353,SAFE_DISABLED,6.2177,6.2182,0.0,0.0,0.0,0,0.0,21,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2182,6.2177,6.2182,6.2182,0.4,
5453,SAFE_DISABLED,6.2177,6.218,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.218,6.2177,6.218,6.218,0.4,
5553,SAFE_DISABLED,6.2177,6.2178,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2178,6.2177,6.2178,6.2178,0.4,
5653,SAFE_DISABLED,6.2177,6.2177,0.0,0.0,0.0,0,0.0,1,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2177,6.2177,6.2177,6.2177,0.4,
5753,SAFE_DISABLED,6.2177,6.2177,0.0,0.0,0.0,0,0.0,21,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2177,6.2177,6.2177,6.2177,0.4,
5853,SAFE_DISABLED,6.2177,6.2177,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2177,6.2177,6.2177,6.2177,0.4,
5954,SAFE_DISABLED,6.2177,6.2177,0.0,0.0,0.0,0,0.0,22,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2177,6.2177,6.2177,6.2177,0.4,
6054,SAFE_DISABLED,6.2177,6.2177,0.0,0.0,0.0,0,0.0,1,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2177,6.2177,6.2177,6.2177,0.4,
6154,SAFE_DISABLED,6.2177,6.2177,0.0,0.0,0.0,0,0.0,21,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2177,6.2177,6.2177,6.2177,0.4,
6254,SAFE_DISABLED,6.2177,6.2177,0.0,0.0,0.0,0,0.0,41,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2177,6.2177,6.2177,6.2177,0.4,
6354,SAFE_DISABLED,6.2177,6.2177,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2177,6.2177,6.2177,6.2177,0.4,
6454,SAFE_DISABLED,6.2177,6.2177,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2177,6.2177,6.2177,6.2177,0.4,
6554,SAFE_DISABLED,6.2863,6.2628,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.2628,6.2863,6.2628,6.2628,0.4,
6654,SAFE_DISABLED,6.2863,6.2748,0.0,0.0,0.0,0,0.0,40,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.2748,6.2863,6.2748,6.2748,0.4,
6754,SAFE_DISABLED,6.2863,6.2824,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.2824,6.2863,6.2824,6.2824,0.4,
6854,SAFE_DISABLED,6.2177,6.2638,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.2638,6.2177,6.2638,6.2638,0.4,
6955,SAFE_DISABLED,6.2177,6.258,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2177,6.258,6.2177,6.258,6.258,0.4,
7055,SAFE_DISABLED,6.2863,6.2725,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.2725,6.2863,6.2725,6.2725,0.4,
7155,SAFE_DISABLED,6.2863,6.2816,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.2816,6.2863,6.2816,6.2816,0.4,
7255,SAFE_DISABLED,6.5607,6.3663,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,23.1152,19.248,idle,6.5607,6.3663,6.5607,6.3663,6.3663,0.4,
7355,SAFE_DISABLED,6.6293,6.5004,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.5004,6.6293,6.5004,6.5004,0.4,
7455,SAFE_DISABLED,6.6293,6.5851,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.5851,6.6293,6.5851,6.5851,0.4,
7555,SAFE_DISABLED,6.6293,6.6077,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.6077,6.6293,6.6077,6.6077,0.4,
7655,SAFE_DISABLED,6.6293,6.6187,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.6187,6.6293,6.6187,6.6187,0.4,
7755,SAFE_DISABLED,6.3549,6.4454,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,23.1152,19.248,idle,6.3549,6.4454,6.3549,6.4454,6.4454,0.4,
7855,SAFE_DISABLED,6.2863,6.3643,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.3643,6.2863,6.3643,6.3643,0.4,
7955,SAFE_DISABLED,6.3549,6.3336,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,23.1152,19.248,idle,6.3549,6.3336,6.3549,6.3336,6.3336,0.4,
8055,SAFE_DISABLED,6.3549,6.3445,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.3549,6.3445,6.3549,6.3445,6.3445,0.4,
8155,SAFE_DISABLED,6.3549,6.3269,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.3549,6.3269,6.3549,6.3269,6.3269,0.4,
8255,SAFE_DISABLED,6.6293,6.4811,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.4811,6.6293,6.4811,6.4811,0.4,
8355,SAFE_DISABLED,6.6293,6.5567,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.5567,6.6293,6.5567,6.5567,0.4,
8455,SAFE_DISABLED,6.6979,6.625,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6979,6.625,6.6979,6.625,6.625,0.4,
8555,SAFE_DISABLED,6.6979,6.6622,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6979,6.6622,6.6979,6.6622,6.6622,0.4,
8655,SAFE_DISABLED,6.6293,6.6507,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.6507,6.6293,6.6507,6.6507,0.4,
8755,SAFE_DISABLED,6.6979,6.6748,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6979,6.6748,6.6979,6.6748,6.6748,0.4,
8855,SAFE_DISABLED,6.6979,6.69,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6979,6.69,6.6979,6.69,6.69,0.4,
8955,SAFE_DISABLED,6.6293,6.659,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.659,6.6293,6.659,6.659,0.4,
9055,SAFE_DISABLED,6.6979,6.6846,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6979,6.6846,6.6979,6.6846,6.6846,0.4,
9155,SAFE_DISABLED,6.6293,6.6708,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.6708,6.6293,6.6708,6.6708,0.4,
9255,SAFE_DISABLED,6.6293,6.5211,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.5211,6.6293,6.5211,6.5211,0.4,
9355,SAFE_DISABLED,6.6979,6.5969,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6979,6.5969,6.6979,6.5969,6.5969,0.4,
9455,SAFE_DISABLED,6.6293,6.6278,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.6278,6.6293,6.6278,6.6278,0.4,
9555,SAFE_DISABLED,6.6293,6.6288,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.6288,6.6293,6.6288,6.6288,0.4,
9655,SAFE_DISABLED,6.6293,6.6291,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,23.1152,19.248,idle,6.6293,6.6291,6.6293,6.6291,6.6291,0.4,
9755,SAFE_DISABLED,6.2863,6.4039,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,23.1152,19.248,idle,6.2863,6.4039,6.2863,6.4039,6.4039,0.4,
