t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags
349,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
449,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
549,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
649,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
749,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
849,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
949,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
1049,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
1149,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
1249,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
1349,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
1449,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
1549,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
1649,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
1750,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
1850,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
1950,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
2050,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
2150,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
2250,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
2350,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
2450,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
2550,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
2650,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
2750,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
2850,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
2950,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
3050,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
3150,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
3250,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
3350,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
3450,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
3550,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
3650,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
3750,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
3850,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
3950,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
4050,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
4150,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
4250,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
4350,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
4450,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
4550,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
4651,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
4751,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
4851,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
4951,SAFE_DISABLED,0.0,0.0,-21.4453,0.0,0.0,4
82688,SAFE_DISABLED,-0.2687,-0.1954,3.4277,0.0,0.0,0
