t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags
349,SAFE_DISABLED,13.1026,13.1026,-1.3184,0.0,0.0,0
449,SAFE_DISABLED,12.6224,12.8145,-1.3184,0.0,0.0,0
549,SAFE_DISABLED,12.691,12.5952,-1.3184,0.0,0.0,0
649,SAFE_DISABLED,12.691,12.6757,-1.3184,0.0,0.0,0
749,SAFE_DISABLED,12.6224,12.6456,-1.3184,0.0,0.0,0
849,SAFE_DISABLED,12.6224,12.6261,-1.3184,0.0,0.0,0
949,SAFE_DISABLED,12.6224,12.6226,-1.3184,0.0,0.0,0
1049,SAFE_DISABLED,12.6224,12.6224,-1.3184,0.0,0.0,0
1149,SAFE_DISABLED,12.2794,12.3014,-1.3184,0.0,0.0,0
1249,SAFE_DISABLED,12.2108,12.2418,-1.3184,0.0,0.0,0
1349,SAFE_DISABLED,12.2108,12.2128,-1.3184,0.0,0.0,0
1449,SAFE_DISABLED,12.2108,12.2111,-1.3184,0.0,0.0,0
1549,SAFE_DISABLED,12.2108,12.2108,-1.3184,0.0,0.0,0
1649,SAFE_DISABLED,12.2108,12.2108,-1.3184,0.0,0.0,0
1750,SAFE_DISABLED,12.2794,12.252,-1.3184,0.0,0.0,0
1850,SAFE_DISABLED,12.2794,12.275,-1.3184,0.0,0.0,0
1950,SAFE_DISABLED,12.2108,12.2314,-1.3184,0.0,0.0,0
2050,SAFE_DISABLED,12.2108,12.2141,-1.3184,0.0,0.0,0
2150,SAFE_DISABLED,12.2108,12.211,-1.3184,0.0,0.0,0
2250,SAFE_DISABLED,12.2108,12.2108,-1.3184,0.0,0.0,0
2350,SAFE_DISABLED,12.2108,12.2108,-1.3184,0.0,0.0,0
2450,SAFE_DISABLED,12.2108,12.2108,-1.3184,0.0,0.0,0
2550,SAFE_DISABLED,12.2108,12.2108,-1.3184,0.0,0.0,0
2650,SAFE_DISABLED,12.2108,12.2108,-1.3184,0.0,0.0,0
2750,SAFE_DISABLED,12.2794,12.252,-1.3184,0.0,0.0,0
2850,SAFE_DISABLED,12.2794,12.275,-1.3184,0.0,0.0,0
2950,SAFE_DISABLED,12.5538,12.4438,-1.3184,0.0,0.0,0
3050,SAFE_DISABLED,12.5538,12.5362,-1.3184,0.0,0.0,0
3150,SAFE_DISABLED,12.2108,12.3469,-1.3184,0.0,0.0,0
3250,SAFE_DISABLED,12.2108,12.2326,-1.3184,0.0,0.0,0
3350,SAFE_DISABLED,12.5538,12.5003,-1.3184,0.0,0.0,0
3450,SAFE_DISABLED,12.5538,12.5452,-1.3184,0.0,0.0,0
3550,SAFE_DISABLED,12.6224,12.6175,-1.3184,0.0,0.0,0
3650,SAFE_DISABLED,12.6224,12.6216,-1.3184,0.0,0.0,0
3750,SAFE_DISABLED,12.6224,12.6223,-1.3184,0.0,0.0,0
3850,SAFE_DISABLED,12.6224,12.6224,-1.3184,0.0,0.0,0
3950,SAFE_DISABLED,12.6224,12.6224,-1.3184,0.0,0.0,0
4050,SAFE_DISABLED,12.6224,12.6224,-1.3184,0.0,0.0,0
4150,SAFE_DISABLED,12.6224,12.6224,-1.3184,0.0,0.0,0
4250,SAFE_DISABLED,12.6224,12.6224,-1.3184,0.0,0.0,0
4350,SAFE_DISABLED,12.6224,12.6224,-1.3184,0.0,0.0,0
4450,SAFE_DISABLED,12.6224,12.6224,-1.3184,0.0,0.0,0
4550,SAFE_DISABLED,12.6224,12.6224,-1.3184,0.0,0.0,0
4651,SAFE_DISABLED,12.6224,12.6224,-1.3184,0.0,0.0,0
4751,SAFE_DISABLED,12.6224,12.6224,-1.3184,0.0,0.0,0
4851,SAFE_DISABLED,12.6224,12.6224,-1.3184,0.0,0.0,0
4951,SAFE_DISABLED,12.6224,12.6224,-1.3184,0.0,0.0,0
5051,SAFE_DISABLED,12.6224,12.6224,-1.3184,0.0,0.0,0
5151,SAFE_DISABLED,12.5538,12.4759,-1.3184,0.0,0.0,0
5251,SAFE_DISABLED,12.6224,12.599,-1.3184,0.0,0.0,0
