phase,x_ref_cm,duration_s,step_cm,steady_state_error_cm,overshoot_cm,settling_time_s,rise_time_s,rmse_cm,iae_cm_s,itae_cm_s2,peak_abs_output_steps,peak_abs_beam_deg
hold_center,13.0,29.901,,1.7807619047619048,4.209599999999998,,5.901,2.4106092499476834,61.76807429999999,849.1438641742998,112.0,12.599972168501447
hold_far,17.0,29.900000000000002,4.0,-0.38592380952380945,4.7948,,0.0,1.0713594987366908,24.534879999999998,327.07554700000037,145.8981,15.074977956128064
hold_near,9.0,35.2,8.0,-0.36629523809523806,0.8432999999999993,,1.2999999999999972,2.290206518583431,47.901759999999996,423.107488,224.0,25.200001632782406
