BALL_BEAM_REF_BOOT
AS5600_BOOT,ok=1,status_ok=1,md=1,mh=0,ml=0,agc=187,mag=2067
HOST_START_READY
AS5600_ZERO,raw_deg=317.3775
AS5600_VERIFY_OK,theta_delta_deg=1.3799,raw_delta_deg=-1.1426,theta_sign=-1
REF_CFG,profile=center_far_near_90s,center_cm=13.0000,near_cm=9.0000,far_cm=17.0000,segment_ms=30000
REF,2790,13.0000,hold_center
TEL,2794,12.7361,12.6775,0.3260,0.0000,0,0.000000,0.0971,0.0000,0.0000,0.7692,0.7957,0.0265,0.0000,1
TEL,2894,12.6662,12.6745,0.3255,0.0000,0,0.000000,0.0660,0.0000,0.0000,0.6239,0.0000,-0.6239,5.0000,1
TEL,2994,12.4944,12.5146,0.4828,-16.3293,9,-0.017671,-1.0858,-0.0386,0.0000,-0.1563,-1.8370,-1.6808,60.1065,1
TEL,3094,12.4269,12.4758,0.5242,-15.4489,24,-0.047124,-0.8175,-0.0806,-0.2097,-1.6114,-1.7380,-0.1266,129.5216,1
TEL,3194,11.1233,12.3713,0.5051,-13.1838,22,-0.043197,-0.5085,-0.1210,-0.4117,-2.2677,-1.4832,0.7845,-117.9784,1
TEL,3294,12.6662,12.4306,0.5694,-11.8961,13,-0.025525,-0.1201,-0.1665,-0.6395,-1.2646,-1.3383,-0.0738,-8.6029,1
TEL,3394,9.9847,12.1866,0.5103,-9.3565,13,-0.025525,0.1257,-0.2073,-0.8436,-1.1418,-1.0526,0.0891,0.0000,1
TEL,3494,12.6315,12.3276,0.6724,-9.0935,13,-0.025525,0.6261,-0.2611,-1.1126,-1.1383,-1.0230,0.1153,0.0000,1
TEL,3594,12.1958,12.3999,0.5576,-5.7054,13,-0.025525,0.8532,-0.3057,-1.3356,-1.1382,-0.6419,0.4963,-2.5000,1
TEL,3694,11.4320,11.7702,1.2298,-22.2222,6,-0.011781,-0.3767,-0.4041,-1.8275,-0.4372,-2.5000,-2.0628,-20.9744,1
TEL,3794,12.7361,12.1631,1.0090,-16.4887,18,-0.035343,0.6270,-0.4848,-2.2311,-0.9382,-1.8550,-0.9167,219.0255,1
TEL,3894,12.4944,12.2629,0.7371,-10.1881,26,-0.051051,0.8786,-0.5438,-2.5260,-2.2397,-1.1462,1.0936,-12.9158,1
TEL,3994,12.7361,12.4559,0.6048,-6.4367,13,-0.025525,1.1158,-0.5922,-2.7679,-1.5863,-0.7241,0.8622,-165.0519,1
TEL,4094,12.3600,12.3794,0.6206,-9.4525,5,-0.009817,0.7682,-0.6419,-3.0162,-0.3138,-1.0634,-0.7496,15.0030,1
TEL,4194,11.3747,12.2950,0.5620,-8.6317,17,-0.033379,0.7731,-0.6868,-3.2409,-0.9697,-0.9711,-0.0013,101.3203,1
TEL,4294,9.5341,11.8810,1.1190,-22.2222,13,-0.025525,-2.9432,-0.6701,-3.2142,-1.3480,-2.5000,-1.1520,-133.1055,1
TEL,4395,12.7011,11.9042,1.3441,-22.2222,15,-0.029452,-1.8892,-0.7776,-3.1876,-0.9675,-2.5000,-1.5325,114.3945,1
TEL,4495,12.1313,11.9185,1.0815,-22.2222,31,-0.060868,-0.9099,-0.8641,-3.6202,-2.4398,-2.5000,-0.0602,108.4899,1
TEL,4595,12.7714,12.2760,0.8546,-18.9944,27,-0.053014,0.1833,-0.9325,-3.9620,-2.8370,-2.1369,0.7001,-138.6566,1
