t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,act_deg_abs,trim_deg,search_phase,x_linear_cm,x_linear_filt_cm,x_ctrl_cm,x_ctrl_filt_cm,x_feedback_cm,feedback_blend,test_phase
350,SAFE_DISABLED,-1.7372,-1.7147,0.0,0.0,0.0,0,0.0,4,1,0,0.0,0.0,0,51.9434,20.2148,idle,-1.7372,-1.7147,-1.7372,-1.7147,-1.7147,0.4,
450,SAFE_DISABLED,-1.8021,-1.7524,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,51.9434,20.2148,idle,-1.8021,-1.7524,-1.8021,-1.7524,-1.7524,0.4,
550,SAFE_DISABLED,-1.6411,-1.6432,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,51.9434,20.2148,idle,-1.6411,-1.6432,-1.6411,-1.6432,-1.6432,0.4,
650,SAFE_DISABLED,-1.5464,-1.6142,0.0,0.0,0.0,0,0.0,74,1,1,0.0,0.0,0,51.9434,20.2148,idle,-1.5464,-1.6142,-1.5464,-1.6142,-1.6142,0.4,
750,SAFE_DISABLED,-1.7372,-1.5777,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,51.9434,20.2148,idle,-1.7372,-1.5777,-1.7372,-1.5777,-1.5777,0.4,
850,SAFE_DISABLED,-1.7372,-1.6659,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,51.9434,20.2148,idle,-1.7372,-1.6659,-1.7372,-1.6659,-1.6659,0.4,
950,SAFE_DISABLED,-1.673,-1.6421,0.0,0.0,0.0,0,0.0,0,1,0,0.0,0.0,0,52.0312,20.2148,idle,-1.673,-1.6421,-1.673,-1.6421,-1.6421,0.4,
1050,SAFE_DISABLED,-1.7696,-1.7003,0.0,0.0,0.0,0,0.0,20,1,0,0.0,0.0,0,51.9434,20.2148,idle,-1.7696,-1.7003,-1.7696,-1.7003,-1.7003,0.4,
1150,SAFE_DISABLED,-1.484,-1.5201,0.0,0.0,0.0,0,0.0,0,1,0,0.0,0.0,0,51.9434,20.2148,idle,-1.484,-1.5201,-1.484,-1.5201,-1.5201,0.4,
1250,SAFE_DISABLED,-1.7372,-1.6241,0.0,0.0,0.0,0,0.0,20,1,0,0.0,0.0,0,51.9434,20.2148,idle,-1.7372,-1.6241,-1.7372,-1.6241,-1.6241,0.4,
