t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,act_deg_abs,trim_deg,search_phase,test_phase
350,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,4,0.0,0,0,0,0.0,0.0,0,-2.1973,13.0078,idle,
450,SAFE_DISABLED,-11.319,-11.1749,0.0,0.0,0.0,4,0.0,32,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
550,SAFE_DISABLED,-11.1132,-11.1272,0.0,0.0,0.0,4,0.0,12,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
650,SAFE_DISABLED,-11.1132,-11.1128,0.0,0.0,0.0,4,0.0,31,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
750,SAFE_DISABLED,-11.1132,-11.1131,0.0,0.0,0.0,4,0.0,11,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
850,SAFE_DISABLED,-11.0446,-11.0782,0.0,0.0,0.0,4,0.0,32,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
950,SAFE_DISABLED,-11.1132,-11.0911,0.0,0.0,0.0,4,0.0,13,1,0,0.0,0.0,0,-2.2852,13.0078,idle,
1050,SAFE_DISABLED,-11.1132,-11.1024,0.0,0.0,0.0,4,0.0,32,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
1150,SAFE_DISABLED,-11.1132,-11.1095,0.0,0.0,0.0,4,0.0,12,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
1250,SAFE_DISABLED,-11.1132,-11.1114,0.0,0.0,0.0,4,0.0,32,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
1350,SAFE_DISABLED,-11.1132,-11.1126,0.0,0.0,0.0,4,0.0,11,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
1451,SAFE_DISABLED,-11.1132,-11.1129,0.0,0.0,0.0,4,0.0,31,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
1551,SAFE_DISABLED,-11.1132,-11.1131,0.0,0.0,0.0,4,0.0,12,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
1651,SAFE_DISABLED,-11.1132,-11.1131,0.0,0.0,0.0,4,0.0,32,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
1751,SAFE_DISABLED,-11.1132,-11.1132,0.0,0.0,0.0,4,0.0,12,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
1851,SAFE_DISABLED,-11.1132,-11.1132,0.0,0.0,0.0,4,0.0,32,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
1951,SAFE_DISABLED,-11.1132,-11.1132,0.0,0.0,0.0,4,0.0,11,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
2051,SAFE_DISABLED,-11.1132,-11.1132,0.0,0.0,0.0,4,0.0,31,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
2151,SAFE_DISABLED,-11.1132,-11.1132,0.0,0.0,0.0,4,0.0,12,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
2251,SAFE_DISABLED,-11.0446,-11.0926,0.0,0.0,0.0,4,0.0,32,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
2351,SAFE_DISABLED,-11.1132,-11.0961,0.0,0.0,0.0,4,0.0,12,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
2451,SAFE_DISABLED,-11.1132,-11.1048,0.0,0.0,0.0,4,0.0,31,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
2551,SAFE_DISABLED,-11.1132,-11.1103,0.0,0.0,0.0,4,0.0,11,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
2651,SAFE_DISABLED,-11.1132,-11.1118,0.0,0.0,0.0,4,0.0,31,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
2751,SAFE_DISABLED,-11.0446,-11.0921,0.0,0.0,0.0,4,0.0,12,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
2851,SAFE_DISABLED,-11.0446,-11.0679,0.0,0.0,0.0,4,0.0,32,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
2951,SAFE_DISABLED,-11.0446,-11.0526,0.0,0.0,0.0,4,0.0,11,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
3051,SAFE_DISABLED,-11.0446,-11.0485,0.0,0.0,0.0,4,0.0,31,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
3151,SAFE_DISABLED,-11.1132,-11.091,0.0,0.0,0.0,4,0.0,11,1,0,0.0,0.0,0,-2.2852,13.0078,idle,
3251,SAFE_DISABLED,-11.1132,-11.1023,0.0,0.0,0.0,4,0.0,31,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
3351,SAFE_DISABLED,-11.1132,-11.1095,0.0,0.0,0.0,4,0.0,11,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
3451,SAFE_DISABLED,-11.1132,-11.1114,0.0,0.0,0.0,4,0.0,32,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
3551,SAFE_DISABLED,-11.1132,-11.1126,0.0,0.0,0.0,4,0.0,11,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
3651,SAFE_DISABLED,-11.1132,-11.1129,0.0,0.0,0.0,4,0.0,31,1,0,0.0,0.0,0,-2.1973,13.0078,idle,
