t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags
349,SAFE_DISABLED,0.998,0.998,3.6914,0.0,0.0,0
449,SAFE_DISABLED,0.998,0.998,3.6914,0.0,0.0,0
549,SAFE_DISABLED,-0.002,0.0083,3.6914,0.0,0.0,0
649,SAFE_DISABLED,-0.002,-0.0013,3.6914,0.0,0.0,0
749,SAFE_DISABLED,-0.002,-0.0019,3.6914,0.0,0.0,0
849,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
949,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
1049,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
1149,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
1249,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
1349,SAFE_DISABLED,0.498,0.418,3.6914,0.0,0.0,0
1449,SAFE_DISABLED,-0.002,0.0088,3.6914,0.0,0.0,0
1549,SAFE_DISABLED,-0.002,0.0023,3.6914,0.0,0.0,0
1649,SAFE_DISABLED,-0.002,0.1183,3.6914,0.0,0.0,0
1750,SAFE_DISABLED,-0.002,0.0011,3.6914,0.0,0.0,0
1850,SAFE_DISABLED,-0.002,-0.0007,3.6914,0.0,0.0,0
1950,SAFE_DISABLED,-0.002,-0.0018,3.6914,0.0,0.0,0
2050,SAFE_DISABLED,-0.002,-0.0019,3.6914,0.0,0.0,0
2150,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
2250,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
2350,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
2450,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
2550,SAFE_DISABLED,0.498,0.298,3.6914,0.0,0.0,0
2650,SAFE_DISABLED,0.498,0.418,3.6914,0.0,0.0,0
2750,SAFE_DISABLED,-0.002,0.166,3.6914,0.0,0.0,0
2850,SAFE_DISABLED,-0.002,0.0249,3.6914,0.0,0.0,0
2950,SAFE_DISABLED,-0.002,0.0023,3.6914,0.0,0.0,0
3050,SAFE_DISABLED,-0.002,-0.0019,3.6914,0.0,0.0,0
3150,SAFE_DISABLED,-0.002,-0.0019,3.6914,0.0,0.0,0
3250,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
3350,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
3450,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
3550,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
3650,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
3750,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
3850,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
3950,SAFE_DISABLED,-0.002,0.118,3.6914,0.0,0.0,0
4050,SAFE_DISABLED,-0.002,0.0011,3.6914,0.0,0.0,0
4150,SAFE_DISABLED,-0.002,-0.0015,3.6914,0.0,0.0,0
4250,SAFE_DISABLED,-0.002,-0.0018,3.6914,0.0,0.0,0
4350,SAFE_DISABLED,-0.002,-0.0019,3.6914,0.0,0.0,0
4450,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
4550,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
4651,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
4751,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
4851,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
4951,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
5051,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
5151,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
5251,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
5351,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
5451,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
5551,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
5651,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
5751,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
5851,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
5951,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
6051,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
6151,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
6251,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
6351,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
6451,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
6551,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
6651,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
6751,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
6851,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
6951,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
7051,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
7151,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
7251,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
7351,SAFE_DISABLED,-0.002,-0.002,3.6914,0.0,0.0,0
7451,SAFE_DISABLED,0.998,0.598,3.6914,0.0,0.0,0
7552,SAFE_DISABLED,0.498,0.6724,3.6914,0.0,0.0,0
7652,SAFE_DISABLED,-0.002,0.1059,3.6914,0.0,0.0,0
7752,SAFE_DISABLED,-0.002,0.0412,3.6914,0.0,0.0,0
7852,SAFE_DISABLED,-0.002,0.0153,3.6914,0.0,0.0,0
7952,SAFE_DISABLED,-0.002,0.0008,3.6914,0.0,0.0,0
8052,SAFE_DISABLED,-0.002,-0.0009,3.6914,0.0,0.0,0
8152,SAFE_DISABLED,0.498,0.5382,3.6914,0.0,0.0,0
8252,SAFE_DISABLED,-0.002,0.0845,3.6914,0.0,0.0,0
8352,SAFE_DISABLED,-0.002,0.0326,3.6914,0.0,0.0,0
8452,SAFE_DISABLED,-0.002,0.0119,3.6914,0.0,0.0,0
8552,SAFE_DISABLED,-0.002,-0.0011,3.6914,0.0,0.0,0
8652,SAFE_DISABLED,-0.002,-0.0011,3.6914,0.0,0.0,0
8752,SAFE_DISABLED,0.998,0.9341,3.6914,0.0,0.0,0
8852,SAFE_DISABLED,0.998,0.9341,3.6914,0.0,0.0,0
8952,SAFE_DISABLED,-0.002,0.3724,3.6914,0.0,0.0,0
9052,SAFE_DISABLED,-0.002,0.3724,3.6914,0.0,0.0,0
9152,SAFE_DISABLED,-0.002,0.1478,3.6914,0.0,0.0,0
9252,SAFE_DISABLED,0.998,0.6579,3.6914,0.0,0.0,0
9354,SAFE_DISABLED,0.498,0.562,3.6914,0.0,0.0,0
9454,SAFE_DISABLED,0.498,0.562,3.6914,0.0,0.0,0
9554,SAFE_DISABLED,-0.002,0.0883,3.6914,0.0,0.0,0
9654,SAFE_DISABLED,-0.002,0.0125,3.6914,0.0,0.0,0
9754,SAFE_DISABLED,0.498,0.3003,3.6914,0.0,0.0,0
9854,SAFE_DISABLED,0.498,0.3003,3.6914,0.0,0.0,0
9954,SAFE_DISABLED,-0.002,0.025,3.6914,0.0,0.0,0
