t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,test_phase
115388,READY,6.0866,5.9354,-4.1519,-4.0,0.0,0,4.4331,
115488,READY,6.0866,6.0347,-4.1396,-4.0,0.0,0,4.4331,
115588,READY,6.0866,6.0612,-4.1689,-4.0,0.0,0,4.4331,
115688,READY,6.0866,6.0779,-4.1738,-4.0,0.0,0,4.4331,
115788,READY,6.0866,6.0824,-4.1483,-4.0,0.0,0,4.4331,
115888,READY,6.0866,6.0852,-4.1519,-4.0,0.0,0,4.4331,
115988,READY,6.0866,6.0859,-4.171,-4.0,0.0,0,4.4331,
116088,READY,6.0866,6.0864,-4.1742,-4.0,0.0,0,4.4331,
116188,READY,6.0866,6.0865,-4.1747,-4.0,0.0,0,4.4331,
116288,READY,5.675,5.9631,-4.1748,-4.0,0.0,0,4.4331,
116388,READY,6.0866,5.9397,-4.1748,-4.0,0.0,0,4.4331,
116488,READY,6.0866,6.0362,-4.1748,-4.0,0.0,0,4.4331,
116588,READY,6.0866,6.0619,-4.1748,-4.0,0.0,0,4.4331,
116688,READY,6.0866,6.0782,-4.1748,-4.0,0.0,0,4.4331,
116788,READY,6.0866,6.0825,-4.1748,-4.0,0.0,0,4.4331,
116888,READY,6.0866,6.0852,-4.1748,-4.0,0.0,0,4.4331,
116988,READY,5.675,5.876,-4.1748,-4.0,0.0,0,4.4331,
117088,READY,5.675,5.744,-4.1748,-4.0,0.0,0,4.4331,
117188,READY,5.675,5.7088,-4.1748,-4.0,0.0,0,4.4331,
117288,READY,5.675,5.6866,-4.1748,-4.0,0.0,0,4.4331,
117388,READY,5.675,5.6807,-4.1748,-4.0,0.0,0,4.4331,
117488,READY,5.675,5.677,-4.1748,-4.0,0.0,0,4.4331,
117588,READY,5.675,5.676,-4.1748,-4.0,0.0,0,4.4331,
117688,READY,5.675,5.6754,-4.1748,-4.0,0.0,0,4.4331,
117788,READY,5.675,5.6752,-4.1748,-4.0,0.0,0,4.4331,
117888,READY,5.675,5.6751,-4.1748,-4.0,0.0,0,4.4331,
117988,READY,5.675,5.6751,-4.1748,-4.0,0.0,0,4.4331,
118088,READY,5.675,5.675,-4.1748,-4.0,0.0,0,4.4331,
118188,READY,5.675,5.675,-4.1748,-4.0,0.0,0,4.4331,
118288,READY,5.675,5.675,-4.1748,-4.0,0.0,0,4.4331,
118388,READY,5.675,5.675,-4.1748,-4.0,0.0,0,4.4331,
118488,READY,6.0866,5.9354,-4.1748,-4.0,0.0,0,4.4331,
118588,READY,6.0866,6.0125,-4.1748,-4.0,0.0,0,4.4331,
118688,READY,6.0866,6.0612,-4.1748,-4.0,0.0,0,4.4331,
118788,READY,6.0866,6.0742,-4.1748,-4.0,0.0,0,4.4331,
118888,READY,6.0866,6.0824,-4.1748,-4.0,0.0,0,4.4331,
