BALL_BEAM_BOOT
HELP,keys
STATE,SAFE_DISABLED
SENSORS,angle=bad,pos=bad,m=n
MEAS,theta_deg=0.0000,x_cm=0.0000,x_filt_cm=0.0000
AGE,angle_ms=0,pos_ms=0,miss=0
FAULTS,bits=0
CAL,zero_calibrated=no,limits_calibrated=no,sign_calibrated=no
CAL_STORE,status=loaded
SONAR_CFG,s=-1,m=o,u=1
ACT_CFG,t=0.0000,s=m,c=a
TEL,enabled=1
FAULT_INFO,bits=0
FAULT_INFO,mode=bringup_warning
FAULT_INFO,none
TEL,350,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,0,0.0000,0,0,1,0.0000,0.0000,0
TEL,450,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,0,0.0000,0,0,4,0.0000,0.0000,0
TEL,550,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,0,0.0000,0,0,6,0.0000,0.0000,0
TEL,650,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,0,0.0000,0,0,9,0.0000,0.0000,0
TEL,750,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,0,0.0000,0,0,11,0.0000,0.0000,0
TEL,850,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,0,0.0000,0,0,14,0.0000,0.0000,0
TEL,950,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,0,0.0000,0,0,16,0.0000,0.0000,0
TEL,1050,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,0,0.0000,0,0,19,0.0000,0.0000,0
TEL,1150,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,0,0.0000,0,0,21,0.0000,0.0000,0
TEL,1250,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,0,0.0000,0,0,24,0.0000,0.0000,0
TEL,1350,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,26,0.0000,0.0000,0
TEL,1451,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,29,0.0000,0.0000,0
TEL,1551,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,31,0.0000,0.0000,0
TEL,1651,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,34,0.0000,0.0000,0
TEL,1751,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,36,0.0000,0.0000,0
TEL,1851,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,39,0.0000,0.0000,0
TEL,1951,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,41,0.0000,0.0000,0
TEL,2051,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,44,0.0000,0.0000,0
TEL,2151,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,46,0.0000,0.0000,0
TEL,2251,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,49,0.0000,0.0000,0
TEL,2351,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,51,0.0000,0.0000,0
TEL,2451,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,54,0.0000,0.0000,0
TEL,2551,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,56,0.0000,0.0000,0
TEL,2651,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,59,0.0000,0.0000,0
TEL,2751,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,61,0.0000,0.0000,0
TEL,2851,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,64,0.0000,0.0000,0
TEL,2951,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,66,0.0000,0.0000,0
TEL,3051,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,69,0.0000,0.0000,0
TEL,3151,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,71,0.0000,0.0000,0
TEL,3251,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,74,0.0000,0.0000,0
TEL,3351,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,76,0.0000,0.0000,0
TEL,3451,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,79,0.0000,0.0000,0
TEL,3551,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,81,0.0000,0.0000,0
TEL,3651,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,84,0.0000,0.0000,0
TEL,3751,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,86,0.0000,0.0000,0
TEL,3851,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,89,0.0000,0.0000,0
TEL,3951,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,91,0.0000,0.0000,0
TEL,4051,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,94,0.0000,0.0000,0
TEL,4151,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,96,0.0000,0.0000,0
TEL,4251,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,99,0.0000,0.0000,0
TEL,4352,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,101,0.0000,0.0000,0
TEL,4452,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,104,0.0000,0.0000,0
TEL,4552,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,106,0.0000,0.0000,0
TEL,4652,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,109,0.0000,0.0000,0
TEL,4752,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,111,0.0000,0.0000,0
TEL,4852,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,114,0.0000,0.0000,0
TEL,4952,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,116,0.0000,0.0000,0
TEL,5052,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,119,0.0000,0.0000,0
TEL,5152,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,121,0.0000,0.0000,0
TEL,5252,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,124,0.0000,0.0000,0
TEL,5352,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,126,0.0000,0.0000,0
TEL,5452,SAFE_DISABLED,0.0000,0.0000,-42.0996,0.0000,0.00,1,0.0000,0,0,129,0.0000,0.0000,0
