t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,act_deg_abs,trim_deg,search_phase,x_linear_cm,x_linear_filt_cm,x_ctrl_cm,x_ctrl_filt_cm,x_feedback_cm,feedback_blend,test_phase
350,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,12.6562,19.248,idle,0.0,0.0,0.0,0.0,0.0,0.0,
450,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
550,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
650,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
750,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
850,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
950,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
1050,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
1150,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
1250,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
1350,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,1,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
1451,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,20,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
1551,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,12.6562,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
1651,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
1751,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
1851,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
1951,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
2051,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
2151,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
2251,SAFE_DISABLED,3.6795,3.6651,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6651,3.6795,3.6651,3.6651,0.4,
2351,SAFE_DISABLED,3.6795,3.6725,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6725,3.6795,3.6725,3.6725,0.4,
2451,SAFE_DISABLED,3.6795,3.6771,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6771,3.6795,3.6771,3.6771,0.4,
2551,SAFE_DISABLED,3.6795,3.6783,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6783,3.6795,3.6783,3.6783,0.4,
2651,SAFE_DISABLED,3.6795,3.6791,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6791,3.6795,3.6791,3.6791,0.4,
2751,SAFE_DISABLED,3.6795,3.6793,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6793,3.6795,3.6793,3.6793,0.4,
2851,SAFE_DISABLED,3.6795,3.6794,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6794,3.6795,3.6794,3.6794,0.4,
2951,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
3051,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
3151,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
3251,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
3351,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
3451,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,12.6562,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
3551,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
3651,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
3751,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
3851,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
3951,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
4051,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
4151,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
4251,SAFE_DISABLED,3.6795,3.6795,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,12.7441,19.248,idle,3.6795,3.6795,3.6795,3.6795,3.6795,0.4,
95583,READY,-3.1556,-3.1558,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,21.8977,19.9377,idle,-3.1556,-3.1558,-3.1556,-3.1558,-3.1558,0.4,
95683,READY,-3.1556,-3.1557,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,21.8977,19.9377,idle,-3.1556,-3.1557,-3.1556,-3.1557,-3.1557,0.4,
95783,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,21.8977,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
95883,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,21.8977,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
95983,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,21.8098,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
96083,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,21.8098,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
96183,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,21.8977,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
96283,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,21.8977,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
96384,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,21.8977,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
96484,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,21.8977,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
96584,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,21.8977,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
96684,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,21.8977,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
96784,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,21.8977,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
96884,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,21.8098,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
96984,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,21.8977,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
97084,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,21.8977,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
97184,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,21.8098,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
97285,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,21.8098,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
97385,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,21.8977,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
97485,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,21.8098,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
97585,READY,-3.1556,-3.1556,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,21.8977,19.9377,idle,-3.1556,-3.1556,-3.1556,-3.1556,-3.1556,0.4,
