t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,act_deg_abs,trim_deg,search_phase,x_linear_cm,x_linear_filt_cm,x_ctrl_cm,x_ctrl_filt_cm,x_feedback_cm,feedback_blend,test_phase
350,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,-33.0469,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
450,SAFE_DISABLED,-7.44,-7.44,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.44,-7.44,-7.44,-7.44,0.4,
550,SAFE_DISABLED,-7.44,-7.4328,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.4328,-7.44,-7.4328,-7.4328,0.4,
650,SAFE_DISABLED,-7.44,-7.4365,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.4365,-7.44,-7.4365,-7.4365,0.4,
750,SAFE_DISABLED,-7.44,-7.4388,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.4388,-7.44,-7.4388,-7.4388,0.4,
850,SAFE_DISABLED,-7.44,-7.4394,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.4394,-7.44,-7.4394,-7.4394,0.4,
950,SAFE_DISABLED,-7.44,-7.4398,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.4398,-7.44,-7.4398,-7.4398,0.4,
1050,SAFE_DISABLED,-7.44,-7.4399,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.4399,-7.44,-7.4399,-7.4399,0.4,
1150,SAFE_DISABLED,-7.44,-7.44,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.44,-7.44,-7.44,-7.44,0.4,
1250,SAFE_DISABLED,-7.44,-7.44,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.44,-7.44,-7.44,-7.44,0.4,
1350,SAFE_DISABLED,-7.44,-7.44,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.44,-7.44,-7.44,-7.44,0.4,
1451,SAFE_DISABLED,-7.8516,-7.6499,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.6499,-7.8516,-7.6499,-7.6499,0.4,
1551,SAFE_DISABLED,-7.8516,-7.7528,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.7528,-7.8516,-7.7528,-7.7528,0.4,
1651,SAFE_DISABLED,-7.8516,-7.8177,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8177,-7.8516,-7.8177,-7.8177,0.4,
1751,SAFE_DISABLED,-7.8516,-7.835,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.835,-7.8516,-7.835,-7.835,0.4,
1851,SAFE_DISABLED,-7.8516,-7.8459,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8459,-7.8516,-7.8459,-7.8459,0.4,
1951,SAFE_DISABLED,-7.44,-7.6389,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.6389,-7.44,-7.6389,-7.6389,0.4,
2051,SAFE_DISABLED,-7.44,-7.5082,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.5082,-7.44,-7.5082,-7.5082,0.4,
2151,SAFE_DISABLED,-7.44,-7.4734,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.4734,-7.44,-7.4734,-7.4734,0.4,
2251,SAFE_DISABLED,-7.44,-7.4515,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.4515,-7.44,-7.4515,-7.4515,0.4,
2351,SAFE_DISABLED,-7.44,-7.4456,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.4456,-7.44,-7.4456,-7.4456,0.4,
2451,SAFE_DISABLED,-7.44,-7.4419,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.4419,-7.44,-7.4419,-7.4419,0.4,
2551,SAFE_DISABLED,-7.44,-7.4409,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.4409,-7.44,-7.4409,-7.4409,0.4,
2651,SAFE_DISABLED,-7.44,-7.4403,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.4403,-7.44,-7.4403,-7.4403,0.4,
2751,SAFE_DISABLED,-7.44,-7.4402,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.4402,-7.44,-7.4402,-7.4402,0.4,
2851,SAFE_DISABLED,-7.44,-7.4905,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.44,-7.4905,-7.44,-7.4905,-7.4905,0.4,
2951,SAFE_DISABLED,-7.783,-7.6397,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.783,-7.6397,-7.783,-7.6397,-7.6397,0.4,
3051,SAFE_DISABLED,-7.8516,-7.7477,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.7477,-7.8516,-7.7477,-7.7477,0.4,
3151,SAFE_DISABLED,-7.8516,-7.816,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.816,-7.8516,-7.816,-7.816,0.4,
3251,SAFE_DISABLED,-7.8516,-7.8341,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8341,-7.8516,-7.8341,-7.8341,0.4,
3351,SAFE_DISABLED,-7.8516,-7.8456,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8456,-7.8516,-7.8456,-7.8456,0.4,
3451,SAFE_DISABLED,-7.8516,-7.8487,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8487,-7.8516,-7.8487,-7.8487,0.4,
3551,SAFE_DISABLED,-7.8516,-7.8506,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8506,-7.8516,-7.8506,-7.8506,0.4,
3651,SAFE_DISABLED,-7.8516,-7.8511,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8511,-7.8516,-7.8511,-7.8511,0.4,
3751,SAFE_DISABLED,-7.8516,-7.8514,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8514,-7.8516,-7.8514,-7.8514,0.4,
3851,SAFE_DISABLED,-7.8516,-7.8515,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8515,-7.8516,-7.8515,-7.8515,0.4,
3951,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
4051,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
4151,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
4251,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
4352,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
4452,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
4552,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
4652,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
4752,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
4852,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
4952,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
5052,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
5152,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
5252,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
5352,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
5452,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
5552,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,36,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
5652,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,21,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
5752,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
5852,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
5954,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,1,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
6054,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,20,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
6154,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
6254,SAFE_DISABLED,-7.8516,-7.8516,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,-33.0469,0.0,idle,-7.8516,-7.8516,-7.8516,-7.8516,-7.8516,0.4,
74527,READY,-1.2116,-1.8652,0.0,0.0,0.0,0,0.0,151,1,3,0.0,0.0,0,20.4785,19.5117,idle,-1.2116,-1.8652,-1.2116,-1.8652,-1.8652,0.4,
74627,READY,-1.2116,-1.8652,0.0,0.0,0.0,0,0.0,251,1,5,0.0,0.0,0,20.4785,19.5117,idle,-1.2116,-1.8652,-1.2116,-1.8652,-1.8652,0.4,
74727,READY,-1.2116,-1.8652,0.0,0.0,0.0,0,0.0,351,0,7,0.0,0.0,0,20.4785,19.5117,idle,-1.2116,-1.8652,-1.2116,-1.8652,-1.8652,0.4,
74827,READY,-1.2116,-1.8652,0.0,0.0,0.0,0,0.0,451,0,10,0.0,0.0,0,20.4785,19.5117,idle,-1.2116,-1.8652,-1.2116,-1.8652,-1.8652,0.4,
74927,READY,-1.2116,-1.8652,0.0,0.0,0.0,0,0.0,551,0,12,0.0,0.0,0,20.4785,19.5117,idle,-1.2116,-1.8652,-1.2116,-1.8652,-1.8652,0.4,
