capture_index,point_direction,point_number,label,sample_index,captured_at_iso,mode,distance_cm,pulse_us,valid_sample,timer1_stress,pings,valid_count,timeout_count,miss_count
1,out,1,out_p01,10,2026-03-13T15:21:24,PCINT,26.2800,1524.0000,1,1,66,66,0,0
1,out,1,out_p01,11,2026-03-13T15:21:24,PCINT,0.0000,1520.0000,0,1,67,66,0,0
1,out,1,out_p01,12,2026-03-13T15:21:24,PCINT,26.2100,1520.0000,1,1,67,67,0,0
1,out,1,out_p01,13,2026-03-13T15:21:24,PCINT,25.7900,1496.0000,1,1,68,68,0,0
1,out,1,out_p01,14,2026-03-13T15:21:24,PCINT,25.7900,1496.0000,1,1,69,69,0,0
1,out,1,out_p01,15,2026-03-13T15:21:24,PCINT,25.7900,1496.0000,1,1,70,70,0,0
1,out,1,out_p01,16,2026-03-13T15:21:24,PCINT,0.0000,1520.0000,0,1,71,70,0,0
1,out,1,out_p01,17,2026-03-13T15:21:24,PCINT,26.2100,1520.0000,1,1,71,71,0,0
1,out,1,out_p01,18,2026-03-13T15:21:24,PCINT,26.1400,1516.0000,1,1,72,72,0,0
1,out,1,out_p01,19,2026-03-13T15:21:24,PCINT,26.2100,1520.0000,1,1,73,73,0,0
1,out,1,out_p01,20,2026-03-13T15:21:24,PCINT,0.0000,1492.0000,0,1,74,73,0,0
1,out,1,out_p01,21,2026-03-13T15:21:24,PCINT,25.7200,1492.0000,1,1,74,74,0,0
1,out,1,out_p01,22,2026-03-13T15:21:24,PCINT,26.2100,1520.0000,1,1,75,75,0,0
1,out,1,out_p01,23,2026-03-13T15:21:24,PCINT,25.7900,1496.0000,1,1,76,76,0,0
1,out,1,out_p01,24,2026-03-13T15:21:24,PCINT,26.2100,1520.0000,1,1,77,77,0,0
2,out,2,out_p02,0,2026-03-13T15:21:33,PCINT,26.2100,1520.0000,1,1,88,88,0,0
2,out,2,out_p02,1,2026-03-13T15:21:33,PCINT,26.2100,1520.0000,1,1,89,89,0,0
2,out,2,out_p02,2,2026-03-13T15:21:33,PCINT,26.2800,1524.0000,1,1,90,90,0,0
2,out,2,out_p02,3,2026-03-13T15:21:33,PCINT,0.0000,1516.0000,0,1,91,90,0,0
2,out,2,out_p02,4,2026-03-13T15:21:33,PCINT,26.1400,1516.0000,1,1,91,91,0,0
2,out,2,out_p02,5,2026-03-13T15:21:33,PCINT,26.1400,1516.0000,1,1,92,92,0,0
2,out,2,out_p02,6,2026-03-13T15:21:33,PCINT,26.2800,1524.0000,1,1,93,93,0,0
2,out,2,out_p02,7,2026-03-13T15:21:33,PCINT,25.8600,1500.0000,1,1,94,94,0,0
2,out,2,out_p02,8,2026-03-13T15:21:33,PCINT,25.7900,1496.0000,1,1,95,95,0,0
2,out,2,out_p02,9,2026-03-13T15:21:33,PCINT,26.2100,1520.0000,1,1,96,96,0,0
2,out,2,out_p02,10,2026-03-13T15:21:33,PCINT,26.2100,1520.0000,1,1,97,97,0,0
2,out,2,out_p02,11,2026-03-13T15:21:33,PCINT,25.7900,1496.0000,1,1,98,98,0,0
2,out,2,out_p02,12,2026-03-13T15:21:33,PCINT,26.2100,1520.0000,1,1,99,99,0,0
2,out,2,out_p02,13,2026-03-13T15:21:33,PCINT,25.7900,1496.0000,1,1,100,100,0,0
2,out,2,out_p02,14,2026-03-13T15:21:33,PCINT,25.7900,1496.0000,1,1,101,101,0,0
2,out,2,out_p02,15,2026-03-13T15:21:33,PCINT,25.7900,1496.0000,1,1,102,102,0,0
2,out,2,out_p02,16,2026-03-13T15:21:33,PCINT,26.2800,1524.0000,1,1,103,103,0,0
2,out,2,out_p02,17,2026-03-13T15:21:33,PCINT,25.7900,1496.0000,1,1,104,104,0,0
2,out,2,out_p02,18,2026-03-13T15:21:33,PCINT,25.8600,1500.0000,1,1,105,105,0,0
2,out,2,out_p02,19,2026-03-13T15:21:33,PCINT,26.1400,1516.0000,1,1,106,106,0,0
2,out,2,out_p02,20,2026-03-13T15:21:33,PCINT,25.7900,1496.0000,1,1,107,107,0,0
2,out,2,out_p02,21,2026-03-13T15:21:33,PCINT,25.8600,1500.0000,1,1,108,108,0,0
2,out,2,out_p02,22,2026-03-13T15:21:33,PCINT,25.8600,1500.0000,1,1,109,109,0,0
2,out,2,out_p02,23,2026-03-13T15:21:33,PCINT,25.7900,1496.0000,1,1,110,110,0,0
2,out,2,out_p02,24,2026-03-13T15:21:33,PCINT,25.7900,1496.0000,1,1,111,111,0,0
3,out,3,out_p03,0,2026-03-13T15:21:44,PCINT,25.7900,1496.0000,1,1,120,120,0,0
3,out,3,out_p03,1,2026-03-13T15:21:44,PCINT,26.2100,1520.0000,1,1,121,121,0,0
3,out,3,out_p03,2,2026-03-13T15:21:44,PCINT,25.7900,1496.0000,1,1,122,122,0,0
3,out,3,out_p03,3,2026-03-13T15:21:44,PCINT,25.7900,1496.0000,1,1,123,123,0,0
3,out,3,out_p03,4,2026-03-13T15:21:44,PCINT,25.8600,1500.0000,1,1,124,124,0,0
3,out,3,out_p03,5,2026-03-13T15:21:44,PCINT,25.7900,1496.0000,1,1,125,125,0,0
3,out,3,out_p03,6,2026-03-13T15:21:44,PCINT,26.2100,1520.0000,1,1,126,126,0,0
3,out,3,out_p03,7,2026-03-13T15:21:44,PCINT,0.0000,1520.0000,0,1,127,126,0,0
3,out,3,out_p03,8,2026-03-13T15:21:44,PCINT,26.2100,1520.0000,1,1,127,127,0,0
3,out,3,out_p03,9,2026-03-13T15:21:44,PCINT,26.2800,1524.0000,1,1,128,128,0,0
3,out,3,out_p03,10,2026-03-13T15:21:44,PCINT,25.7900,1496.0000,1,1,129,129,0,0
3,out,3,out_p03,11,2026-03-13T15:21:44,PCINT,0.0000,1520.0000,0,1,130,129,0,0
3,out,3,out_p03,12,2026-03-13T15:21:44,PCINT,26.2100,1520.0000,1,1,130,130,0,0
3,out,3,out_p03,13,2026-03-13T15:21:44,PCINT,25.7900,1496.0000,1,1,131,131,0,0
3,out,3,out_p03,14,2026-03-13T15:21:44,PCINT,25.7900,1496.0000,1,1,132,132,0,0
3,out,3,out_p03,15,2026-03-13T15:21:44,PCINT,25.7900,1496.0000,1,1,133,133,0,0
3,out,3,out_p03,16,2026-03-13T15:21:44,PCINT,26.2100,1520.0000,1,1,134,134,0,0
3,out,3,out_p03,17,2026-03-13T15:21:44,PCINT,26.2100,1520.0000,1,1,135,135,0,0
3,out,3,out_p03,18,2026-03-13T15:21:44,PCINT,26.6900,1548.0000,1,1,136,136,0,0
3,out,3,out_p03,19,2026-03-13T15:21:44,PCINT,25.8600,1500.0000,1,1,137,137,0,0
3,out,3,out_p03,20,2026-03-13T15:21:44,PCINT,26.2800,1524.0000,1,1,138,138,0,0
3,out,3,out_p03,21,2026-03-13T15:21:44,PCINT,25.8600,1500.0000,1,1,139,139,0,0
3,out,3,out_p03,22,2026-03-13T15:21:44,PCINT,25.7900,1496.0000,1,1,140,140,0,0
3,out,3,out_p03,23,2026-03-13T15:21:44,PCINT,25.7900,1496.0000,1,1,141,141,0,0
3,out,3,out_p03,24,2026-03-13T15:21:44,PCINT,25.7900,1496.0000,1,1,142,142,0,0
4,out,4,out_p04,0,2026-03-13T15:21:47,PCINT,0.0000,1520.0000,0,1,152,151,0,0
4,out,4,out_p04,1,2026-03-13T15:21:47,PCINT,26.2100,1520.0000,1,1,152,152,0,0
4,out,4,out_p04,2,2026-03-13T15:21:47,PCINT,25.7200,1492.0000,1,1,153,153,0,0
4,out,4,out_p04,3,2026-03-13T15:21:47,PCINT,0.0000,1496.0000,0,1,154,153,0,0
4,out,4,out_p04,4,2026-03-13T15:21:47,PCINT,25.7900,1496.0000,1,1,154,154,0,0
4,out,4,out_p04,5,2026-03-13T15:21:47,PCINT,25.7200,1492.0000,1,1,155,155,0,0
4,out,4,out_p04,6,2026-03-13T15:21:47,PCINT,26.2100,1520.0000,1,1,156,156,0,0
4,out,4,out_p04,7,2026-03-13T15:21:47,PCINT,25.7200,1492.0000,1,1,157,157,0,0
4,out,4,out_p04,8,2026-03-13T15:21:47,PCINT,25.7900,1496.0000,1,1,158,158,0,0
4,out,4,out_p04,9,2026-03-13T15:21:47,PCINT,25.7900,1496.0000,1,1,159,159,0,0
4,out,4,out_p04,10,2026-03-13T15:21:47,PCINT,0.0000,1496.0000,0,1,160,159,0,0
4,out,4,out_p04,11,2026-03-13T15:21:47,PCINT,25.7900,1496.0000,1,1,160,160,0,0
4,out,4,out_p04,12,2026-03-13T15:21:47,PCINT,25.7900,1496.0000,1,1,161,161,0,0
4,out,4,out_p04,13,2026-03-13T15:21:47,PCINT,25.7900,1496.0000,1,1,162,162,0,0
4,out,4,out_p04,14,2026-03-13T15:21:47,PCINT,25.7900,1496.0000,1,1,163,163,0,0
4,out,4,out_p04,15,2026-03-13T15:21:47,PCINT,25.7900,1496.0000,1,1,164,164,0,0
4,out,4,out_p04,16,2026-03-13T15:21:47,PCINT,25.7900,1496.0000,1,1,165,165,0,0
4,out,4,out_p04,17,2026-03-13T15:21:47,PCINT,0.0000,1492.0000,0,1,166,165,0,0
4,out,4,out_p04,18,2026-03-13T15:21:47,PCINT,25.7200,1492.0000,1,1,166,166,0,0
4,out,4,out_p04,19,2026-03-13T15:21:47,PCINT,25.7900,1496.0000,1,1,167,167,0,0
4,out,4,out_p04,20,2026-03-13T15:21:47,PCINT,25.7900,1496.0000,1,1,168,168,0,0
4,out,4,out_p04,21,2026-03-13T15:21:47,PCINT,25.7900,1496.0000,1,1,169,169,0,0
4,out,4,out_p04,22,2026-03-13T15:21:47,PCINT,0.0000,1496.0000,0,1,170,169,0,0
4,out,4,out_p04,23,2026-03-13T15:21:47,PCINT,25.7900,1496.0000,1,1,170,170,0,0
4,out,4,out_p04,24,2026-03-13T15:21:47,PCINT,25.7200,1492.0000,1,1,171,171,0,0
5,out,5,out_p05,0,2026-03-13T15:21:51,PCINT,25.3800,1472.0000,1,1,180,180,0,0
5,out,5,out_p05,1,2026-03-13T15:21:51,PCINT,25.3800,1472.0000,1,1,181,181,0,0
5,out,5,out_p05,2,2026-03-13T15:21:51,PCINT,25.7200,1492.0000,1,1,182,182,0,0
5,out,5,out_p05,3,2026-03-13T15:21:51,PCINT,25.7900,1496.0000,1,1,183,183,0,0
5,out,5,out_p05,4,2026-03-13T15:21:51,PCINT,26.2100,1520.0000,1,1,184,184,0,0
5,out,5,out_p05,5,2026-03-13T15:21:51,PCINT,0.0000,1548.0000,0,1,185,184,0,0
5,out,5,out_p05,6,2026-03-13T15:21:51,PCINT,26.6900,1548.0000,1,1,185,185,0,0
5,out,5,out_p05,7,2026-03-13T15:21:51,PCINT,27.1000,1572.0000,1,1,186,186,0,0
5,out,5,out_p05,8,2026-03-13T15:21:51,PCINT,25.4500,1476.0000,1,1,187,187,0,0
5,out,5,out_p05,9,2026-03-13T15:21:51,PCINT,0.0000,1472.0000,0,1,188,187,0,0
5,out,5,out_p05,10,2026-03-13T15:21:51,PCINT,25.3800,1472.0000,1,1,188,188,0,0
5,out,5,out_p05,11,2026-03-13T15:21:51,PCINT,25.4500,1476.0000,1,1,189,189,0,0
5,out,5,out_p05,12,2026-03-13T15:21:51,PCINT,24.5500,1424.0000,1,1,190,190,0,0
5,out,5,out_p05,13,2026-03-13T15:21:51,PCINT,24.9700,1448.0000,1,1,191,191,0,0
5,out,5,out_p05,14,2026-03-13T15:21:51,PCINT,24.9700,1448.0000,1,1,192,192,0,0
5,out,5,out_p05,15,2026-03-13T15:21:51,PCINT,26.1400,1516.0000,1,1,193,193,0,0
5,out,5,out_p05,16,2026-03-13T15:21:51,PCINT,27.0300,1568.0000,1,1,194,194,0,0
5,out,5,out_p05,17,2026-03-13T15:21:51,PCINT,27.0300,1568.0000,1,1,528,520,8,8
5,out,5,out_p05,18,2026-03-13T15:21:51,PCINT,0.0000,1568.0000,0,1,529,520,8,8
5,out,5,out_p05,19,2026-03-13T15:21:51,PCINT,27.0300,1568.0000,1,1,529,521,8,8
5,out,5,out_p05,20,2026-03-13T15:21:51,PCINT,27.0300,1568.0000,1,1,530,522,8,8
5,out,5,out_p05,21,2026-03-13T15:21:51,PCINT,0.0000,1544.0000,0,1,531,522,8,8
5,out,5,out_p05,22,2026-03-13T15:21:51,PCINT,26.6200,1544.0000,1,1,531,523,8,8
5,out,5,out_p05,23,2026-03-13T15:21:51,PCINT,0.0000,1568.0000,0,1,532,523,8,8
5,out,5,out_p05,24,2026-03-13T15:21:51,PCINT,27.0300,1568.0000,1,1,532,524,8,8
6,out,6,out_p06,0,2026-03-13T15:21:54,PCINT,26.6200,1544.0000,1,1,539,531,8,8
6,out,6,out_p06,1,2026-03-13T15:21:54,PCINT,27.0300,1568.0000,1,1,540,532,8,8
6,out,6,out_p06,2,2026-03-13T15:21:54,PCINT,0.0000,1568.0000,0,1,541,532,8,8
6,out,6,out_p06,3,2026-03-13T15:21:54,PCINT,27.0300,1568.0000,1,1,541,533,8,8
6,out,6,out_p06,4,2026-03-13T15:21:54,PCINT,28.4100,1648.0000,1,1,542,534,8,8
6,out,6,out_p06,5,2026-03-13T15:21:54,PCINT,27.0300,1568.0000,1,1,543,535,8,8
6,out,6,out_p06,6,2026-03-13T15:21:54,PCINT,0.0000,1496.0000,0,1,544,535,8,8
6,out,6,out_p06,7,2026-03-13T15:21:54,PCINT,25.7900,1496.0000,1,1,544,536,8,8
6,out,6,out_p06,8,2026-03-13T15:21:54,PCINT,26.6200,1544.0000,1,1,545,537,8,8
6,out,6,out_p06,9,2026-03-13T15:21:54,PCINT,30.1400,1748.0000,1,1,546,538,8,8
6,out,6,out_p06,10,2026-03-13T15:21:54,PCINT,28.3400,1644.0000,1,1,547,539,8,8
6,out,6,out_p06,11,2026-03-13T15:21:54,PCINT,0.0000,1620.0000,0,1,548,539,8,8
6,out,6,out_p06,12,2026-03-13T15:21:54,PCINT,27.9300,1620.0000,1,1,548,540,8,8
6,out,6,out_p06,13,2026-03-13T15:21:54,PCINT,27.0300,1568.0000,1,1,549,541,8,8
6,out,6,out_p06,14,2026-03-13T15:21:54,PCINT,19.8600,1152.0000,1,1,550,542,8,8
6,out,6,out_p06,15,2026-03-13T15:21:54,PCINT,0.0000,1620.0000,0,1,551,542,8,8
6,out,6,out_p06,16,2026-03-13T15:21:54,PCINT,27.9300,1620.0000,1,1,551,543,8,8
6,out,6,out_p06,17,2026-03-13T15:21:54,PCINT,25.6600,1488.0000,1,1,552,544,8,8
6,out,6,out_p06,18,2026-03-13T15:21:54,PCINT,19.3800,1124.0000,1,1,553,545,8,8
6,out,6,out_p06,19,2026-03-13T15:21:54,PCINT,99.0300,5744.0000,1,1,554,546,8,8
6,out,6,out_p06,20,2026-03-13T15:21:54,PCINT,27.1000,1572.0000,1,1,555,547,8,8
6,out,6,out_p06,21,2026-03-13T15:21:54,PCINT,0.0000,1156.0000,0,1,556,547,8,8
6,out,6,out_p06,22,2026-03-13T15:21:54,PCINT,19.9300,1156.0000,1,1,556,548,8,8
6,out,6,out_p06,23,2026-03-13T15:21:54,PCINT,0.0000,1496.0000,0,1,557,548,8,8
6,out,6,out_p06,24,2026-03-13T15:21:54,PCINT,25.7900,1496.0000,1,1,557,549,8,8
7,out,7,out_p07,0,2026-03-13T15:22:02,PCINT,18.9700,1100.0000,1,1,567,559,8,8
7,out,7,out_p07,1,2026-03-13T15:22:02,PCINT,19.7900,1148.0000,1,1,568,560,8,8
7,out,7,out_p07,2,2026-03-13T15:22:02,PCINT,21.1000,1224.0000,1,1,569,561,8,8
7,out,7,out_p07,3,2026-03-13T15:22:02,PCINT,21.5200,1248.0000,1,1,570,562,8,8
7,out,7,out_p07,4,2026-03-13T15:22:02,PCINT,20.6900,1200.0000,1,1,571,563,8,8
7,out,7,out_p07,5,2026-03-13T15:22:02,PCINT,0.0000,1124.0000,0,1,572,563,8,8
7,out,7,out_p07,6,2026-03-13T15:22:02,PCINT,19.3800,1124.0000,1,1,572,564,8,8
7,out,7,out_p07,7,2026-03-13T15:22:02,PCINT,18.1400,1052.0000,1,1,573,565,8,8
7,out,7,out_p07,8,2026-03-13T15:22:02,PCINT,18.1400,1052.0000,1,1,574,566,8,8
7,out,7,out_p07,9,2026-03-13T15:22:02,PCINT,18.1400,1052.0000,1,1,575,567,8,8
7,out,7,out_p07,10,2026-03-13T15:22:02,PCINT,0.0000,1400.0000,0,1,576,567,8,8
7,out,7,out_p07,11,2026-03-13T15:22:02,PCINT,24.1400,1400.0000,1,1,576,568,8,8
7,out,7,out_p07,12,2026-03-13T15:22:02,PCINT,0.0000,1104.0000,0,1,577,568,8,8
7,out,7,out_p07,13,2026-03-13T15:22:02,PCINT,19.0300,1104.0000,1,1,577,569,8,8
7,out,7,out_p07,14,2026-03-13T15:22:02,PCINT,16.4800,956.0000,1,1,868,812,56,56
7,out,7,out_p07,15,2026-03-13T15:22:02,PCINT,0.0000,1008.0000,0,1,869,812,56,56
7,out,7,out_p07,16,2026-03-13T15:22:02,PCINT,17.3800,1008.0000,1,1,869,813,56,56
7,out,7,out_p07,17,2026-03-13T15:22:02,PCINT,0.0000,956.0000,0,1,870,813,56,56
7,out,7,out_p07,18,2026-03-13T15:22:02,PCINT,16.4800,956.0000,1,1,870,814,56,56
7,out,7,out_p07,19,2026-03-13T15:22:02,PCINT,16.4800,956.0000,1,1,871,815,56,56
7,out,7,out_p07,20,2026-03-13T15:22:02,PCINT,0.0000,1032.0000,0,1,872,815,56,56
7,out,7,out_p07,21,2026-03-13T15:22:02,PCINT,17.7900,1032.0000,1,1,872,816,56,56
7,out,7,out_p07,22,2026-03-13T15:22:02,PCINT,16.4800,956.0000,1,1,873,817,56,56
7,out,7,out_p07,23,2026-03-13T15:22:02,PCINT,16.4800,956.0000,1,1,874,818,56,56
7,out,7,out_p07,24,2026-03-13T15:22:02,PCINT,16.4800,956.0000,1,1,875,819,56,56
8,out,8,out_p08,0,2026-03-13T15:22:10,PCINT,16.0700,932.0000,1,1,884,828,56,56
8,out,8,out_p08,1,2026-03-13T15:22:10,PCINT,21.2400,1232.0000,1,1,885,829,56,56
8,out,8,out_p08,2,2026-03-13T15:22:10,PCINT,15.6600,908.0000,1,1,886,830,56,56
8,out,8,out_p08,3,2026-03-13T15:22:10,PCINT,17.6600,1024.0000,1,1,891,831,60,60
8,out,8,out_p08,4,2026-03-13T15:22:10,PCINT,19.2400,1116.0000,1,1,892,832,60,60
8,out,8,out_p08,5,2026-03-13T15:22:10,PCINT,15.1700,880.0000,1,1,893,833,60,60
8,out,8,out_p08,6,2026-03-13T15:22:10,PCINT,0.0000,780.0000,0,1,894,833,60,60
8,out,8,out_p08,7,2026-03-13T15:22:10,PCINT,13.4500,780.0000,1,1,894,834,60,60
8,out,8,out_p08,8,2026-03-13T15:22:10,PCINT,33.1000,1920.0000,1,1,895,835,60,60
8,out,8,out_p08,9,2026-03-13T15:22:10,PCINT,11.7200,680.0000,1,1,896,836,60,60
8,out,8,out_p08,10,2026-03-13T15:22:10,PCINT,14.2800,828.0000,1,1,897,837,60,60
8,out,8,out_p08,11,2026-03-13T15:22:10,PCINT,0.0000,848.0000,0,1,898,837,60,60
8,out,8,out_p08,12,2026-03-13T15:22:10,PCINT,14.6200,848.0000,1,1,898,838,60,60
8,out,8,out_p08,13,2026-03-13T15:22:10,PCINT,0.0000,848.0000,0,1,899,838,60,60
8,out,8,out_p08,14,2026-03-13T15:22:10,PCINT,14.6200,848.0000,1,1,899,839,60,60
8,out,8,out_p08,15,2026-03-13T15:22:10,PCINT,14.6200,848.0000,1,1,900,840,60,60
8,out,8,out_p08,16,2026-03-13T15:22:10,PCINT,14.9700,868.0000,1,1,901,841,60,60
8,out,8,out_p08,17,2026-03-13T15:22:10,PCINT,14.0000,812.0000,1,1,902,842,60,60
8,out,8,out_p08,18,2026-03-13T15:22:10,PCINT,0.0000,580.0000,0,1,903,842,60,60
8,out,8,out_p08,19,2026-03-13T15:22:10,PCINT,10.0000,580.0000,1,1,903,843,60,60
8,out,8,out_p08,20,2026-03-13T15:22:10,PCINT,0.0000,704.0000,0,1,904,843,60,60
8,out,8,out_p08,21,2026-03-13T15:22:10,PCINT,12.1400,704.0000,1,1,904,844,60,60
8,out,8,out_p08,22,2026-03-13T15:22:10,PCINT,13.7200,796.0000,1,1,905,845,60,60
8,out,8,out_p08,23,2026-03-13T15:22:10,PCINT,14.6200,848.0000,1,1,906,846,60,60
8,out,8,out_p08,24,2026-03-13T15:22:10,PCINT,14.2100,824.0000,1,1,907,847,60,60
9,out,9,out_p09,0,2026-03-13T15:22:14,PCINT,10.0700,584.0000,1,1,915,855,60,60
9,out,9,out_p09,1,2026-03-13T15:22:14,PCINT,9.6600,560.0000,1,1,916,856,60,60
9,out,9,out_p09,2,2026-03-13T15:22:14,PCINT,9.5900,556.0000,1,1,917,857,60,60
9,out,9,out_p09,3,2026-03-13T15:22:14,PCINT,10.0000,580.0000,1,1,918,858,60,60
9,out,9,out_p09,4,2026-03-13T15:22:14,PCINT,9.5900,556.0000,1,1,919,859,60,60
9,out,9,out_p09,5,2026-03-13T15:22:14,PCINT,9.6600,560.0000,1,1,920,860,60,60
9,out,9,out_p09,6,2026-03-13T15:22:14,PCINT,0.0000,628.0000,0,1,921,860,60,60
9,out,9,out_p09,7,2026-03-13T15:22:14,PCINT,10.8300,628.0000,1,1,921,861,60,60
9,out,9,out_p09,8,2026-03-13T15:22:14,PCINT,0.0000,604.0000,0,1,922,861,60,60
9,out,9,out_p09,9,2026-03-13T15:22:14,PCINT,10.4100,604.0000,1,1,922,862,60,60
9,out,9,out_p09,10,2026-03-13T15:22:14,PCINT,10.4100,604.0000,1,1,923,863,60,60
9,out,9,out_p09,11,2026-03-13T15:22:14,PCINT,0.0000,604.0000,0,1,924,863,60,60
9,out,9,out_p09,12,2026-03-13T15:22:14,PCINT,0.0000,608.0000,0,1,1042,973,68,68
9,out,9,out_p09,13,2026-03-13T15:22:14,PCINT,10.4800,608.0000,1,1,1042,974,68,68
9,out,9,out_p09,14,2026-03-13T15:22:14,PCINT,10.9000,632.0000,1,1,1043,975,68,68
9,out,9,out_p09,15,2026-03-13T15:22:14,PCINT,0.0000,632.0000,0,1,1044,975,68,68
9,out,9,out_p09,16,2026-03-13T15:22:14,PCINT,10.9000,632.0000,1,1,1044,976,68,68
9,out,9,out_p09,17,2026-03-13T15:22:14,PCINT,10.9000,632.0000,1,1,1045,977,68,68
9,out,9,out_p09,18,2026-03-13T15:22:14,PCINT,0.0000,628.0000,0,1,1046,977,68,68
9,out,9,out_p09,19,2026-03-13T15:22:14,PCINT,10.8300,628.0000,1,1,1046,978,68,68
9,out,9,out_p09,20,2026-03-13T15:22:14,PCINT,10.4100,604.0000,1,1,1047,979,68,68
9,out,9,out_p09,21,2026-03-13T15:22:14,PCINT,0.0000,608.0000,0,1,1048,979,68,68
9,out,9,out_p09,22,2026-03-13T15:22:14,PCINT,10.4800,608.0000,1,1,1048,980,68,68
9,out,9,out_p09,23,2026-03-13T15:22:14,PCINT,11.3100,656.0000,1,1,1049,981,68,68
9,out,9,out_p09,24,2026-03-13T15:22:14,PCINT,10.3400,600.0000,1,1,1050,982,68,68
10,ret,9,ret_p09,0,2026-03-13T15:22:34,PCINT,10.4100,604.0000,1,1,1058,990,68,68
10,ret,9,ret_p09,1,2026-03-13T15:22:34,PCINT,10.0700,584.0000,1,1,1059,991,68,68
10,ret,9,ret_p09,2,2026-03-13T15:22:34,PCINT,10.7600,624.0000,1,1,1060,992,68,68
10,ret,9,ret_p09,3,2026-03-13T15:22:34,PCINT,9.1700,532.0000,1,1,1061,993,68,68
10,ret,9,ret_p09,4,2026-03-13T15:22:34,PCINT,9.6600,560.0000,1,1,1066,994,72,72
10,ret,9,ret_p09,5,2026-03-13T15:22:34,PCINT,7.5200,436.0000,1,1,1067,995,72,72
