t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags
353,SAFE_DISABLED,0.0,0.0,-90.5411,0.0,0.0,4
453,SAFE_DISABLED,0.0,0.0,-90.5662,0.0,0.0,4
553,SAFE_DISABLED,0.0,0.0,-90.5614,0.0,0.0,4
653,SAFE_DISABLED,0.0,0.0,-90.5433,0.0,0.0,4
753,SAFE_DISABLED,0.0,0.0,-90.5603,0.0,0.0,4
854,SAFE_DISABLED,0.0,0.0,-90.5694,0.0,0.0,4
954,SAFE_DISABLED,0.0,0.0,-90.5581,0.0,0.0,4
1054,SAFE_DISABLED,0.0,0.0,-90.5627,0.0,0.0,4
1154,SAFE_DISABLED,0.0,0.0,-90.5569,0.0,0.0,4
1254,SAFE_DISABLED,0.0,0.0,-90.5689,0.0,0.0,4
1354,SAFE_DISABLED,0.0,0.0,-90.5709,0.0,0.0,5
1454,SAFE_DISABLED,0.0,0.0,-90.5712,0.0,0.0,5
1554,SAFE_DISABLED,0.0,0.0,-90.5713,0.0,0.0,5
1654,SAFE_DISABLED,0.0,0.0,-90.5359,0.0,0.0,5
1754,SAFE_DISABLED,0.0,0.0,-90.559,0.0,0.0,5
1854,SAFE_DISABLED,0.0,0.0,-90.5563,0.0,0.0,5
1954,SAFE_DISABLED,0.0,0.0,-90.5688,0.0,0.0,5
2054,SAFE_DISABLED,0.0,0.0,-90.5709,0.0,0.0,5
2154,SAFE_DISABLED,0.0,0.0,-90.5449,0.0,0.0,5
2254,SAFE_DISABLED,0.0,0.0,-90.5605,0.0,0.0,5
2354,SAFE_DISABLED,0.0,0.0,-90.5695,0.0,0.0,5
2454,SAFE_DISABLED,0.0,0.0,-90.5647,0.0,0.0,5
2554,SAFE_DISABLED,0.0,0.0,-90.5702,0.0,0.0,5
2654,SAFE_DISABLED,0.0,0.0,-90.5397,0.0,0.0,5
2754,SAFE_DISABLED,0.0,0.0,-90.566,0.0,0.0,5
2854,SAFE_DISABLED,0.0,0.0,-90.544,0.0,0.0,5
2954,SAFE_DISABLED,0.0,0.0,-90.5577,0.0,0.0,5
3054,SAFE_DISABLED,0.0,0.0,-90.56,0.0,0.0,5
3154,SAFE_DISABLED,0.0,0.0,-90.543,0.0,0.0,5
3254,SAFE_DISABLED,0.0,0.0,-90.5481,0.0,0.0,5
3354,SAFE_DISABLED,0.0,0.0,-90.5674,0.0,0.0,5
3454,SAFE_DISABLED,0.0,0.0,-90.5706,0.0,0.0,5
3554,SAFE_DISABLED,0.0,0.0,-90.5712,0.0,0.0,5
3654,SAFE_DISABLED,0.0,0.0,-90.5713,0.0,0.0,5
3755,SAFE_DISABLED,0.0,0.0,-90.5713,0.0,0.0,5
3855,SAFE_DISABLED,0.0,0.0,-90.565,0.0,0.0,5
3955,SAFE_DISABLED,0.0,0.0,-90.5639,0.0,0.0,5
4055,SAFE_DISABLED,0.0,0.0,-90.5701,0.0,0.0,5
4155,SAFE_DISABLED,0.0,0.0,-90.5711,0.0,0.0,5
4255,SAFE_DISABLED,0.0,0.0,-90.5713,0.0,0.0,5
4355,SAFE_DISABLED,0.0,0.0,-90.5713,0.0,0.0,5
4455,SAFE_DISABLED,0.0,0.0,-90.5449,0.0,0.0,5
4555,SAFE_DISABLED,0.0,0.0,-90.5484,0.0,0.0,5
4655,SAFE_DISABLED,0.0,0.0,-90.5674,0.0,0.0,5
4755,SAFE_DISABLED,0.0,0.0,-90.5706,0.0,0.0,5
4855,SAFE_DISABLED,0.0,0.0,-90.5712,0.0,0.0,5
4955,SAFE_DISABLED,0.0,0.0,-90.5713,0.0,0.0,5
5055,SAFE_DISABLED,0.0,0.0,-90.5713,0.0,0.0,5
5155,SAFE_DISABLED,0.0,0.0,-90.5713,0.0,0.0,5
5255,SAFE_DISABLED,0.0,0.0,-90.5449,0.0,0.0,5
5355,SAFE_DISABLED,0.0,0.0,-90.522,0.0,0.0,5
5455,SAFE_DISABLED,0.0,0.0,-90.554,0.0,0.0,5
5555,SAFE_DISABLED,0.0,0.0,-90.5291,0.0,0.0,5
5655,SAFE_DISABLED,0.0,0.0,-90.5579,0.0,0.0,5
5755,SAFE_DISABLED,0.0,0.0,-90.569,0.0,0.0,5
5855,SAFE_DISABLED,0.0,0.0,-90.5292,0.0,0.0,5
5955,SAFE_DISABLED,0.0,0.0,-90.5552,0.0,0.0,5
6055,SAFE_DISABLED,0.0,0.0,-90.5686,0.0,0.0,5
6155,SAFE_DISABLED,0.0,0.0,-90.5316,0.0,0.0,5
6255,SAFE_DISABLED,0.0,0.0,-90.5583,0.0,0.0,5
6355,SAFE_DISABLED,0.0,0.0,-90.5562,0.0,0.0,5
6455,SAFE_DISABLED,0.0,0.0,-90.5283,0.0,0.0,5
6555,SAFE_DISABLED,0.0,0.0,-90.5456,0.0,0.0,5
6656,SAFE_DISABLED,0.0,0.0,-90.5516,0.0,0.0,5
6756,SAFE_DISABLED,0.0,0.0,-90.5551,0.0,0.0,5
6856,SAFE_DISABLED,0.0,0.0,-90.5501,0.0,0.0,5
6956,SAFE_DISABLED,0.0,0.0,-90.5677,0.0,0.0,5
7056,SAFE_DISABLED,0.0,0.0,-90.5514,0.0,0.0,5
7156,SAFE_DISABLED,0.0,0.0,-90.5353,0.0,0.0,5
7256,SAFE_DISABLED,0.0,0.0,-90.5141,0.0,0.0,5
7356,SAFE_DISABLED,0.0,0.0,-90.524,0.0,0.0,5
7456,SAFE_DISABLED,0.0,0.0,-90.5504,0.0,0.0,5
7556,SAFE_DISABLED,0.0,0.0,-90.5524,0.0,0.0,5
7656,SAFE_DISABLED,0.0,0.0,-90.5264,0.0,0.0,5
7756,SAFE_DISABLED,0.0,0.0,-90.5233,0.0,0.0,5
7856,SAFE_DISABLED,0.0,0.0,-90.5503,0.0,0.0,5
7956,SAFE_DISABLED,0.0,0.0,-90.501,0.0,0.0,5
8056,SAFE_DISABLED,0.0,0.0,-90.4954,0.0,0.0,5
8156,SAFE_DISABLED,0.0,0.0,-90.5129,0.0,0.0,5
8256,SAFE_DISABLED,0.0,0.0,-90.5615,0.0,0.0,5
8356,SAFE_DISABLED,0.0,0.0,-90.5421,0.0,0.0,5
8456,SAFE_DISABLED,0.0,0.0,-90.5664,0.0,0.0,5
8556,SAFE_DISABLED,0.0,0.0,-90.5037,0.0,0.0,5
8656,SAFE_DISABLED,0.0,0.0,-90.5022,0.0,0.0,5
8756,SAFE_DISABLED,0.0,0.0,-90.5085,0.0,0.0,5
8856,SAFE_DISABLED,0.0,0.0,-90.5151,0.0,0.0,5
8956,SAFE_DISABLED,0.0,0.0,-90.5041,0.0,0.0,5
9056,SAFE_DISABLED,0.0,0.0,-90.5152,0.0,0.0,5
9156,SAFE_DISABLED,0.0,0.0,-90.5214,0.0,0.0,5
9256,SAFE_DISABLED,0.0,0.0,-90.4961,0.0,0.0,5
9356,SAFE_DISABLED,0.0,0.0,-90.5402,0.0,0.0,5
9456,SAFE_DISABLED,0.0,0.0,-90.5257,0.0,0.0,5
9556,SAFE_DISABLED,0.0,0.0,-90.5098,0.0,0.0,5
9656,SAFE_DISABLED,0.0,0.0,-90.5456,0.0,0.0,5
9756,SAFE_DISABLED,0.0,0.0,-90.5343,0.0,0.0,5
9856,SAFE_DISABLED,0.0,0.0,-90.5458,0.0,0.0,5
9956,SAFE_DISABLED,0.0,0.0,-90.5222,0.0,0.0,5
10056,SAFE_DISABLED,0.0,0.0,-90.5253,0.0,0.0,5
10156,SAFE_DISABLED,0.0,0.0,-90.5259,0.0,0.0,5
10256,SAFE_DISABLED,0.0,0.0,-90.5637,0.0,0.0,5
10356,SAFE_DISABLED,0.0,0.0,-90.5346,0.0,0.0,5
10456,SAFE_DISABLED,0.0,0.0,-90.5467,0.0,0.0,5
10556,SAFE_DISABLED,0.0,0.0,-90.5267,0.0,0.0,5
10656,SAFE_DISABLED,0.0,0.0,-90.5182,0.0,0.0,5
10756,SAFE_DISABLED,0.0,0.0,-90.5439,0.0,0.0,5
10856,SAFE_DISABLED,0.0,0.0,-90.4999,0.0,0.0,5
10956,SAFE_DISABLED,0.0,0.0,-90.4991,0.0,0.0,5
11056,SAFE_DISABLED,0.0,0.0,-90.5265,0.0,0.0,5
11156,SAFE_DISABLED,0.0,0.0,-90.5355,0.0,0.0,5
11256,SAFE_DISABLED,0.0,0.0,-90.526,0.0,0.0,5
11356,SAFE_DISABLED,0.0,0.0,-90.5059,0.0,0.0,5
11456,SAFE_DISABLED,0.0,0.0,-90.5199,0.0,0.0,5
11556,SAFE_DISABLED,0.0,0.0,-90.5627,0.0,0.0,5
11656,SAFE_DISABLED,0.0,0.0,-90.5371,0.0,0.0,5
11756,SAFE_DISABLED,0.0,0.0,-90.5526,0.0,0.0,5
11856,SAFE_DISABLED,0.0,0.0,-90.5682,0.0,0.0,5
11956,SAFE_DISABLED,0.0,0.0,-90.5444,0.0,0.0,5
12056,SAFE_DISABLED,0.0,0.0,-90.5483,0.0,0.0,5
12156,SAFE_DISABLED,0.0,0.0,-90.5411,0.0,0.0,5
12256,SAFE_DISABLED,0.0,0.0,-90.5508,0.0,0.0,5
12356,SAFE_DISABLED,0.0,0.0,-90.5101,0.0,0.0,5
12456,SAFE_DISABLED,0.0,0.0,-90.5346,0.0,0.0,5
12556,SAFE_DISABLED,0.0,0.0,-90.5498,0.0,0.0,5
12656,SAFE_DISABLED,0.0,0.0,-90.513,0.0,0.0,5
12756,SAFE_DISABLED,0.0,0.0,-90.534,0.0,0.0,5
12856,SAFE_DISABLED,0.0,0.0,-90.5521,0.0,0.0,5
12956,SAFE_DISABLED,0.0,0.0,-90.5433,0.0,0.0,5
13056,SAFE_DISABLED,0.0,0.0,-90.5248,0.0,0.0,5
13156,SAFE_DISABLED,0.0,0.0,-90.5352,0.0,0.0,5
13256,SAFE_DISABLED,0.0,0.0,-85.218,0.0,0.0,5
13356,SAFE_DISABLED,0.0,0.0,-50.6394,0.0,0.0,5
13456,SAFE_DISABLED,0.0,0.0,-27.7725,0.0,0.0,5
13556,SAFE_DISABLED,0.0,0.0,-21.0829,0.0,0.0,5
13656,SAFE_DISABLED,0.0,0.0,-19.9586,0.0,0.0,1
13756,SAFE_DISABLED,0.0,0.0,-19.7696,0.0,0.0,1
13856,SAFE_DISABLED,0.0,0.0,-19.7379,0.0,0.0,1
13956,SAFE_DISABLED,0.0,0.0,-19.7325,0.0,0.0,1
14056,SAFE_DISABLED,0.0,0.0,-19.7316,0.0,0.0,1
14156,SAFE_DISABLED,0.0,0.0,-19.7315,0.0,0.0,1
14256,SAFE_DISABLED,0.0,0.0,-19.7314,0.0,0.0,1
14356,SAFE_DISABLED,0.0,0.0,-19.7314,0.0,0.0,1
14456,SAFE_DISABLED,0.0,0.0,-19.7314,0.0,0.0,1
14556,SAFE_DISABLED,0.0,0.0,-19.7314,0.0,0.0,1
14656,SAFE_DISABLED,0.0,0.0,-19.7314,0.0,0.0,1
14756,SAFE_DISABLED,0.0,0.0,-19.7314,0.0,0.0,1
14856,SAFE_DISABLED,0.0,0.0,-19.7314,0.0,0.0,1
14956,SAFE_DISABLED,0.0,0.0,-19.7314,0.0,0.0,1
15056,SAFE_DISABLED,0.0,0.0,-19.7314,0.0,0.0,1
15156,SAFE_DISABLED,0.0,0.0,-19.7314,0.0,0.0,1
15256,SAFE_DISABLED,0.0,0.0,-19.7314,0.0,0.0,1
