BALL_BEAM_BOOT
HELP,keys
MENU,bringup
MENU,state=SAFE_DISABLED,zero=yes,limits=yes,sign=yes,angle_ok=no,sonar_ok=no
MENU,sonar=flat_target_then_sonar_diag
STATE,SAFE_DISABLED
SENSORS,angle=bad,pos=bad
MEAS,theta_deg=0.0000,x_cm=0.0000,x_filt_cm=0.0000
AGE,angle_ms=9,pos_ms=9
FAULTS,bits=0
CAL,zero_calibrated=yes,limits_calibrated=yes,sign_calibrated=yes
CAL_STORE,status=loaded
TEL,enabled=1
FAULT_INFO,bits=0
FAULT_INFO,mode=bringup_warning
FAULT_INFO,none
GUIDE,step=angle_sensor,do=check_AS5600_then_s
TEL,353,SAFE_DISABLED,0.0000,0.0000,-90.5411,0.0000,0.00,4
TEL,453,SAFE_DISABLED,0.0000,0.0000,-90.5662,0.0000,0.00,4
TEL,553,SAFE_DISABLED,0.0000,0.0000,-90.5614,0.0000,0.00,4
TEL,653,SAFE_DISABLED,0.0000,0.0000,-90.5433,0.0000,0.00,4
TEL,753,SAFE_DISABLED,0.0000,0.0000,-90.5603,0.0000,0.00,4
TEL,854,SAFE_DISABLED,0.0000,0.0000,-90.5694,0.0000,0.00,4
TEL,954,SAFE_DISABLED,0.0000,0.0000,-90.5581,0.0000,0.00,4
TEL,1054,SAFE_DISABLED,0.0000,0.0000,-90.5627,0.0000,0.00,4
TEL,1154,SAFE_DISABLED,0.0000,0.0000,-90.5569,0.0000,0.00,4
TEL,1254,SAFE_DISABLED,0.0000,0.0000,-90.5689,0.0000,0.00,4
TEL,1354,SAFE_DISABLED,0.0000,0.0000,-90.5709,0.0000,0.00,5
TEL,1454,SAFE_DISABLED,0.0000,0.0000,-90.5712,0.0000,0.00,5
TEL,1554,SAFE_DISABLED,0.0000,0.0000,-90.5713,0.0000,0.00,5
TEL,1654,SAFE_DISABLED,0.0000,0.0000,-90.5359,0.0000,0.00,5
TEL,1754,SAFE_DISABLED,0.0000,0.0000,-90.5590,0.0000,0.00,5
TEL,1854,SAFE_DISABLED,0.0000,0.0000,-90.5563,0.0000,0.00,5
TEL,1954,SAFE_DISABLED,0.0000,0.0000,-90.5688,0.0000,0.00,5
TEL,2054,SAFE_DISABLED,0.0000,0.0000,-90.5709,0.0000,0.00,5
TEL,2154,SAFE_DISABLED,0.0000,0.0000,-90.5449,0.0000,0.00,5
TEL,2254,SAFE_DISABLED,0.0000,0.0000,-90.5605,0.0000,0.00,5
TEL,2354,SAFE_DISABLED,0.0000,0.0000,-90.5695,0.0000,0.00,5
TEL,2454,SAFE_DISABLED,0.0000,0.0000,-90.5647,0.0000,0.00,5
TEL,2554,SAFE_DISABLED,0.0000,0.0000,-90.5702,0.0000,0.00,5
TEL,2654,SAFE_DISABLED,0.0000,0.0000,-90.5397,0.0000,0.00,5
TEL,2754,SAFE_DISABLED,0.0000,0.0000,-90.5660,0.0000,0.00,5
TEL,2854,SAFE_DISABLED,0.0000,0.0000,-90.5440,0.0000,0.00,5
TEL,2954,SAFE_DISABLED,0.0000,0.0000,-90.5577,0.0000,0.00,5
TEL,3054,SAFE_DISABLED,0.0000,0.0000,-90.5600,0.0000,0.00,5
TEL,3154,SAFE_DISABLED,0.0000,0.0000,-90.5430,0.0000,0.00,5
TEL,3254,SAFE_DISABLED,0.0000,0.0000,-90.5481,0.0000,0.00,5
TEL,3354,SAFE_DISABLED,0.0000,0.0000,-90.5674,0.0000,0.00,5
TEL,3454,SAFE_DISABLED,0.0000,0.0000,-90.5706,0.0000,0.00,5
TEL,3554,SAFE_DISABLED,0.0000,0.0000,-90.5712,0.0000,0.00,5
TEL,3654,SAFE_DISABLED,0.0000,0.0000,-90.5713,0.0000,0.00,5
TEL,3755,SAFE_DISABLED,0.0000,0.0000,-90.5713,0.0000,0.00,5
TEL,3855,SAFE_DISABLED,0.0000,0.0000,-90.5650,0.0000,0.00,5
TEL,3955,SAFE_DISABLED,0.0000,0.0000,-90.5639,0.0000,0.00,5
TEL,4055,SAFE_DISABLED,0.0000,0.0000,-90.5701,0.0000,0.00,5
TEL,4155,SAFE_DISABLED,0.0000,0.0000,-90.5711,0.0000,0.00,5
TEL,4255,SAFE_DISABLED,0.0000,0.0000,-90.5713,0.0000,0.00,5
TEL,4355,SAFE_DISABLED,0.0000,0.0000,-90.5713,0.0000,0.00,5
TEL,4455,SAFE_DISABLED,0.0000,0.0000,-90.5449,0.0000,0.00,5
TEL,4555,SAFE_DISABLED,0.0000,0.0000,-90.5484,0.0000,0.00,5
TEL,4655,SAFE_DISABLED,0.0000,0.0000,-90.5674,0.0000,0.00,5
TEL,4755,SAFE_DISABLED,0.0000,0.0000,-90.5706,0.0000,0.00,5
TEL,4855,SAFE_DISABLED,0.0000,0.0000,-90.5712,0.0000,0.00,5
TEL,4955,SAFE_DISABLED,0.0000,0.0000,-90.5713,0.0000,0.00,5
TEL,5055,SAFE_DISABLED,0.0000,0.0000,-90.5713,0.0000,0.00,5
TEL,5155,SAFE_DISABLED,0.0000,0.0000,-90.5713,0.0000,0.00,5
TEL,5255,SAFE_DISABLED,0.0000,0.0000,-90.5449,0.0000,0.00,5
TEL,5355,SAFE_DISABLED,0.0000,0.0000,-90.5220,0.0000,0.00,5
TEL,5455,SAFE_DISABLED,0.0000,0.0000,-90.5540,0.0000,0.00,5
TEL,5555,SAFE_DISABLED,0.0000,0.0000,-90.5291,0.0000,0.00,5
TEL,5655,SAFE_DISABLED,0.0000,0.0000,-90.5579,0.0000,0.00,5
TEL,5755,SAFE_DISABLED,0.0000,0.0000,-90.5690,0.0000,0.00,5
TEL,5855,SAFE_DISABLED,0.0000,0.0000,-90.5292,0.0000,0.00,5
TEL,5955,SAFE_DISABLED,0.0000,0.0000,-90.5552,0.0000,0.00,5
TEL,6055,SAFE_DISABLED,0.0000,0.0000,-90.5686,0.0000,0.00,5
TEL,6155,SAFE_DISABLED,0.0000,0.0000,-90.5316,0.0000,0.00,5
TEL,6255,SAFE_DISABLED,0.0000,0.0000,-90.5583,0.0000,0.00,5
