t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,act_deg_abs,trim_deg,search_phase,x_linear_cm,x_linear_filt_cm,x_ctrl_cm,x_ctrl_filt_cm,x_feedback_cm,feedback_blend,test_phase
350,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,-28.916,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
450,SAFE_DISABLED,4.6336,4.7777,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-28.916,0.0,idle,4.6336,4.7777,4.6336,4.7777,4.7777,0.4,
550,SAFE_DISABLED,4.8394,4.8009,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-28.916,0.0,idle,4.8394,4.8009,4.8394,4.8009,4.8009,0.4,
650,SAFE_DISABLED,4.8394,4.8134,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-28.916,0.0,idle,4.8394,4.8134,4.8394,4.8134,4.8134,0.4,
750,SAFE_DISABLED,4.8394,4.8254,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-28.916,0.0,idle,4.8394,4.8254,4.8394,4.8254,4.8254,0.4,
850,SAFE_DISABLED,4.8394,4.8326,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-28.916,0.0,idle,4.8394,4.8326,4.8394,4.8326,4.8326,0.4,
950,SAFE_DISABLED,4.8394,4.8371,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-28.916,0.0,idle,4.8394,4.8371,4.8394,4.8371,4.8371,0.4,
1050,SAFE_DISABLED,5.251,5.0482,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-28.916,0.0,idle,5.251,5.0482,5.251,5.0482,5.0482,0.4,
1150,SAFE_DISABLED,5.251,5.1814,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-28.916,0.0,idle,5.251,5.1814,5.251,5.1814,5.1814,0.4,
1250,SAFE_DISABLED,5.251,5.2169,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-28.916,0.0,idle,5.251,5.2169,5.251,5.2169,5.2169,0.4,
1350,SAFE_DISABLED,5.251,5.2393,0.0,0.0,0.0,0,0.0,1,1,0,0.0,0.0,0,-28.916,0.0,idle,5.251,5.2393,5.251,5.2393,5.2393,0.4,
1451,SAFE_DISABLED,5.251,5.2453,0.0,0.0,0.0,0,0.0,21,1,0,0.0,0.0,0,-28.916,0.0,idle,5.251,5.2453,5.251,5.2453,5.2453,0.4,
1551,SAFE_DISABLED,5.251,5.2482,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-28.916,0.0,idle,5.251,5.2482,5.251,5.2482,5.2482,0.4,
1651,SAFE_DISABLED,5.1824,5.1329,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-28.916,0.0,idle,5.1824,5.1329,5.1824,5.1329,5.1329,0.4,
1751,SAFE_DISABLED,5.1824,5.1582,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-28.916,0.0,idle,5.1824,5.1582,5.1824,5.1582,5.1582,0.4,
1851,SAFE_DISABLED,4.8394,4.9487,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-28.916,0.0,idle,4.8394,4.9487,4.8394,4.9487,4.9487,0.4,
1951,SAFE_DISABLED,5.251,5.0885,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-28.916,0.0,idle,5.251,5.0885,5.251,5.0885,5.0885,0.4,
2051,SAFE_DISABLED,5.251,5.1953,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-28.916,0.0,idle,5.251,5.1953,5.251,5.1953,5.1953,0.4,
2151,SAFE_DISABLED,5.251,5.2237,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-28.916,0.0,idle,5.251,5.2237,5.251,5.2237,5.2237,0.4,
2251,SAFE_DISABLED,5.251,5.2416,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-28.916,0.0,idle,5.251,5.2416,5.251,5.2416,5.2416,0.4,
2351,SAFE_DISABLED,5.251,5.2464,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-28.916,0.0,idle,5.251,5.2464,5.251,5.2464,5.2464,0.4,
2451,SAFE_DISABLED,5.251,5.2393,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-28.916,0.0,idle,5.251,5.2393,5.251,5.2393,5.2393,0.4,
2551,SAFE_DISABLED,5.251,5.2453,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-28.916,0.0,idle,5.251,5.2453,5.251,5.2453,5.2453,0.4,
2651,SAFE_DISABLED,5.251,5.249,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-28.916,0.0,idle,5.251,5.249,5.251,5.249,5.249,0.4,
2751,SAFE_DISABLED,5.251,5.25,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-28.916,0.0,idle,5.251,5.25,5.251,5.25,5.25,0.4,
2851,SAFE_DISABLED,5.251,5.2507,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-28.916,0.0,idle,5.251,5.2507,5.251,5.2507,5.2507,0.4,
2951,SAFE_DISABLED,5.251,5.2508,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-28.916,0.0,idle,5.251,5.2508,5.251,5.2508,5.2508,0.4,
3051,SAFE_DISABLED,5.251,5.2509,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-28.916,0.0,idle,5.251,5.2509,5.251,5.2509,5.2509,0.4,
51680,READY,-12.9563,-12.9506,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.9563,-12.9506,-12.9563,-12.9506,-12.9506,0.4,
51780,READY,-12.9563,-12.9544,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.9563,-12.9544,-12.9563,-12.9544,-12.9544,0.4,
51880,READY,-12.9563,-12.9553,0.0,0.0,0.0,0,0.0,30,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.9563,-12.9553,-12.9563,-12.9553,-12.9553,0.4,
51980,READY,-12.8877,-12.921,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.921,-12.8877,-12.921,-12.921,0.4,
52080,READY,-12.8877,-12.904,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.904,-12.8877,-12.904,-12.904,0.4,
52180,READY,-12.8877,-12.8957,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8957,-12.8877,-12.8957,-12.8957,0.4,
52281,READY,-12.8877,-12.8904,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8904,-12.8877,-12.8904,-12.8904,0.4,
52381,READY,-12.8877,-12.889,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.889,-12.8877,-12.889,-12.889,0.4,
52483,READY,-12.8877,-12.8882,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8882,-12.8877,-12.8882,-12.8882,0.4,
52583,READY,-12.8877,-12.8879,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8879,-12.8877,-12.8879,-12.8879,0.4,
52683,READY,-12.8877,-12.8878,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8878,-12.8877,-12.8878,-12.8878,0.4,
52783,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
52883,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
52983,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
53083,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
53183,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
53283,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
53383,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
53483,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
53583,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
53683,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
53783,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
53883,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
53983,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
54083,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
54183,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
54283,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
54383,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
54483,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
54583,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
54683,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
54784,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
54884,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
54984,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
55084,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,30,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
55184,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
55284,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
55384,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
55484,READY,-12.8877,-12.8877,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,15.1172,18.457,idle,-12.8877,-12.8877,-12.8877,-12.8877,-12.8877,0.4,
