t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,act_deg_abs,trim_deg,search_phase,x_linear_cm,x_linear_filt_cm,x_ctrl_cm,x_ctrl_filt_cm,x_feedback_cm,feedback_blend,pos_fresh,pos_held,pos_control_usable,control_hold_active,test_phase
4652,SAFE_DISABLED,-5.2448,-5.2448,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,-38.8477,0.0,idle,-5.2448,-5.2448,-5.2448,-5.2448,-5.2448,0.4,1,0,1,0,
4752,SAFE_DISABLED,-5.2448,-5.2448,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-38.8477,0.0,idle,-5.2448,-5.2448,-5.2448,-5.2448,-5.2448,0.4,1,0,1,0,
4852,SAFE_DISABLED,-5.2448,-5.2448,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-38.8477,0.0,idle,-5.2448,-5.2448,-5.2448,-5.2448,-5.2448,0.4,1,0,1,0,
4952,SAFE_DISABLED,-5.3134,-5.2899,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-38.8477,0.0,idle,-5.3134,-5.2899,-5.3134,-5.2899,-5.2899,0.4,1,0,1,0,
5052,SAFE_DISABLED,-5.3134,-5.3019,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-38.8477,0.0,idle,-5.3134,-5.3019,-5.3134,-5.3019,-5.3019,0.4,1,0,1,0,
5152,SAFE_DISABLED,-5.2448,-5.4113,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-38.8477,0.0,idle,-5.2448,-5.4113,-5.2448,-5.4113,-5.4113,0.4,1,0,1,0,
5252,SAFE_DISABLED,-5.2448,-5.3264,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-38.8477,0.0,idle,-5.2448,-5.3264,-5.2448,-5.3264,-5.3264,0.4,1,0,1,0,
5352,SAFE_DISABLED,-5.2448,-5.2728,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,-38.8477,0.0,idle,-5.2448,-5.2728,-5.2448,-5.2728,-5.2728,0.4,1,0,1,0,
5452,SAFE_DISABLED,-5.2448,-5.2585,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-38.8477,0.0,idle,-5.2448,-5.2585,-5.2448,-5.2585,-5.2585,0.4,1,0,1,0,
5552,SAFE_DISABLED,-5.2448,-5.2515,0.0,0.0,0.0,0,0.0,36,1,0,0.0,0.0,0,-38.8477,0.0,idle,-5.2448,-5.2515,-5.2448,-5.2515,-5.2515,0.4,1,0,1,0,
5652,SAFE_DISABLED,-5.2448,-5.2471,0.0,0.0,0.0,0,0.0,21,1,0,0.0,0.0,0,-38.8477,0.0,idle,-5.2448,-5.2471,-5.2448,-5.2471,-5.2471,0.4,1,0,1,0,
5752,SAFE_DISABLED,-5.1762,-5.2109,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-38.8477,0.0,idle,-5.1762,-5.2109,-5.1762,-5.2109,-5.2109,0.4,1,0,1,0,
5852,SAFE_DISABLED,-5.2448,-5.2087,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-38.9355,0.0,idle,-5.2448,-5.2087,-5.2448,-5.2087,-5.2087,0.4,1,0,1,0,
5954,SAFE_DISABLED,-5.2448,-5.2324,0.0,0.0,0.0,0,0.0,1,1,0,0.0,0.0,0,-38.8477,0.0,idle,-5.2448,-5.2324,-5.2448,-5.2324,-5.2324,0.4,1,0,1,0,
