capture_index,point_direction,point_number,label,sample_index,captured_at_iso,raw_adc,voltage_v,distance_cm,valid_sample
0,out,0,out_p00,0,2026-03-13T15:09:39,271,1.3230,21.6000,1
0,out,0,out_p00,1,2026-03-13T15:09:39,262,1.2790,22.5000,1
0,out,0,out_p00,2,2026-03-13T15:09:39,259,1.2650,22.8000,1
0,out,0,out_p00,3,2026-03-13T15:09:39,257,1.2550,23.0000,1
0,out,0,out_p00,4,2026-03-13T15:09:39,256,1.2500,23.1000,1
0,out,0,out_p00,5,2026-03-13T15:09:39,325,1.5870,17.4000,1
0,out,0,out_p00,6,2026-03-13T15:09:39,274,1.3380,21.3000,1
0,out,0,out_p00,7,2026-03-13T15:09:39,263,1.2840,22.4000,1
0,out,0,out_p00,8,2026-03-13T15:09:39,259,1.2650,22.8000,1
0,out,0,out_p00,9,2026-03-13T15:09:39,257,1.2550,23.0000,1
0,out,0,out_p00,10,2026-03-13T15:09:39,256,1.2500,23.1000,1
0,out,0,out_p00,11,2026-03-13T15:09:39,385,1.8800,14.3000,1
0,out,0,out_p00,12,2026-03-13T15:09:39,276,1.3480,21.1000,1
0,out,0,out_p00,13,2026-03-13T15:09:39,264,1.2890,22.3000,1
0,out,0,out_p00,14,2026-03-13T15:09:39,259,1.2650,22.8000,1
0,out,0,out_p00,15,2026-03-13T15:09:39,257,1.2550,23.0000,1
0,out,0,out_p00,16,2026-03-13T15:09:39,256,1.2500,23.1000,1
0,out,0,out_p00,17,2026-03-13T15:09:39,384,1.8750,14.3000,1
0,out,0,out_p00,18,2026-03-13T15:09:39,281,1.3720,20.7000,1
0,out,0,out_p00,19,2026-03-13T15:09:39,266,1.2990,22.1000,1
0,out,0,out_p00,20,2026-03-13T15:09:39,260,1.2700,22.7000,1
0,out,0,out_p00,21,2026-03-13T15:09:39,257,1.2550,23.0000,1
0,out,0,out_p00,22,2026-03-13T15:09:39,256,1.2500,23.1000,1
0,out,0,out_p00,23,2026-03-13T15:09:39,360,1.7580,15.5000,1
0,out,0,out_p00,24,2026-03-13T15:09:39,290,1.4160,19.9000,1
1,out,1,out_p01,0,2026-03-13T15:09:47,263,1.2840,22.4000,1
1,out,1,out_p01,1,2026-03-13T15:09:47,259,1.2650,22.8000,1
1,out,1,out_p01,2,2026-03-13T15:09:47,257,1.2550,23.0000,1
1,out,1,out_p01,3,2026-03-13T15:09:47,256,1.2500,23.1000,1
1,out,1,out_p01,4,2026-03-13T15:09:47,390,1.9040,14.1000,1
1,out,1,out_p01,5,2026-03-13T15:09:47,278,1.3570,21.0000,1
1,out,1,out_p01,6,2026-03-13T15:09:47,265,1.2940,22.2000,1
1,out,1,out_p01,7,2026-03-13T15:09:47,259,1.2650,22.8000,1
1,out,1,out_p01,8,2026-03-13T15:09:47,257,1.2550,23.0000,1
1,out,1,out_p01,9,2026-03-13T15:09:47,256,1.2500,23.1000,1
1,out,1,out_p01,10,2026-03-13T15:09:47,374,1.8260,14.8000,1
1,out,1,out_p01,11,2026-03-13T15:09:47,286,1.3960,20.3000,1
1,out,1,out_p01,12,2026-03-13T15:09:47,267,1.3040,22.0000,1
1,out,1,out_p01,13,2026-03-13T15:09:47,260,1.2700,22.7000,1
1,out,1,out_p01,14,2026-03-13T15:09:47,257,1.2550,23.0000,1
1,out,1,out_p01,15,2026-03-13T15:09:47,256,1.2500,23.1000,1
1,out,1,out_p01,16,2026-03-13T15:09:47,370,1.8070,15.0000,1
1,out,1,out_p01,17,2026-03-13T15:09:47,287,1.4010,20.2000,1
1,out,1,out_p01,18,2026-03-13T15:09:47,268,1.3090,21.9000,1
1,out,1,out_p01,19,2026-03-13T15:09:47,261,1.2740,22.6000,1
1,out,1,out_p01,20,2026-03-13T15:09:47,258,1.2600,22.9000,1
1,out,1,out_p01,21,2026-03-13T15:09:47,256,1.2500,23.1000,1
1,out,1,out_p01,22,2026-03-13T15:09:47,252,1.2300,23.5000,1
1,out,1,out_p01,23,2026-03-13T15:09:47,299,1.4600,19.2000,1
1,out,1,out_p01,24,2026-03-13T15:09:47,271,1.3230,21.6000,1
2,out,2,out_p02,0,2026-03-13T15:09:53,265,1.2940,22.2000,1
2,out,2,out_p02,1,2026-03-13T15:09:53,260,1.2700,22.7000,1
2,out,2,out_p02,2,2026-03-13T15:09:53,257,1.2550,23.0000,1
2,out,2,out_p02,3,2026-03-13T15:09:53,256,1.2500,23.1000,1
2,out,2,out_p02,4,2026-03-13T15:09:53,364,1.7770,15.3000,1
2,out,2,out_p02,5,2026-03-13T15:09:53,280,1.3670,20.8000,1
2,out,2,out_p02,6,2026-03-13T15:09:53,265,1.2940,22.2000,1
