t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,act_deg_abs,trim_deg,search_phase,x_linear_cm,x_linear_filt_cm,x_ctrl_cm,x_ctrl_filt_cm,x_feedback_cm,feedback_blend,test_phase
350,SAFE_DISABLED,-3.5123,-3.5123,0.0,0.0,0.0,0,0.0,4,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.5123,-3.5123,-3.5123,-3.5123,-3.5123,0.4,
450,SAFE_DISABLED,-3.5123,-3.5123,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.5123,-3.5123,-3.5123,-3.5123,-3.5123,0.4,
550,SAFE_DISABLED,-3.6222,-3.5683,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.6222,-3.5683,-3.6222,-3.5683,-3.5683,0.4,
650,SAFE_DISABLED,-3.6222,-3.5958,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.6222,-3.5958,-3.6222,-3.5958,-3.5958,0.4,
750,SAFE_DISABLED,-3.6222,-3.6131,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.6222,-3.6131,-3.6222,-3.6131,-3.6131,0.4,
850,SAFE_DISABLED,-3.6222,-3.6178,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.6222,-3.6178,-3.6222,-3.6178,-3.6178,0.4,
950,SAFE_DISABLED,-3.6222,-3.6207,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.6222,-3.6207,-3.6222,-3.6207,-3.6207,0.4,
1050,SAFE_DISABLED,-3.6222,-3.6214,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.6222,-3.6214,-3.6222,-3.6214,-3.6214,0.4,
1150,SAFE_DISABLED,-3.6222,-3.6219,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.6222,-3.6219,-3.6222,-3.6219,-3.6219,0.4,
1250,SAFE_DISABLED,-4.1864,-3.7913,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-18.1934,0.0,idle,-4.1864,-3.7913,-4.1864,-3.7913,-3.7913,0.4,
1350,SAFE_DISABLED,-3.0819,-2.8506,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.0819,-2.8506,-3.0819,-2.8506,-2.8506,0.4,
1451,SAFE_DISABLED,-3.5123,-3.1652,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.5123,-3.1652,-3.5123,-3.1652,-3.1652,0.4,
1551,SAFE_DISABLED,-2.6659,-1.169,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-18.1934,0.0,idle,-2.6659,-1.169,-2.6659,-1.169,-1.169,0.4,
1651,SAFE_DISABLED,-3.4033,-2.2858,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.4033,-2.2858,-3.4033,-2.2858,-2.2858,0.4,
1751,SAFE_DISABLED,7.5731,0.0436,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-18.1934,0.0,idle,7.5731,0.0436,7.5731,0.0436,0.0436,0.4,
1851,SAFE_DISABLED,-3.4033,-1.3732,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.4033,-1.3732,-3.4033,-1.3732,-1.3732,0.4,
1951,SAFE_DISABLED,-3.6222,-2.8891,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.6222,-2.8891,-3.6222,-2.8891,-2.8891,0.4,
2051,SAFE_DISABLED,-1.3136,-0.3679,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-18.1934,0.0,idle,-1.3136,-0.3679,-1.3136,-0.3679,-0.3679,0.4,
2151,SAFE_DISABLED,-3.4033,-2.2917,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.4033,-2.2917,-3.4033,-2.2917,-2.2917,0.4,
2251,SAFE_DISABLED,-4.1864,-3.1164,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-18.1934,0.0,idle,-4.1864,-3.1164,-4.1864,-3.1164,-3.1164,0.4,
2351,SAFE_DISABLED,-3.2953,-1.4729,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.2953,-1.4729,-3.2953,-1.4729,-1.4729,0.4,
2451,SAFE_DISABLED,-3.9577,-2.7165,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.9577,-2.7165,-3.9577,-2.7165,-2.7165,0.4,
2551,SAFE_DISABLED,-1.2227,-2.9,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-18.1934,0.0,idle,-1.2227,-2.9,-1.2227,-2.9,-2.9,0.4,
2651,SAFE_DISABLED,-3.6222,-3.1772,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.6222,-3.1772,-3.6222,-3.1772,-3.1772,0.4,
2751,SAFE_DISABLED,-4.0715,-3.7315,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-18.1934,0.0,idle,-4.0715,-3.7315,-4.0715,-3.7315,-3.7315,0.4,
2851,SAFE_DISABLED,-2.5641,-1.0358,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-18.1934,0.0,idle,-2.5641,-1.0358,-2.5641,-1.0358,-1.0358,0.4,
2951,SAFE_DISABLED,-3.9577,-2.8503,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.9577,-2.8503,-3.9577,-2.8503,-2.8503,0.4,
3051,SAFE_DISABLED,-4.8972,-3.7208,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-18.1934,0.0,idle,-4.8972,-3.7208,-4.8972,-3.7208,-3.7208,0.4,
3151,SAFE_DISABLED,-3.5123,-2.9463,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.5123,-2.9463,-3.5123,-2.9463,-2.9463,0.4,
3251,SAFE_DISABLED,-4.0715,-3.4726,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-18.1934,0.0,idle,-4.0715,-3.4726,-4.0715,-3.4726,-3.4726,0.4,
3351,SAFE_DISABLED,-2.363,-0.9954,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-18.1934,0.0,idle,-2.363,-0.9954,-2.363,-0.9954,-0.9954,0.4,
3451,SAFE_DISABLED,-3.7331,-2.2328,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.7331,-2.2328,-3.7331,-2.2328,-2.2328,0.4,
3551,SAFE_DISABLED,-4.656,-3.5994,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-18.1934,0.0,idle,-4.656,-3.5994,-4.656,-3.5994,-3.5994,0.4,
3651,SAFE_DISABLED,-2.9766,-1.0315,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-18.1934,0.0,idle,-2.9766,-1.0315,-2.9766,-1.0315,-1.0315,0.4,
3751,SAFE_DISABLED,-4.0715,-2.9152,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-18.1934,0.0,idle,-4.0715,-2.9152,-4.0715,-2.9152,-2.9152,0.4,
3851,SAFE_DISABLED,7.1218,-0.1469,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-18.1934,0.0,idle,7.1218,-0.1469,7.1218,-0.1469,-0.1469,0.4,
3951,SAFE_DISABLED,-3.6222,-2.0377,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.6222,-2.0377,-3.6222,-2.0377,-2.0377,0.4,
4051,SAFE_DISABLED,-4.0715,-3.051,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-18.1934,0.0,idle,-4.0715,-3.051,-4.0715,-3.051,-3.051,0.4,
4151,SAFE_DISABLED,-2.8722,-2.5117,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-18.1934,0.0,idle,-2.8722,-2.5117,-2.8722,-2.5117,-2.5117,0.4,
4251,SAFE_DISABLED,-3.8449,-3.1449,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.8449,-3.1449,-3.8449,-3.1449,-3.1449,0.4,
4352,SAFE_DISABLED,7.1218,-0.3957,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-18.1934,0.0,idle,7.1218,-0.3957,7.1218,-0.3957,-0.3957,0.4,
4452,SAFE_DISABLED,-3.1881,-1.605,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.1881,-1.605,-3.1881,-1.605,-1.605,0.4,
4552,SAFE_DISABLED,-4.0715,-3.1356,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-18.1934,0.0,idle,-4.0715,-3.1356,-4.0715,-3.1356,-3.1356,0.4,
4652,SAFE_DISABLED,7.5394,0.2292,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-18.1934,0.0,idle,7.5394,0.2292,7.5394,0.2292,0.2292,0.4,
4752,SAFE_DISABLED,-3.8449,-2.1307,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-18.1934,0.0,idle,-3.8449,-2.1307,-3.8449,-2.1307,-2.1307,0.4,
4852,SAFE_DISABLED,-4.0715,-3.0966,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-18.1934,0.0,idle,-4.0715,-3.0966,-4.0715,-3.0966,-3.0966,0.4,
