phase,x_ref_cm,duration_s,step_cm,steady_state_error_cm,overshoot_cm,settling_time_s,rise_time_s,rmse_cm,iae_cm_s,itae_cm_s2,peak_abs_output_steps,peak_abs_beam_deg
hold_center,13.0,29.900000000000002,,2.7150190476190477,5.1478,,0.6,3.169302912024451,84.8735,1204.2522600000004,128.0,12.599972168501447
hold_far,17.0,29.9,4.0,0.19163333333333335,1.4507000000000012,,0.40000000000000213,1.7078329932207463,30.394060000000003,357.57161499999995,112.0,12.599972168501447
hold_near,9.0,35.2,8.0,0.6684761904761904,0.8981999999999992,,1.2000000000000028,2.552339624031698,62.91845000000006,759.7562540000008,112.0,12.599972168501447
