t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags
353,SAFE_DISABLED,0.0,0.0,-42.6144,0.0,0.0,4
453,SAFE_DISABLED,0.0,0.0,-38.8705,0.0,0.0,4
553,SAFE_DISABLED,0.0,0.0,-43.0459,0.0,0.0,4
653,SAFE_DISABLED,0.0,0.0,-41.3355,0.0,0.0,4
753,SAFE_DISABLED,0.0,0.0,-42.7007,0.0,0.0,4
854,SAFE_DISABLED,0.0,0.0,-49.5158,0.0,0.0,4
954,SAFE_DISABLED,0.0,0.0,-48.5476,0.0,0.0,4
1054,SAFE_DISABLED,0.0,0.0,-49.1264,0.0,0.0,4
1154,SAFE_DISABLED,0.0,0.0,-54.398,0.0,0.0,4
1254,SAFE_DISABLED,0.0,0.0,-55.4381,0.0,0.0,4
1354,SAFE_DISABLED,0.0,0.0,-56.3828,0.0,0.0,5
1454,SAFE_DISABLED,0.0,0.0,-60.2528,0.0,0.0,5
1554,SAFE_DISABLED,0.0,0.0,-62.8094,0.0,0.0,5
1654,SAFE_DISABLED,0.0,0.0,-64.0813,0.0,0.0,5
1754,SAFE_DISABLED,0.0,0.0,-65.6674,0.0,0.0,5
1854,SAFE_DISABLED,0.0,0.0,-67.3614,0.0,0.0,5
1954,SAFE_DISABLED,0.0,0.0,-69.1845,0.0,0.0,5
2054,SAFE_DISABLED,0.0,0.0,-67.1351,0.0,0.0,5
2154,SAFE_DISABLED,0.0,0.0,-71.643,0.0,0.0,5
2254,SAFE_DISABLED,0.0,0.0,-71.9392,0.0,0.0,5
2354,SAFE_DISABLED,0.0,0.0,-71.8176,0.0,0.0,5
2454,SAFE_DISABLED,0.0,0.0,-72.43,0.0,0.0,5
2554,SAFE_DISABLED,0.0,0.0,-72.5329,0.0,0.0,5
2654,SAFE_DISABLED,0.0,0.0,-72.5502,0.0,0.0,5
2754,SAFE_DISABLED,0.0,0.0,-72.5531,0.0,0.0,5
2854,SAFE_DISABLED,0.0,0.0,-72.5536,0.0,0.0,5
2954,SAFE_DISABLED,0.0,0.0,-72.5666,0.0,0.0,5
3054,SAFE_DISABLED,0.0,0.0,-72.5559,0.0,0.0,5
3154,SAFE_DISABLED,0.0,0.0,-72.5541,0.0,0.0,5
3254,SAFE_DISABLED,0.0,0.0,-72.5538,0.0,0.0,5
3354,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
3454,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
3554,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
3654,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
3755,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
3855,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
3955,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
4055,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
4155,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
4255,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
4355,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
4455,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
4555,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
4655,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
4755,SAFE_DISABLED,0.0,0.0,-72.56,0.0,0.0,5
4855,SAFE_DISABLED,0.0,0.0,-72.5548,0.0,0.0,5
4955,SAFE_DISABLED,0.0,0.0,-72.5539,0.0,0.0,5
5055,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
5155,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
5255,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
5355,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
5455,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
5555,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
5655,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
5755,SAFE_DISABLED,0.0,0.0,-72.5722,0.0,0.0,5
5855,SAFE_DISABLED,0.0,0.0,-72.5568,0.0,0.0,5
5955,SAFE_DISABLED,0.0,0.0,-72.5542,0.0,0.0,5
6055,SAFE_DISABLED,0.0,0.0,-72.5538,0.0,0.0,5
6155,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
6255,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
6355,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
6455,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
6555,SAFE_DISABLED,0.0,0.0,-72.5801,0.0,0.0,5
6656,SAFE_DISABLED,0.0,0.0,-72.5645,0.0,0.0,5
6756,SAFE_DISABLED,0.0,0.0,-72.5555,0.0,0.0,5
6856,SAFE_DISABLED,0.0,0.0,-72.554,0.0,0.0,5
6956,SAFE_DISABLED,0.0,0.0,-72.5628,0.0,0.0,5
7056,SAFE_DISABLED,0.0,0.0,-72.5552,0.0,0.0,5
7156,SAFE_DISABLED,0.0,0.0,-72.554,0.0,0.0,5
7256,SAFE_DISABLED,0.0,0.0,-72.5538,0.0,0.0,5
7356,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
7456,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
7556,SAFE_DISABLED,0.0,0.0,-72.5628,0.0,0.0,5
7656,SAFE_DISABLED,0.0,0.0,-72.5552,0.0,0.0,5
7756,SAFE_DISABLED,0.0,0.0,-72.554,0.0,0.0,5
7856,SAFE_DISABLED,0.0,0.0,-72.5538,0.0,0.0,5
7956,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
8056,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
8156,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
8256,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
8356,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
8456,SAFE_DISABLED,0.0,0.0,-72.5537,0.0,0.0,5
8556,SAFE_DISABLED,0.0,0.0,-71.4232,0.0,0.0,5
8656,SAFE_DISABLED,0.0,0.0,-71.7306,0.0,0.0,5
8756,SAFE_DISABLED,0.0,0.0,-72.4154,0.0,0.0,5
8856,SAFE_DISABLED,0.0,0.0,-69.1203,0.0,0.0,5
8956,SAFE_DISABLED,0.0,0.0,-66.643,0.0,0.0,5
9056,SAFE_DISABLED,0.0,0.0,-68.3892,0.0,0.0,5
9156,SAFE_DISABLED,0.0,0.0,-64.0061,0.0,0.0,5
9256,SAFE_DISABLED,0.0,0.0,-61.142,0.0,0.0,5
9356,SAFE_DISABLED,0.0,0.0,-61.8148,0.0,0.0,5
9456,SAFE_DISABLED,0.0,0.0,-56.7059,0.0,0.0,5
9556,SAFE_DISABLED,0.0,0.0,-51.3579,0.0,0.0,5
9656,SAFE_DISABLED,0.0,0.0,-53.1487,0.0,0.0,5
9756,SAFE_DISABLED,0.0,0.0,-51.9554,0.0,0.0,5
9856,SAFE_DISABLED,0.0,0.0,-44.6163,0.0,0.0,5
9956,SAFE_DISABLED,0.0,0.0,-45.2711,0.0,0.0,5
10056,SAFE_DISABLED,0.0,0.0,-43.9521,0.0,0.0,5
10156,SAFE_DISABLED,0.0,0.0,-39.8674,0.0,0.0,5
10256,SAFE_DISABLED,0.0,0.0,-40.1821,0.0,0.0,5
10356,SAFE_DISABLED,0.0,0.0,-39.5055,0.0,0.0,5
10456,SAFE_DISABLED,0.0,0.0,-38.4998,0.0,0.0,5
10556,SAFE_DISABLED,0.0,0.0,-37.8359,0.0,0.0,5
10656,SAFE_DISABLED,0.0,0.0,-37.7059,0.0,0.0,5
10756,SAFE_DISABLED,0.0,0.0,-37.7025,0.0,0.0,5
10856,SAFE_DISABLED,0.0,0.0,-37.6964,0.0,0.0,5
10956,SAFE_DISABLED,0.0,0.0,-37.7311,0.0,0.0,5
11056,SAFE_DISABLED,0.0,0.0,-37.6993,0.0,0.0,5
11156,SAFE_DISABLED,0.0,0.0,-37.7052,0.0,0.0,5
11256,SAFE_DISABLED,0.0,0.0,-37.7134,0.0,0.0,5
11356,SAFE_DISABLED,0.0,0.0,-37.7076,0.0,0.0,5
11456,SAFE_DISABLED,0.0,0.0,-37.6843,0.0,0.0,5
