capture_index,point_direction,point_number,label,sample_index,captured_at_iso,mode,distance_cm,pulse_us,valid_sample,echo_ok,timer1_stress,pings,valid_count,timeout_count,miss_count
0,out,0,out_p00,0,2026-03-13T15:43:59,PULSEIN,25.9800,0.0000,1,1,0,21,21,0,0
0,out,0,out_p00,1,2026-03-13T15:43:59,PULSEIN,25.6600,0.0000,1,1,0,22,22,0,0
0,out,0,out_p00,2,2026-03-13T15:43:59,PULSEIN,25.6700,0.0000,1,1,0,23,23,0,0
0,out,0,out_p00,3,2026-03-13T15:43:59,PULSEIN,26.0900,0.0000,1,1,0,24,24,0,0
0,out,0,out_p00,4,2026-03-13T15:43:59,PULSEIN,26.5200,0.0000,1,1,0,25,25,0,0
0,out,0,out_p00,5,2026-03-13T15:43:59,PULSEIN,26.0500,0.0000,1,1,0,26,26,0,0
0,out,0,out_p00,6,2026-03-13T15:43:59,PULSEIN,25.5300,0.0000,1,1,0,27,27,0,0
0,out,0,out_p00,7,2026-03-13T15:43:59,PULSEIN,25.9500,0.0000,1,1,0,28,28,0,0
0,out,0,out_p00,8,2026-03-13T15:43:59,PULSEIN,25.9800,0.0000,1,1,0,29,29,0,0
0,out,0,out_p00,9,2026-03-13T15:43:59,PULSEIN,25.9500,0.0000,1,1,0,30,30,0,0
0,out,0,out_p00,10,2026-03-13T15:43:59,PULSEIN,26.5200,0.0000,1,1,0,31,31,0,0
0,out,0,out_p00,11,2026-03-13T15:43:59,PULSEIN,26.1000,0.0000,1,1,0,32,32,0,0
0,out,0,out_p00,12,2026-03-13T15:43:59,PULSEIN,26.1000,0.0000,1,1,0,33,33,0,0
0,out,0,out_p00,13,2026-03-13T15:43:59,PULSEIN,25.6600,0.0000,1,1,0,34,34,0,0
0,out,0,out_p00,14,2026-03-13T15:43:59,PULSEIN,25.9800,0.0000,1,1,0,35,35,0,0
0,out,0,out_p00,15,2026-03-13T15:43:59,PULSEIN,25.9500,0.0000,1,1,0,36,36,0,0
0,out,0,out_p00,16,2026-03-13T15:43:59,PULSEIN,26.0000,0.0000,1,1,0,37,37,0,0
0,out,0,out_p00,17,2026-03-13T15:43:59,PULSEIN,25.5300,0.0000,1,1,0,38,38,0,0
0,out,0,out_p00,18,2026-03-13T15:43:59,PULSEIN,26.0500,0.0000,1,1,0,39,39,0,0
0,out,0,out_p00,19,2026-03-13T15:43:59,PULSEIN,25.6400,0.0000,1,1,0,40,40,0,0
0,out,0,out_p00,20,2026-03-13T15:43:59,PULSEIN,26.0700,0.0000,1,1,0,41,41,0,0
0,out,0,out_p00,21,2026-03-13T15:43:59,PULSEIN,26.0700,0.0000,1,1,0,42,42,0,0
0,out,0,out_p00,22,2026-03-13T15:43:59,PULSEIN,25.5500,0.0000,1,1,0,43,43,0,0
0,out,0,out_p00,23,2026-03-13T15:43:59,PULSEIN,25.5300,0.0000,1,1,0,44,44,0,0
0,out,0,out_p00,24,2026-03-13T15:43:59,PULSEIN,25.5300,0.0000,1,1,0,45,45,0,0
1,out,1,out_p01,0,2026-03-13T15:44:04,PULSEIN,26.0500,0.0000,1,1,0,56,56,0,0
1,out,1,out_p01,1,2026-03-13T15:44:04,PULSEIN,26.0300,0.0000,1,1,0,57,57,0,0
1,out,1,out_p01,2,2026-03-13T15:44:04,PULSEIN,26.5200,0.0000,1,1,0,58,58,0,0
1,out,1,out_p01,3,2026-03-13T15:44:04,PULSEIN,26.4100,0.0000,1,1,0,59,59,0,0
1,out,1,out_p01,4,2026-03-13T15:44:04,PULSEIN,26.4100,0.0000,1,1,0,60,60,0,0
1,out,1,out_p01,5,2026-03-13T15:44:04,PULSEIN,25.9800,0.0000,1,1,0,61,61,0,0
1,out,1,out_p01,6,2026-03-13T15:44:04,PULSEIN,25.9500,0.0000,1,1,0,62,62,0,0
1,out,1,out_p01,7,2026-03-13T15:44:04,PULSEIN,25.9800,0.0000,1,1,0,63,63,0,0
1,out,1,out_p01,8,2026-03-13T15:44:04,PULSEIN,25.6700,0.0000,1,1,0,64,64,0,0
1,out,1,out_p01,9,2026-03-13T15:44:04,PULSEIN,26.0900,0.0000,1,1,0,65,65,0,0
1,out,1,out_p01,10,2026-03-13T15:44:04,PULSEIN,26.4700,0.0000,1,1,0,66,66,0,0
1,out,1,out_p01,11,2026-03-13T15:44:04,PULSEIN,26.0900,0.0000,1,1,0,67,67,0,0
1,out,1,out_p01,12,2026-03-13T15:44:04,PULSEIN,25.5700,0.0000,1,1,0,68,68,0,0
1,out,1,out_p01,13,2026-03-13T15:44:04,PULSEIN,26.4000,0.0000,1,1,0,69,69,0,0
1,out,1,out_p01,14,2026-03-13T15:44:04,PULSEIN,26.0000,0.0000,1,1,0,70,70,0,0
1,out,1,out_p01,15,2026-03-13T15:44:04,PULSEIN,25.9500,0.0000,1,1,0,71,71,0,0
1,out,1,out_p01,16,2026-03-13T15:44:04,PULSEIN,25.6400,0.0000,1,1,0,72,72,0,0
1,out,1,out_p01,17,2026-03-13T15:44:04,PULSEIN,26.5200,0.0000,1,1,0,73,73,0,0
1,out,1,out_p01,18,2026-03-13T15:44:04,PULSEIN,26.0900,0.0000,1,1,0,74,74,0,0
1,out,1,out_p01,19,2026-03-13T15:44:04,PULSEIN,25.6400,0.0000,1,1,0,75,75,0,0
1,out,1,out_p01,20,2026-03-13T15:44:04,PULSEIN,25.5300,0.0000,1,1,0,76,76,0,0
1,out,1,out_p01,21,2026-03-13T15:44:04,PULSEIN,26.4100,0.0000,1,1,0,77,77,0,0
1,out,1,out_p01,22,2026-03-13T15:44:04,PULSEIN,25.9500,0.0000,1,1,0,78,78,0,0
1,out,1,out_p01,23,2026-03-13T15:44:04,PULSEIN,26.4100,0.0000,1,1,0,79,79,0,0
1,out,1,out_p01,24,2026-03-13T15:44:04,PULSEIN,25.9800,0.0000,1,1,0,80,80,0,0
2,out,2,out_p02,0,2026-03-13T15:44:07,PULSEIN,23.9800,0.0000,1,1,0,91,91,0,0
2,out,2,out_p02,1,2026-03-13T15:44:07,PULSEIN,25.0900,0.0000,1,1,0,92,92,0,0
2,out,2,out_p02,2,2026-03-13T15:44:07,PULSEIN,27.2600,0.0000,1,1,0,93,93,0,0
2,out,2,out_p02,3,2026-03-13T15:44:07,PULSEIN,0.0000,0.0000,0,0,0,94,93,1,0
2,out,2,out_p02,4,2026-03-13T15:44:07,PULSEIN,0.0000,0.0000,0,0,0,95,93,2,0
2,out,2,out_p02,5,2026-03-13T15:44:07,PULSEIN,0.0000,0.0000,0,0,0,96,93,3,0
2,out,2,out_p02,6,2026-03-13T15:44:07,PULSEIN,0.0000,0.0000,0,0,0,97,93,4,0
2,out,2,out_p02,7,2026-03-13T15:44:07,PULSEIN,28.9500,0.0000,1,1,0,98,94,4,0
2,out,2,out_p02,8,2026-03-13T15:44:07,PULSEIN,27.7200,0.0000,1,1,0,99,95,4,0
2,out,2,out_p02,9,2026-03-13T15:44:07,PULSEIN,26.4300,0.0000,1,1,0,100,96,4,0
2,out,2,out_p02,10,2026-03-13T15:44:07,PULSEIN,27.3100,0.0000,1,1,0,101,97,4,0
2,out,2,out_p02,11,2026-03-13T15:44:07,PULSEIN,26.0000,0.0000,1,1,0,102,98,4,0
2,out,2,out_p02,12,2026-03-13T15:44:07,PULSEIN,25.5900,0.0000,1,1,0,103,99,4,0
2,out,2,out_p02,13,2026-03-13T15:44:07,PULSEIN,28.1900,0.0000,1,1,0,104,100,4,0
2,out,2,out_p02,14,2026-03-13T15:44:07,PULSEIN,26.9000,0.0000,1,1,0,105,101,4,0
2,out,2,out_p02,15,2026-03-13T15:44:07,PULSEIN,28.0500,0.0000,1,1,0,106,102,4,0
2,out,2,out_p02,16,2026-03-13T15:44:07,PULSEIN,27.2100,0.0000,1,1,0,107,103,4,0
2,out,2,out_p02,17,2026-03-13T15:44:07,PULSEIN,27.6200,0.0000,1,1,0,108,104,4,0
2,out,2,out_p02,18,2026-03-13T15:44:07,PULSEIN,27.6200,0.0000,1,1,0,109,105,4,0
2,out,2,out_p02,19,2026-03-13T15:44:07,PULSEIN,27.7100,0.0000,1,1,0,110,106,4,0
2,out,2,out_p02,20,2026-03-13T15:44:07,PULSEIN,27.2900,0.0000,1,1,0,111,107,4,0
2,out,2,out_p02,21,2026-03-13T15:44:07,PULSEIN,28.1900,0.0000,1,1,0,112,108,4,0
