sensor_name,sensor_mode,target_name,timer1_stress,block_label,runs,min_longest_reliable_window_points,median_longest_reliable_window_points,median_roundtrip_mismatch_cm,median_stddev_cm,median_invalid_rate
sharp,analog,table_tennis_40mm,1,sharp_retry,2,0,0.0,6.2750,1.5643,0.3012
