t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags
349,SAFE_DISABLED,0.0,0.0,-43.5937,0.0,0.0,0
449,SAFE_DISABLED,0.998,0.998,-43.5937,0.0,0.0,0
549,SAFE_DISABLED,0.998,0.998,-43.5937,0.0,0.0,0
649,SAFE_DISABLED,0.998,0.998,-43.5937,0.0,0.0,0
749,SAFE_DISABLED,0.998,0.998,-43.5937,0.0,0.0,0
849,SAFE_DISABLED,0.998,0.998,-43.5937,0.0,0.0,0
949,SAFE_DISABLED,0.998,0.998,-43.5937,0.0,0.0,0
1049,SAFE_DISABLED,0.998,0.998,-43.5937,0.0,0.0,0
1149,SAFE_DISABLED,0.998,0.998,-43.5937,0.0,0.0,0
1249,SAFE_DISABLED,0.998,0.998,-43.5937,0.0,0.0,0
1349,SAFE_DISABLED,-0.002,0.398,-43.5937,0.0,0.0,0
1449,SAFE_DISABLED,-0.002,0.0236,-43.5937,0.0,0.0,0
1549,SAFE_DISABLED,0.998,0.9347,-43.5937,0.0,0.0,0
1649,SAFE_DISABLED,0.998,0.9964,-43.5937,0.0,0.0,0
1750,SAFE_DISABLED,0.498,0.5779,-43.5937,0.0,0.0,0
1850,SAFE_DISABLED,0.998,0.9711,-43.5937,0.0,0.0,0
1950,SAFE_DISABLED,-0.002,0.0229,-43.5937,0.0,0.0,0
2050,SAFE_DISABLED,0.998,0.8396,-43.5937,0.0,0.0,0
2150,SAFE_DISABLED,0.998,0.994,-43.5937,0.0,0.0,0
2250,SAFE_DISABLED,0.998,0.9974,-43.5937,0.0,0.0,0
2350,SAFE_DISABLED,0.998,0.9979,-43.5937,0.0,0.0,0
2450,SAFE_DISABLED,0.998,0.998,-43.5937,0.0,0.0,0
2550,SAFE_DISABLED,0.998,0.998,-43.5937,0.0,0.0,0
2650,SAFE_DISABLED,0.998,0.998,-43.5937,0.0,0.0,0
2750,SAFE_DISABLED,0.998,0.998,-43.5937,0.0,0.0,0
2850,SAFE_DISABLED,0.998,0.998,-43.5937,0.0,0.0,0
2950,SAFE_DISABLED,0.998,0.998,-43.5937,0.0,0.0,0
3050,SAFE_DISABLED,0.998,0.998,-43.5937,0.0,0.0,0
3150,SAFE_DISABLED,0.998,0.878,-43.5937,0.0,0.0,0
3251,SAFE_DISABLED,0.498,0.6591,-43.5937,0.0,0.0,0
3351,SAFE_DISABLED,0.498,0.4603,-43.5937,0.0,0.0,0
3451,SAFE_DISABLED,0.998,0.783,-43.5937,0.0,0.0,0
3551,SAFE_DISABLED,0.998,0.9925,-43.5937,0.0,0.0,0
3651,SAFE_DISABLED,0.498,0.6971,-43.5937,0.0,0.0,0
3751,SAFE_DISABLED,0.998,0.9968,-43.5937,0.0,0.0,0
3851,SAFE_DISABLED,0.998,0.998,-43.5937,0.0,0.0,0
3951,SAFE_DISABLED,0.998,0.95,-43.5937,0.0,0.0,0
4051,SAFE_DISABLED,0.998,0.995,-43.5937,0.0,0.0,0
4151,SAFE_DISABLED,0.998,0.9979,-43.5937,0.0,0.0,0
4251,SAFE_DISABLED,0.998,0.998,-43.5937,0.0,0.0,0
