t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,act_deg_abs,trim_deg,search_phase,x_linear_cm,x_linear_filt_cm,x_ctrl_cm,x_ctrl_filt_cm,x_feedback_cm,feedback_blend,pos_fresh,pos_held,pos_control_usable,control_hold_active,test_phase
2751,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,61,0.0,0.0,0,33.0469,22.0605,idle,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
2851,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,63,0.0,0.0,0,33.0469,22.0605,idle,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
2951,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,66,0.0,0.0,0,33.0469,22.0605,idle,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
3051,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,68,0.0,0.0,0,33.0469,22.0605,idle,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
3151,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,70,0.0,0.0,0,33.0469,22.0605,idle,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
3251,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,73,0.0,0.0,0,33.0469,22.0605,idle,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
3351,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,75,0.0,0.0,0,33.0469,22.0605,idle,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
3451,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,78,0.0,0.0,0,33.0469,22.0605,idle,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
3551,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,80,0.0,0.0,0,33.0469,22.0605,idle,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
3651,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,83,0.0,0.0,0,33.0469,22.0605,idle,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
3751,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,85,0.0,0.0,0,33.0469,22.0605,idle,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
33604,READY,-11.9002,-11.7814,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,24.2367,27.0492,idle,-11.9002,-11.7814,-11.9002,-11.7814,-11.7814,0.4,0,0,0,0,
33704,READY,-11.9688,-11.877,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-11.9688,-11.877,-11.9688,-11.877,-11.877,0.4,0,0,0,0,
33804,READY,-11.9688,-11.9238,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-11.9688,-11.9238,-11.9688,-11.9238,-11.9238,0.4,0,0,0,0,
33904,READY,-12.2432,-12.0867,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-12.2432,-12.0867,-12.2432,-12.0867,-12.0867,0.4,0,0,0,0,
34004,READY,-12.2432,-12.1895,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,24.2367,27.0492,idle,-12.2432,-12.1895,-12.2432,-12.1895,-12.1895,0.4,0,0,0,0,
34104,READY,-12.2432,-12.2169,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-12.2432,-12.2169,-12.2432,-12.2169,-12.2169,0.4,0,0,0,0,
34204,READY,-12.2432,-12.2303,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-12.2432,-12.2303,-12.2432,-12.2303,-12.2303,0.4,0,0,0,0,
34304,READY,-12.2432,-12.2388,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,24.2367,27.0492,idle,-12.2432,-12.2388,-12.2432,-12.2388,-12.2388,0.4,0,0,0,0,
34404,READY,-11.9002,-12.1382,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-11.9002,-12.1382,-11.9002,-12.1382,-12.1382,0.4,0,0,0,0,
34504,READY,-11.8316,-11.9368,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,24.2367,27.0492,idle,-11.8316,-11.9368,-11.8316,-11.9368,-11.9368,0.4,0,0,0,0,
34604,READY,-11.8316,-11.8831,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-11.8316,-11.8831,-11.8316,-11.8831,-11.8831,0.4,0,0,0,0,
34704,READY,-11.8316,-11.8569,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-11.8316,-11.8569,-11.8316,-11.8569,-11.8569,0.4,0,0,0,0,
34804,READY,-11.8316,-11.8403,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,24.2367,27.0492,idle,-11.8316,-11.8403,-11.8316,-11.8403,-11.8403,0.4,0,0,0,0,
34904,READY,-11.8316,-11.8359,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-11.8316,-11.8359,-11.8316,-11.8359,-11.8359,0.4,0,0,0,0,
35004,READY,-11.8316,-11.8337,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-11.8316,-11.8337,-11.8316,-11.8337,-11.8337,0.4,0,0,0,0,
35104,READY,-11.8316,-11.8323,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,24.2367,27.0492,idle,-11.8316,-11.8323,-11.8316,-11.8323,-11.8323,0.4,0,0,0,0,
35204,READY,-11.8316,-11.832,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-11.8316,-11.832,-11.8316,-11.832,-11.832,0.4,0,0,0,0,
35304,READY,-11.8316,-11.8318,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-11.8316,-11.8318,-11.8316,-11.8318,-11.8318,0.4,0,0,0,0,
35404,READY,-11.8316,-11.8317,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,24.2367,27.0492,idle,-11.8316,-11.8317,-11.8316,-11.8317,-11.8317,0.4,0,0,0,0,
35504,READY,-11.8316,-11.8316,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-11.8316,-11.8316,-11.8316,-11.8316,-11.8316,0.4,0,0,0,0,
35604,READY,-11.8316,-11.8316,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-11.8316,-11.8316,-11.8316,-11.8316,-11.8316,0.4,0,0,0,0,
35704,READY,-11.8316,-11.8316,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,24.2367,27.0492,idle,-11.8316,-11.8316,-11.8316,-11.8316,-11.8316,0.4,0,0,0,0,
35804,READY,-11.8316,-11.8316,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-11.8316,-11.8316,-11.8316,-11.8316,-11.8316,0.4,0,0,0,0,
35904,READY,-12.1746,-11.9345,0.0,0.0,0.0,0,0.0,74,1,1,0.0,0.0,0,24.2367,27.0492,idle,-12.1746,-11.9345,-12.1746,-11.9345,-11.9345,0.4,0,0,0,0,
36004,READY,-12.1746,-11.9345,0.0,0.0,0.0,0,0.0,174,1,3,0.0,0.0,0,24.2367,27.0492,idle,-12.1746,-11.9345,-12.1746,-11.9345,-11.9345,0.4,0,0,0,0,
36104,READY,-12.1746,-11.9345,0.0,0.0,0.0,0,0.0,274,1,6,0.0,0.0,0,24.2367,27.0492,idle,-12.1746,-11.9345,-12.1746,-11.9345,-11.9345,0.4,0,0,0,0,
36204,READY,-12.1746,-11.9345,0.0,0.0,0.0,0,0.0,374,1,8,0.0,0.0,0,24.2367,27.0492,idle,-12.1746,-11.9345,-12.1746,-11.9345,-11.9345,0.4,0,0,0,0,
36304,READY,-9.1746,-10.5623,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,24.2367,27.0492,idle,-9.1746,-10.5623,-9.1746,-10.5623,-10.5623,0.4,0,0,0,0,
36404,READY,-6.1746,-8.6396,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,24.2367,27.0492,idle,-6.1746,-8.6396,-6.1746,-8.6396,-8.6396,0.4,0,0,0,0,
36504,READY,-6.1746,-7.3824,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-6.1746,-7.3824,-6.1746,-7.3824,-7.3824,0.4,0,0,0,0,
36604,READY,-3.9246,-5.4887,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,24.2367,27.0492,idle,-3.9246,-5.4887,-3.9246,-5.4887,-5.4887,0.4,0,0,0,0,
36704,READY,-3.1746,-4.3085,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-3.1746,-4.3085,-3.1746,-4.3085,-4.3085,0.4,0,0,0,0,
36804,READY,-1.6746,-2.956,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,24.2367,27.0492,idle,-1.6746,-2.956,-1.6746,-2.956,-2.956,0.4,0,0,0,0,
36904,READY,-0.9246,-1.92,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,24.2367,27.0492,idle,-0.9246,-1.92,-0.9246,-1.92,-1.92,0.4,0,0,0,0,
37004,READY,-0.9246,-1.4124,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-0.9246,-1.4124,-0.9246,-1.4124,-1.4124,0.4,0,0,0,0,
37104,READY,-1.13,-1.1535,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,24.2367,27.0492,idle,-1.13,-1.1535,-1.13,-1.1535,-1.1535,0.4,0,0,0,0,
37204,READY,-1.9532,-1.4029,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-1.9532,-1.4029,-1.9532,-1.4029,-1.4029,0.4,0,0,0,0,
37304,READY,-2.159,-1.7453,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.159,-1.7453,-2.159,-1.7453,-1.7453,0.4,0,0,0,0,
37404,READY,-1.1986,-1.6858,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,24.2367,27.0492,idle,-1.1986,-1.6858,-1.1986,-1.6858,-1.6858,0.4,0,0,0,0,
37504,READY,-0.787,-1.2994,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,24.2367,27.0492,idle,-0.787,-1.2994,-0.787,-1.2994,-1.2994,0.4,0,0,0,0,
37604,READY,0.0362,-0.7335,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,0.0362,-0.7335,0.0362,-0.7335,-0.7335,0.4,0,0,0,0,
37704,READY,0.0362,-0.2278,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,24.2367,27.0492,idle,0.0362,-0.2278,0.0362,-0.2278,-0.2278,0.4,0,0,0,0,
37804,READY,0.0362,-0.0932,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,0.0362,-0.0932,0.0362,-0.0932,-0.0932,0.4,0,0,0,0,
37904,READY,-0.9242,-0.4677,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,24.2367,27.0492,idle,-0.9242,-0.4677,-0.9242,-0.4677,-0.4677,0.4,0,0,0,0,
38004,READY,-2.2276,-1.3653,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.2276,-1.3653,-2.2276,-1.3653,-1.3653,0.4,0,0,0,0,
38104,READY,-2.2276,-1.9318,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.2276,-1.9318,-2.2276,-1.9318,-1.9318,0.4,0,0,0,0,
38204,READY,-2.2276,-2.0827,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.2276,-2.0827,-2.2276,-2.0827,-2.0827,0.4,0,0,0,0,
38304,READY,-2.159,-2.1573,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.159,-2.1573,-2.159,-2.1573,-2.1573,0.4,0,0,0,0,
38404,READY,-1.816,-2.0553,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-1.816,-2.0553,-1.816,-2.0553,-2.0553,0.4,0,0,0,0,
38504,READY,-2.159,-2.001,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.159,-2.001,-2.159,-2.001,-2.001,0.4,0,0,0,0,
38604,READY,-2.7078,-2.3471,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.7078,-2.3471,-2.7078,-2.3471,-2.3471,0.4,0,0,0,0,
38704,READY,-2.6392,-2.5105,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.6392,-2.5105,-2.6392,-2.5105,-2.5105,0.4,0,0,0,0,
38804,READY,-2.2276,-2.339,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.2276,-2.339,-2.2276,-2.339,-2.339,0.4,0,0,0,0,
38904,READY,-2.2276,-2.2822,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.2276,-2.2822,-2.2276,-2.2822,-2.2822,0.4,0,0,0,0,
39004,READY,-2.2276,-2.2544,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.2276,-2.2544,-2.2276,-2.2544,-2.2544,0.4,0,0,0,0,
39104,READY,-2.2276,-2.2368,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.2276,-2.2368,-2.2276,-2.2368,-2.2368,0.4,0,0,0,0,
39204,READY,-2.2276,-2.2321,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.2276,-2.2321,-2.2276,-2.2321,-2.2321,0.4,0,0,0,0,
39304,READY,-2.2276,-2.2298,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.2276,-2.2298,-2.2276,-2.2298,-2.2298,0.4,0,0,0,0,
39404,READY,-2.7078,-2.3868,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.7078,-2.3868,-2.7078,-2.3868,-2.3868,0.4,0,0,0,0,
39504,READY,-2.7078,-2.5505,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.7078,-2.5505,-2.7078,-2.5505,-2.5505,0.4,0,0,0,0,
39604,READY,-2.7078,-2.6308,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.7078,-2.6308,-2.7078,-2.6308,-2.6308,0.4,0,0,0,0,
39704,READY,-2.2962,-2.4715,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.2962,-2.4715,-2.2962,-2.4715,-2.4715,0.4,0,0,0,0,
39804,READY,-2.7078,-2.592,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.7078,-2.592,-2.7078,-2.592,-2.592,0.4,0,0,0,0,
39904,READY,-2.2962,-2.4988,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.2962,-2.4988,-2.2962,-2.4988,-2.4988,0.4,0,0,0,0,
40004,READY,-2.2962,-2.4637,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.2962,-2.4637,-2.2962,-2.4637,-2.4637,0.4,0,0,0,0,
40104,READY,-2.5706,-2.5182,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.5706,-2.5182,-2.5706,-2.5182,-2.5182,0.4,0,0,0,0,
40204,READY,-2.5706,-2.5449,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.5706,-2.5449,-2.5706,-2.5449,-2.5449,0.4,0,0,0,0,
40304,READY,-2.6392,-2.5824,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.6392,-2.5824,-2.6392,-2.5824,-2.5824,0.4,0,0,0,0,
40404,READY,-2.6392,-2.6114,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.6392,-2.6114,-2.6392,-2.6114,-2.6114,0.4,0,0,0,0,
40504,READY,-2.6392,-2.6256,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.6392,-2.6256,-2.6392,-2.6256,-2.6256,0.4,0,0,0,0,
40604,READY,-2.7078,-2.6796,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.7078,-2.6796,-2.7078,-2.6796,-2.6796,0.4,0,0,0,0,
40704,READY,-2.7078,-2.694,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.7078,-2.694,-2.7078,-2.694,-2.694,0.4,0,0,0,0,
40804,READY,-2.7078,-2.701,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.7078,-2.701,-2.7078,-2.701,-2.701,0.4,0,0,0,0,
40904,READY,-2.7078,-2.7055,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.7078,-2.7055,-2.7078,-2.7055,-2.7055,0.4,0,0,0,0,
41004,READY,-2.7078,-2.7067,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.7078,-2.7067,-2.7078,-2.7067,-2.7067,0.4,0,0,0,0,
41104,READY,-2.6392,-2.6624,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.6392,-2.6624,-2.6392,-2.6624,-2.6624,0.4,0,0,0,0,
41204,READY,-2.6392,-2.6506,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.6392,-2.6506,-2.6392,-2.6506,-2.6506,0.4,0,0,0,0,
41304,READY,-2.6392,-2.6431,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.6392,-2.6431,-2.6392,-2.6431,-2.6431,0.4,0,0,0,0,
41404,READY,-2.6392,-2.6411,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.6392,-2.6411,-2.6392,-2.6411,-2.6411,0.4,0,0,0,0,
41504,READY,-2.6392,-2.6399,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.6392,-2.6399,-2.6392,-2.6399,-2.6399,0.4,0,0,0,0,
41604,READY,-2.6392,-2.6395,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.6392,-2.6395,-2.6392,-2.6395,-2.6395,0.4,0,0,0,0,
41704,READY,-2.7078,-2.66,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.7078,-2.66,-2.7078,-2.66,-2.66,0.4,0,0,0,0,
41804,READY,-2.7078,-2.6914,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.7078,-2.6914,-2.7078,-2.6914,-2.6914,0.4,0,0,0,0,
41904,READY,-2.7078,-2.6998,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.7078,-2.6998,-2.7078,-2.6998,-2.6998,0.4,0,0,0,0,
42004,READY,-2.7078,-2.7051,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.7078,-2.7051,-2.7078,-2.7051,-2.7051,0.4,0,0,0,0,
42104,READY,-2.7078,-2.7065,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.7078,-2.7065,-2.7078,-2.7065,-2.7065,0.4,0,0,0,0,
42204,READY,-2.6392,-2.6866,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.6392,-2.6866,-2.6392,-2.6866,-2.6866,0.4,0,0,0,0,
42304,READY,-2.6392,-2.6555,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.6392,-2.6555,-2.6392,-2.6555,-2.6555,0.4,0,0,0,0,
42404,READY,-2.6392,-2.6472,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.6392,-2.6472,-2.6392,-2.6472,-2.6472,0.4,0,0,0,0,
42504,READY,-2.6392,-2.6431,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.6392,-2.6431,-2.6392,-2.6431,-2.6431,0.4,0,0,0,0,
42604,READY,-2.6392,-2.6406,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.6392,-2.6406,-2.6392,-2.6406,-2.6406,0.4,0,0,0,0,
42704,READY,-2.7078,-2.6749,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,24.2367,27.0492,idle,-2.7078,-2.6749,-2.7078,-2.6749,-2.6749,0.4,0,0,0,0,
