t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags
353,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,0
453,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,0
553,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,0
653,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,0
753,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,0
854,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,0
954,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,0
1054,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,0
1154,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,0
1254,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,0
1354,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
1454,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
1554,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
1654,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
1754,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
1854,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
1954,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
2054,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
2154,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
2254,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
2354,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
2454,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
2554,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
2654,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
2754,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
2854,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
2954,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
3054,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
3154,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
3254,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
3354,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
3454,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
3554,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
3654,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
3755,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
3855,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
3955,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
4055,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
4155,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
4255,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
4355,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
4455,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
4555,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
4655,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
4755,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
4855,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
4955,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
5055,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
5155,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
5255,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
5355,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
5455,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
5555,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
5655,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
5755,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
5855,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
5955,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
6055,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
6155,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
6255,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
6355,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
6455,SAFE_DISABLED,0.0,0.0,-1.5381,0.0,0.0,1
