t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,act_deg_abs,trim_deg,search_phase,test_phase
350,SAFE_DISABLED,0.0,0.0,-11.2106,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,18.5359,29.7465,idle,
450,SAFE_DISABLED,1.5128,1.5368,-11.2106,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,18.5359,29.7465,idle,
550,SAFE_DISABLED,1.4785,1.4985,-11.2106,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,18.5359,29.7465,idle,
650,SAFE_DISABLED,1.1355,1.3493,-11.2106,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,18.5359,29.7465,idle,
750,SAFE_DISABLED,1.1355,1.234,-11.2106,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,18.5359,29.7465,idle,
850,SAFE_DISABLED,1.1355,1.1838,-11.2106,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,18.5359,29.7465,idle,
950,SAFE_DISABLED,1.1355,1.152,-11.2106,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,18.5359,29.7465,idle,
1050,SAFE_DISABLED,1.5471,1.3535,-11.2106,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,18.5359,29.7465,idle,
1150,SAFE_DISABLED,1.5471,1.4807,-11.2106,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,18.5359,29.7465,idle,
1250,SAFE_DISABLED,1.5471,1.5145,-11.2106,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,18.5359,29.7465,idle,
1350,SAFE_DISABLED,1.5471,1.5359,-11.2106,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,18.5359,29.7465,idle,
1451,SAFE_DISABLED,1.1355,1.3317,-11.2106,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,18.5359,29.7465,idle,
1551,SAFE_DISABLED,1.1355,1.2028,-11.2106,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,18.5359,29.7465,idle,
1651,SAFE_DISABLED,1.1355,1.1684,-11.2106,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,18.5359,29.7465,idle,
1751,SAFE_DISABLED,1.2041,1.1674,-11.2106,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,18.5359,29.7465,idle,
1851,SAFE_DISABLED,1.5471,1.361,-11.2106,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,18.5359,29.7465,idle,
1951,SAFE_DISABLED,1.5471,1.4832,-11.2106,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,18.5359,29.7465,idle,
2051,SAFE_DISABLED,1.5471,1.5158,-11.2106,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,18.5359,29.7465,idle,
2151,SAFE_DISABLED,1.5471,1.5363,-11.2106,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,18.5359,29.7465,idle,
2251,SAFE_DISABLED,1.5471,1.5418,-11.2106,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,18.5359,29.7465,idle,
2351,SAFE_DISABLED,1.5471,1.5453,-11.2106,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,18.5359,29.7465,idle,
2451,SAFE_DISABLED,1.5471,1.5462,-11.2106,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,18.5359,29.7465,idle,
2551,SAFE_DISABLED,1.5471,1.5468,-11.2106,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,18.5359,29.7465,idle,
2651,SAFE_DISABLED,1.5471,1.5469,-11.2106,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,18.5359,29.7465,idle,
2751,SAFE_DISABLED,1.5471,1.547,-11.2106,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,18.5359,29.7465,idle,
2851,SAFE_DISABLED,1.5471,1.547,-11.2106,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,18.5359,29.7465,idle,
2951,SAFE_DISABLED,1.5471,1.5471,-11.2106,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,18.5359,29.7465,idle,
3051,SAFE_DISABLED,1.5471,1.5471,-11.2106,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,18.5359,29.7465,idle,
3151,SAFE_DISABLED,1.1355,1.3991,-11.2106,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,18.5359,29.7465,idle,
3251,SAFE_DISABLED,1.1355,1.2646,-11.2106,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,18.5359,29.7465,idle,
3351,SAFE_DISABLED,1.1355,1.1798,-11.2106,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,18.5359,29.7465,idle,
3451,SAFE_DISABLED,1.1355,1.1572,-11.2106,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,18.5359,29.7465,idle,
138496,CENTER_SEARCH,2.744,2.7455,-10.7666,-7.7666,59.26,0,0.0,7,1,0,-7.7666,-7.7666,0,17.1387,27.9053,probe_pos,
138596,CENTER_SEARCH,2.8126,2.7653,-10.4593,-7.2393,59.26,0,0.0,28,1,0,-7.2393,-7.2393,0,17.666,27.9053,probe_pos,
138696,CENTER_SEARCH,2.8126,2.7894,-9.8631,-6.5361,59.26,0,0.0,33,1,0,-6.5361,-6.5361,0,18.3691,27.9053,probe_pos,
138796,CENTER_SEARCH,2.3324,2.5741,-9.2381,-5.9209,59.26,0,0.0,13,1,0,-5.9209,-5.9209,0,18.9844,27.9053,probe_pos,
138896,CENTER_SEARCH,2.3324,2.4508,-8.6028,-5.3057,59.26,0,0.0,32,1,0,-5.3057,-5.3057,0,19.5996,27.9053,probe_pos,
138996,CENTER_SEARCH,2.3324,2.373,-8.0007,-7.6983,35.56,0,0.0,13,1,0,-7.6983,-7.6983,0,20.127,27.9053,seek,
139096,CENTER_SEARCH,2.3324,2.3523,-7.5469,-7.2589,35.56,0,0.0,32,1,0,-7.2589,-7.2589,0,20.5664,27.9053,seek,
139196,CENTER_SEARCH,2.3324,2.3392,-7.105,-6.8194,35.56,0,0.0,12,1,0,-6.8194,-6.8194,0,21.0059,27.9053,seek,
139296,CENTER_SEARCH,2.3324,2.3357,-6.7099,-6.4679,35.56,0,0.0,32,1,0,-6.4679,-6.4679,0,21.3574,27.9053,seek,
139396,CENTER_SEARCH,2.401,2.3541,-6.3063,-6.0284,35.56,0,0.0,13,1,0,-6.0284,-6.0284,0,21.7969,27.9053,seek,
139496,CENTER_SEARCH,2.401,2.378,-5.9459,-5.6768,35.56,0,0.0,33,1,0,-5.6768,-5.6768,0,22.1484,27.9053,seek,
139596,CENTER_SEARCH,2.744,2.6184,-5.5646,-5.3253,35.56,0,0.0,12,1,0,-5.3253,-5.3253,0,22.5,27.9053,seek,
139696,CENTER_SEARCH,2.401,2.5075,-5.1632,-4.8858,35.56,0,0.0,33,1,0,-4.8858,-4.8858,0,22.9395,27.9053,seek,
139796,CENTER_SEARCH,2.744,2.6629,-4.7431,-4.4464,35.56,0,0.0,12,1,0,-4.4464,-4.4464,0,23.3789,27.9053,seek,
139896,CENTER_SEARCH,2.401,2.5293,-4.3407,-4.0069,35.56,0,0.0,32,1,0,-4.0069,-4.0069,0,23.8184,27.9053,seek,
139996,CENTER_SEARCH,2.3324,2.41,-3.8607,-3.5675,35.56,0,0.0,12,1,0,-3.5675,-3.5675,0,24.2578,27.9053,seek,
140096,CENTER_SEARCH,2.2638,2.3498,-3.4145,-3.128,35.56,0,0.0,32,1,0,-3.128,-3.128,0,24.6973,27.9053,seek,
140196,CENTER_SEARCH,1.8522,2.0963,-3.047,-2.7764,35.56,0,0.0,12,1,0,-2.7764,-2.7764,0,25.0488,27.9053,seek,
140296,CENTER_SEARCH,1.8522,1.9718,-2.6774,-2.4249,35.56,0,0.0,32,1,0,-2.4249,-2.4249,0,25.4004,27.9053,seek,
140396,CENTER_SEARCH,1.9894,1.9344,-2.265,-1.9854,35.56,0,0.0,12,1,0,-1.9854,-1.9854,0,25.8398,27.9053,seek,
140496,CENTER_SEARCH,1.8522,1.9213,-1.9033,-1.6339,35.56,0,0.0,32,1,0,-1.6339,-1.6339,0,26.1914,27.9053,seek,
140596,CENTER_SEARCH,2.3324,2.1409,-1.5217,-1.2823,35.56,0,0.0,12,1,0,-1.2823,-1.2823,0,26.543,27.9053,seek,
140696,CENTER_SEARCH,2.3324,2.2386,-1.1202,-0.8429,35.56,0,0.0,32,1,0,-0.8429,-0.8429,0,26.9824,27.9053,seek,
140796,CENTER_SEARCH,2.2638,2.2796,-0.6872,-0.4034,35.56,0,0.0,12,1,0,-0.4034,-0.4034,0,27.4219,27.9053,seek,
140896,CENTER_SEARCH,1.8522,2.0616,-0.2488,0.0361,35.56,0,0.0,32,1,0,0.0361,0.0361,0,27.8613,27.9053,seek,
140996,CENTER_SEARCH,1.8522,1.924,0.1905,0.4755,35.56,0,0.0,11,1,0,0.4755,0.4755,0,28.3008,27.9053,seek,
141096,CENTER_SEARCH,1.8522,1.8874,0.5851,0.8271,35.56,0,0.0,31,1,0,0.8271,0.8271,0,28.6523,27.9053,seek,
141196,CENTER_SEARCH,1.9894,1.9342,0.9887,1.2665,35.56,0,0.0,12,1,0,1.2665,1.2665,0,29.0918,27.9053,seek,
141296,CENTER_SEARCH,2.1952,2.0385,1.349,1.6181,35.56,0,0.0,32,1,0,1.6181,1.6181,0,29.4434,27.9053,seek,
141396,CENTER_SEARCH,2.3324,2.2215,1.7488,1.9696,35.56,0,0.0,12,1,0,1.9696,1.9696,0,29.7949,27.9053,seek,
141496,CENTER_SEARCH,2.2638,2.2575,2.1348,2.4091,35.56,0,0.0,31,1,0,2.4091,2.4091,0,30.2344,27.9053,seek,
141596,CENTER_SEARCH,1.9894,2.1692,2.4922,2.7607,35.56,0,0.0,11,1,0,2.7607,2.7607,0,30.5859,27.9053,seek,
141696,CENTER_SEARCH,1.7836,2.0157,2.9269,3.2001,35.56,0,0.0,31,1,0,3.2001,3.2001,0,31.0254,27.9053,seek,
141796,CENTER_SEARCH,1.7836,1.8632,3.4296,3.7275,35.56,0,0.0,2,1,0,3.7275,3.7275,0,31.5527,27.9053,seek,
141896,CENTER_SEARCH,2.3324,1.9872,3.8533,4.079,35.56,0,0.0,23,1,0,4.079,4.079,0,31.9043,27.9053,seek,
141996,CENTER_SEARCH,2.3324,2.214,4.2434,4.5185,35.56,0,0.0,2,1,0,4.5185,4.5185,0,32.3437,27.9053,seek,
142096,CENTER_SEARCH,2.4696,2.3443,4.6077,4.87,35.56,0,0.0,22,1,0,4.87,4.87,0,32.6953,27.9053,seek,
142196,CENTER_SEARCH,2.3324,2.3855,5.0019,5.2216,35.56,0,0.0,2,1,0,5.2216,5.2216,0,33.0469,27.9053,seek,
142296,CENTER_SEARCH,2.2638,2.3378,5.3933,5.6611,35.56,0,0.0,22,1,0,5.6611,5.6611,0,33.4863,27.9053,seek,
142396,CENTER_SEARCH,2.2638,2.2892,5.7543,6.0126,35.56,0,0.0,1,1,0,6.0126,6.0126,0,33.8379,27.9053,seek,
142496,CENTER_SEARCH,2.2638,2.2762,6.144,6.4521,35.56,0,0.0,21,1,0,6.4521,6.4521,0,34.2773,27.9053,seek,
142596,CENTER_SEARCH,2.3324,2.2886,6.5962,6.8915,35.56,0,0.0,2,1,0,6.8915,6.8915,0,34.7168,27.9053,seek,
142696,CENTER_SEARCH,2.4696,2.3665,7.0442,7.331,35.56,0,0.0,22,1,0,7.331,7.331,0,35.1562,27.9053,seek,
142796,CENTER_SEARCH,2.4696,2.4342,7.4851,7.7704,35.56,0,0.0,1,1,0,7.7704,7.7704,0,35.5957,27.9053,seek,
142896,CENTER_SEARCH,2.4696,2.4522,7.858,8.122,35.56,0,0.0,21,1,0,8.122,8.122,0,35.9473,27.9053,seek,
142996,CENTER_SEARCH,1.8522,2.1531,8.2131,8.4736,35.56,0,0.0,1,1,0,8.4736,8.4736,0,36.2988,27.9053,seek,
143096,CENTER_SEARCH,1.7836,1.9646,8.6321,8.913,35.56,0,0.0,21,1,0,8.913,8.913,0,36.7383,27.9053,seek,
143196,CENTER_SEARCH,1.8522,1.8663,8.995,9.2646,35.56,0,0.0,2,1,0,9.2646,9.2646,0,37.0898,27.9053,seek,
145196,CENTER_SEARCH,1.715,1.7163,16.8983,17.1747,35.56,0,0.0,1,1,0,17.1747,17.1747,0,45.0,27.9053,seek,
145296,CENTER_SEARCH,1.715,1.7156,17.3306,17.6142,35.56,0,0.0,21,1,0,17.6142,17.6142,0,45.4395,27.9053,seek,
145396,CENTER_SEARCH,1.715,1.7152,17.7688,18.0536,35.56,0,0.0,1,1,0,18.0536,18.0536,0,45.8789,27.9053,seek,
145496,CENTER_SEARCH,1.715,1.7151,18.208,18.4931,35.56,0,0.0,14,1,0,18.4931,18.4931,0,46.3184,27.9053,seek,
145596,CENTER_SEARCH,1.715,1.715,18.5936,18.8446,35.56,0,0.0,34,1,0,18.8446,18.8446,0,46.6699,27.9053,seek,
145696,CENTER_SEARCH,1.715,1.715,18.9599,19.1962,35.56,0,0.0,14,1,0,19.1962,19.1962,0,47.0215,27.9053,seek,
145796,CENTER_SEARCH,1.715,1.715,19.3588,19.6357,35.56,0,0.0,1,1,0,19.6357,19.6357,0,47.4609,27.9053,seek,
145896,CENTER_SEARCH,1.715,1.715,19.7246,19.9872,35.56,0,0.0,21,1,0,19.9872,19.9872,0,47.8125,27.9053,seek,
145996,CENTER_SEARCH,1.715,1.715,20.0876,20.3388,35.56,0,0.0,40,1,0,20.3388,20.3388,0,48.1641,27.9053,seek,
146096,CENTER_SEARCH,1.715,1.6285,20.4804,20.7782,35.56,0,0.0,14,1,0,20.7782,20.7782,0,48.6035,27.9053,seek,
146196,CENTER_SEARCH,1.715,1.6726,20.8928,21.2177,35.56,0,0.0,34,1,0,21.2177,21.2177,0,49.043,27.9053,seek,
146296,CENTER_SEARCH,1.372,1.4751,21.3654,21.6571,35.56,0,0.0,14,1,0,21.6571,21.6571,0,49.4824,27.9053,seek,
146396,CENTER_SEARCH,1.372,1.4073,21.8104,22.0966,35.56,0,0.0,1,1,0,22.0966,22.0966,0,49.9219,27.9053,seek,
146496,FAULT,1.5092,1.4305,22.1777,0.0,0.0,0,0.0,20,1,0,0.0,0.0,0,50.2734,27.9053,idle,
146596,FAULT,1.372,1.4006,22.3586,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,50.3613,27.9053,idle,
146696,FAULT,1.372,1.3717,22.4397,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,50.3613,27.9053,idle,
146796,FAULT,1.4406,1.4068,22.4533,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,50.3613,27.9053,idle,
146896,FAULT,1.372,1.394,22.4556,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,50.3613,27.9053,idle,
146996,FAULT,1.372,1.3828,22.456,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,50.3613,27.9053,idle,
147096,FAULT,1.372,1.3757,22.456,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,50.3613,27.9053,idle,
147196,FAULT,1.372,1.3738,22.4561,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,50.3613,27.9053,idle,
147296,FAULT,1.372,1.3726,22.4561,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,50.3613,27.9053,idle,
147396,FAULT,1.372,1.3723,22.4561,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,50.3613,27.9053,idle,
147496,FAULT,1.372,1.3721,22.4561,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,50.3613,27.9053,idle,
147596,FAULT,1.372,1.372,22.4561,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,50.3613,27.9053,idle,
147696,FAULT,1.372,1.372,22.4561,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,50.3613,27.9053,idle,
147796,FAULT,1.372,1.372,22.4561,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,50.3613,27.9053,idle,
147896,FAULT,1.4406,1.417,22.4561,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,50.3613,27.9053,idle,
147996,FAULT,1.372,1.3941,22.4561,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,50.3613,27.9053,idle,
148096,FAULT,1.4406,1.4246,22.4561,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,50.3613,27.9053,idle,
148196,FAULT,1.372,1.3978,22.4561,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,50.3613,27.9053,idle,
148296,FAULT,1.372,1.3808,22.4561,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,50.3613,27.9053,idle,
148396,FAULT,1.372,1.3763,22.4561,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,50.3613,27.9053,idle,
148496,FAULT,1.372,1.3735,22.4561,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,50.3613,27.9053,idle,
148596,FAULT,1.372,1.3727,22.4561,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,50.3613,27.9053,idle,
148696,FAULT,1.372,1.3722,22.4561,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,50.3613,27.9053,idle,
148796,FAULT,1.372,1.3721,22.4561,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,50.3613,27.9053,idle,
148896,FAULT,1.372,1.372,22.4561,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,50.3613,27.9053,idle,
148996,FAULT,1.372,1.372,22.4561,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,50.3613,27.9053,idle,
149096,FAULT,1.372,1.372,22.4561,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,50.3613,27.9053,idle,
