t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,act_deg_abs,trim_deg,search_phase,x_linear_cm,x_linear_filt_cm,x_ctrl_cm,x_ctrl_filt_cm,x_feedback_cm,feedback_blend,test_phase
350,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,12.3047,19.5117,idle,0.0,0.0,0.0,0.0,0.0,0.0,
450,SAFE_DISABLED,4.6194,4.6194,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6194,4.6194,4.6194,4.6194,0.4,
550,SAFE_DISABLED,4.6194,4.6194,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6194,4.6194,4.6194,4.6194,0.4,
650,SAFE_DISABLED,4.6194,4.6194,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6194,4.6194,4.6194,4.6194,0.4,
750,SAFE_DISABLED,4.6194,4.6194,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6194,4.6194,4.6194,4.6194,0.4,
850,SAFE_DISABLED,4.6194,4.6194,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6194,4.6194,4.6194,4.6194,0.4,
950,SAFE_DISABLED,4.6194,4.6194,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6194,4.6194,4.6194,4.6194,0.4,
1050,SAFE_DISABLED,4.688,4.6544,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.688,4.6544,4.688,4.6544,4.6544,0.4,
1150,SAFE_DISABLED,4.6194,4.6415,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6415,4.6194,4.6415,4.6415,0.4,
1250,SAFE_DISABLED,4.6194,4.6303,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6303,4.6194,4.6303,4.6303,0.4,
1350,SAFE_DISABLED,4.6194,4.6231,0.0,0.0,0.0,0,0.0,1,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6231,4.6194,4.6231,4.6231,0.4,
1451,SAFE_DISABLED,4.6194,4.6213,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6213,4.6194,4.6213,4.6213,0.4,
1551,SAFE_DISABLED,4.6194,4.6203,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6203,4.6194,4.6203,4.6203,0.4,
1651,SAFE_DISABLED,4.6194,4.6197,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6197,4.6194,4.6197,4.6197,0.4,
1751,SAFE_DISABLED,4.6194,4.6196,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6196,4.6194,4.6196,4.6196,0.4,
1851,SAFE_DISABLED,4.6194,4.6195,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6195,4.6194,4.6195,4.6195,0.4,
1951,SAFE_DISABLED,4.6194,4.6195,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6195,4.6194,4.6195,4.6195,0.4,
2051,SAFE_DISABLED,4.6194,4.6194,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6194,4.6194,4.6194,4.6194,0.4,
2151,SAFE_DISABLED,4.6194,4.6194,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6194,4.6194,4.6194,4.6194,0.4,
2251,SAFE_DISABLED,4.6194,4.6194,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6194,4.6194,4.6194,4.6194,0.4,
2351,SAFE_DISABLED,4.6194,4.6194,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6194,4.6194,4.6194,4.6194,0.4,
2451,SAFE_DISABLED,4.6194,4.6194,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,12.3047,19.5117,idle,4.6194,4.6194,4.6194,4.6194,4.6194,0.4,
