t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,act_deg_abs,trim_deg,search_phase,test_phase
350,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,-16.4355,0.0,idle,
450,SAFE_DISABLED,-6.1023,-6.1263,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-16.4355,0.0,idle,
550,SAFE_DISABLED,-6.1366,-6.1331,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-16.4355,0.0,idle,
650,SAFE_DISABLED,-6.1366,-6.1349,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-16.4355,0.0,idle,
750,SAFE_DISABLED,-6.1366,-6.136,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,-16.4355,0.0,idle,
850,SAFE_DISABLED,-6.1366,-6.1363,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-16.4355,0.0,idle,
950,SAFE_DISABLED,-6.1366,-6.1365,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-16.5234,0.0,idle,
1050,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-16.5234,0.0,idle,
1150,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-16.5234,0.0,idle,
1250,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-16.4355,0.0,idle,
1350,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-16.5234,0.0,idle,
1451,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,-16.4355,0.0,idle,
1551,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-16.5234,0.0,idle,
1651,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-16.4355,0.0,idle,
1751,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-16.4355,0.0,idle,
1851,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-16.4355,0.0,idle,
1951,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-16.4355,0.0,idle,
2051,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,-16.5234,0.0,idle,
2151,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-16.5234,0.0,idle,
2251,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-16.5234,0.0,idle,
2351,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-16.4355,0.0,idle,
2451,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-16.4355,0.0,idle,
2551,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,-16.5234,0.0,idle,
2651,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,-16.5234,0.0,idle,
2751,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-16.5234,0.0,idle,
2851,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-16.5234,0.0,idle,
2951,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,-16.5234,0.0,idle,
3051,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-16.4355,0.0,idle,
3151,SAFE_DISABLED,-6.1366,-6.1366,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,-16.4355,0.0,idle,
163232,READY,-0.5534,-0.1929,0.0,0.0,0.0,0,0.0,10,1,0,0.0,0.0,0,18.1934,16.4355,idle,
163332,READY,-0.5534,-0.3768,0.0,0.0,0.0,0,0.0,30,1,0,0.0,0.0,0,18.1934,16.4355,idle,
163432,READY,1.5732,0.4534,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,18.1934,16.4355,idle,
163532,READY,1.9162,1.1274,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,18.1934,16.4355,idle,
163632,READY,1.9848,1.6907,0.0,0.0,0.0,0,0.0,11,1,0,0.0,0.0,0,18.1934,16.4355,idle,
163732,READY,1.9848,1.8407,0.0,0.0,0.0,0,0.0,30,1,0,0.0,0.0,0,18.1934,16.4355,idle,
