t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,act_deg_abs,trim_deg,search_phase,x_linear_cm,x_linear_filt_cm,x_ctrl_cm,x_ctrl_filt_cm,x_feedback_cm,feedback_blend,test_phase
350,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2,0.0,0.0,0,-69.5215,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
450,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,4,0.0,0.0,0,-69.4336,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
550,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,7,0.0,0.0,0,-69.4336,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
650,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,9,0.0,0.0,0,-69.4336,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
750,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,12,0.0,0.0,0,-69.3457,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
850,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,14,0.0,0.0,0,-69.3457,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
950,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0.0,0.0,0,-69.3457,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
1050,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,19,0.0,0.0,0,-69.3457,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
1150,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,22,0.0,0.0,0,-69.2578,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
1250,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,24,0.0,0.0,0,-69.082,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
1350,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,27,0.0,0.0,0,-57.9199,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
1451,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,29,0.0,0.0,0,-50.1855,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
1551,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,32,0.0,0.0,0,-33.1348,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
1651,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,34,0.0,0.0,0,-32.6953,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
1751,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,37,0.0,0.0,0,-21.8848,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
1851,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,39,0.0,0.0,0,-21.8848,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
1951,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,42,0.0,0.0,0,-21.8848,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
2051,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,44,0.0,0.0,0,-21.8848,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
2151,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,47,0.0,0.0,0,-21.8848,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0,
2251,SAFE_DISABLED,9.1441,9.1441,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-20.5664,0.0,idle,9.1441,9.1441,9.1441,9.1441,9.1441,0.4,
2351,SAFE_DISABLED,7.1576,8.0858,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-17.9297,0.0,idle,7.1576,8.0858,7.1576,8.0858,8.0858,0.4,
2451,SAFE_DISABLED,6.9031,7.731,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-17.8418,0.0,idle,6.9031,7.731,6.9031,7.731,7.731,0.4,
2551,SAFE_DISABLED,3.7342,5.625,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-14.5898,0.0,idle,3.7342,5.625,3.7342,5.625,5.625,0.4,
2651,SAFE_DISABLED,2.2337,4.0531,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-14.502,0.0,idle,2.2337,4.0531,2.2337,4.0531,4.0531,0.4,
2751,SAFE_DISABLED,0.6093,3.3034,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-14.502,0.0,idle,0.6093,3.3034,0.6093,3.3034,3.3034,0.4,
2851,SAFE_DISABLED,-1.0431,1.2494,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-14.5898,0.0,idle,-1.0431,1.2494,-1.0431,1.2494,1.2494,0.4,
2951,SAFE_DISABLED,-1.4975,1.287,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-14.5898,0.0,idle,-1.4975,1.287,-1.4975,1.287,1.287,0.4,
3051,SAFE_DISABLED,-3.7331,-1.1144,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-14.5898,0.0,idle,-3.7331,-1.1144,-3.7331,-1.1144,-1.1144,0.4,
3151,SAFE_DISABLED,-5.6476,-3.6789,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-14.5898,0.0,idle,-5.6476,-3.6789,-5.6476,-3.6789,-3.6789,0.4,
3251,SAFE_DISABLED,-4.3022,-1.5902,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-14.5898,0.0,idle,-4.3022,-1.5902,-4.3022,-1.5902,-1.5902,0.4,
3351,SAFE_DISABLED,-6.0388,-4.3354,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.0388,-4.3354,-6.0388,-4.3354,-4.3354,0.4,
3451,SAFE_DISABLED,6.4445,-1.6013,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-14.5898,0.0,idle,6.4445,-1.6013,6.4445,-1.6013,-1.6013,0.4,
3551,SAFE_DISABLED,-6.4411,-4.4065,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.4411,-4.4065,-6.4411,-4.4065,-4.4065,0.4,
3651,SAFE_DISABLED,-6.7158,-5.5553,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.7158,-5.5553,-6.7158,-5.5553,-5.5553,0.4,
3751,SAFE_DISABLED,-5.2672,-5.1586,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-14.5898,0.0,idle,-5.2672,-5.1586,-5.2672,-5.1586,-5.1586,0.4,
3851,SAFE_DISABLED,-6.4411,-5.7843,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.4411,-5.7843,-6.4411,-5.7843,-5.7843,0.4,
3951,SAFE_DISABLED,6.3252,-2.5428,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-14.5898,0.0,idle,6.3252,-2.5428,6.3252,-2.5428,-2.5428,0.4,
4051,SAFE_DISABLED,-6.0388,-3.9611,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.0388,-3.9611,-6.0388,-3.9611,-3.9611,0.4,
4151,SAFE_DISABLED,-6.7158,-5.7016,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.7158,-5.7016,-6.7158,-5.7016,-5.7016,0.4,
4251,SAFE_DISABLED,-6.7158,-6.2188,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.7158,-6.2188,-6.7158,-6.2188,-6.2188,0.4,
4352,SAFE_DISABLED,-6.7158,-6.5453,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.7158,-6.5453,-6.7158,-6.5453,-6.5453,0.4,
4452,SAFE_DISABLED,-6.7158,-6.6323,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.7158,-6.6323,-6.7158,-6.6323,-6.6323,0.4,
4552,SAFE_DISABLED,-6.7158,-6.6872,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.7158,-6.6872,-6.7158,-6.6872,-6.6872,0.4,
4652,SAFE_DISABLED,-6.7158,-6.6728,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.7158,-6.6728,-6.7158,-6.6728,-6.6728,0.4,
4752,SAFE_DISABLED,-6.0388,-6.4979,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.0388,-6.4979,-6.0388,-6.4979,-6.4979,0.4,
4852,SAFE_DISABLED,-6.7158,-6.6091,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.7158,-6.6091,-6.7158,-6.6091,-6.6091,0.4,
4952,SAFE_DISABLED,-6.7158,-6.6792,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.7158,-6.6792,-6.7158,-6.6792,-6.6792,0.4,
5052,SAFE_DISABLED,-6.7158,-6.6979,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.7158,-6.6979,-6.7158,-6.6979,-6.6979,0.4,
5152,SAFE_DISABLED,-6.7158,-6.7097,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.7158,-6.7097,-6.7158,-6.7097,-6.7097,0.4,
5252,SAFE_DISABLED,-6.7158,-6.7128,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.7158,-6.7128,-6.7158,-6.7128,-6.7128,0.4,
5352,SAFE_DISABLED,-6.7158,-6.7148,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.7158,-6.7148,-6.7158,-6.7148,-6.7148,0.4,
5452,SAFE_DISABLED,-6.7158,-6.7153,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.7158,-6.7153,-6.7158,-6.7153,-6.7153,0.4,
5552,SAFE_DISABLED,-5.9072,-4.1533,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-14.5898,0.0,idle,-5.9072,-4.1533,-5.9072,-4.1533,-4.1533,0.4,
5652,SAFE_DISABLED,-6.5778,-5.3327,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.5778,-5.3327,-6.5778,-5.3327,-5.3327,0.4,
5752,SAFE_DISABLED,6.4445,-2.2933,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-14.5898,0.0,idle,6.4445,-2.2933,6.4445,-2.2933,-2.2933,0.4,
5852,SAFE_DISABLED,-6.1716,-3.9782,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.1716,-3.9782,-6.1716,-3.9782,-3.9782,0.4,
5953,SAFE_DISABLED,-6.7158,-5.7074,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.7158,-5.7074,-6.7158,-5.7074,-5.7074,0.4,
6053,SAFE_DISABLED,-5.7768,-5.6097,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,-14.5898,0.0,idle,-5.7768,-5.6097,-5.7768,-5.6097,-5.6097,0.4,
6153,SAFE_DISABLED,-2.0674,-3.1257,0.0,0.0,0.0,0,0.0,1,1,0,0.0,0.0,0,-14.5898,0.0,idle,-2.0674,-3.1257,-2.0674,-3.1257,-3.1257,0.4,
6253,SAFE_DISABLED,-6.3057,-4.4774,0.0,0.0,0.0,0,0.0,21,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.3057,-4.4774,-6.3057,-4.4774,-4.4774,0.4,
6353,SAFE_DISABLED,-6.9958,-6.0118,0.0,0.0,0.0,0,0.0,1,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.9958,-6.0118,-6.9958,-6.0118,-6.0118,0.4,
6453,SAFE_DISABLED,-4.8972,-3.0616,0.0,0.0,0.0,0,0.0,21,1,0,0.0,0.0,0,-14.5898,0.0,idle,-4.8972,-3.0616,-4.8972,-3.0616,-3.0616,0.4,
6553,SAFE_DISABLED,-6.7158,-5.3339,0.0,0.0,0.0,0,0.0,1,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.7158,-5.3339,-6.7158,-5.3339,-5.3339,0.4,
6653,SAFE_DISABLED,5.4772,-2.3808,0.0,0.0,0.0,0,0.0,21,1,0,0.0,0.0,0,-14.5898,0.0,idle,5.4772,-2.3808,5.4772,-2.3808,-2.3808,0.4,
6753,SAFE_DISABLED,-6.3057,-4.8092,0.0,0.0,0.0,0,0.0,1,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.3057,-4.8092,-6.3057,-4.8092,-4.8092,0.4,
6853,SAFE_DISABLED,-6.7158,-5.7526,0.0,0.0,0.0,0,0.0,21,1,0,0.0,0.0,0,-14.5898,0.0,idle,-6.7158,-5.7526,-6.7158,-5.7526,-5.7526,0.4,
