t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,act_deg_abs,trim_deg,search_phase,x_linear_cm,x_linear_filt_cm,x_ctrl_cm,x_ctrl_filt_cm,x_feedback_cm,feedback_blend,test_phase
350,SAFE_DISABLED,1.348,2.2797,0.0,0.0,0.0,0,0.0,4,1,0,0.0,0.0,0,-12.9199,0.0,idle,1.348,2.2797,1.348,2.2797,2.2797,0.4,
450,SAFE_DISABLED,0.2192,1.2946,0.0,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,-12.9199,0.0,idle,0.2192,1.2946,0.2192,1.2946,1.2946,0.4,
550,SAFE_DISABLED,8.1823,2.9316,0.0,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,-12.9199,0.0,idle,8.1823,2.9316,8.1823,2.9316,2.9316,0.4,
650,SAFE_DISABLED,0.455,1.717,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-12.9199,0.0,idle,0.455,1.717,0.455,1.717,1.717,0.4,
750,SAFE_DISABLED,0.1395,0.6923,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,-13.0078,0.0,idle,0.1395,0.6923,0.1395,0.6923,0.6923,0.4,
850,SAFE_DISABLED,1.132,2.3447,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,-12.9199,0.0,idle,1.132,2.3447,1.132,2.3447,2.3447,0.4,
950,SAFE_DISABLED,0.1395,0.9704,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,-12.9199,0.0,idle,0.1395,0.9704,0.1395,0.9704,0.9704,0.4,
1050,SAFE_DISABLED,8.3929,2.9716,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-12.9199,0.0,idle,8.3929,2.9716,8.3929,2.9716,2.9716,0.4,
1150,SAFE_DISABLED,0.2984,1.4509,0.0,0.0,0.0,0,0.0,15,1,0,0.0,0.0,0,-12.9199,0.0,idle,0.2984,1.4509,0.2984,1.4509,1.4509,0.4,
1250,SAFE_DISABLED,0.1395,0.7821,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,-12.9199,0.0,idle,0.1395,0.7821,0.1395,0.7821,0.7821,0.4,
