t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,act_deg_abs,trim_deg,search_phase,x_linear_cm,x_linear_filt_cm,x_ctrl_cm,x_ctrl_filt_cm,x_feedback_cm,feedback_blend,test_phase
350,SAFE_DISABLED,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1.3184,21.4453,idle,0.0,0.0,0.0,0.0,0.0,0.0,
450,SAFE_DISABLED,-13.823,-13.9671,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,1.4062,21.4453,idle,-13.823,-13.9671,-13.823,-13.9671,-13.9671,0.4,
550,SAFE_DISABLED,-13.6172,-13.841,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,1.4062,21.4453,idle,-13.6172,-13.841,-13.6172,-13.841,-13.841,0.4,
650,SAFE_DISABLED,-13.6172,-13.7269,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,1.4062,21.4453,idle,-13.6172,-13.7269,-13.6172,-13.7269,-13.7269,0.4,
750,SAFE_DISABLED,-13.6172,-13.671,0.0,0.0,0.0,0,0.0,34,1,0,0.0,0.0,0,1.4062,21.4453,idle,-13.6172,-13.671,-13.6172,-13.671,-13.671,0.4,
850,SAFE_DISABLED,-13.6172,-13.6112,0.0,0.0,0.0,0,0.0,12,1,0,0.0,0.0,0,1.4062,21.4453,idle,-13.6172,-13.6112,-13.6172,-13.6112,-13.6112,0.4,
950,SAFE_DISABLED,-13.6172,-13.6143,0.0,0.0,0.0,0,0.0,31,1,0,0.0,0.0,0,1.4062,21.4453,idle,-13.6172,-13.6143,-13.6172,-13.6143,-13.6143,0.4,
1050,SAFE_DISABLED,-13.6172,-13.6158,0.0,0.0,0.0,0,0.0,35,1,0,0.0,0.0,0,1.4062,21.4453,idle,-13.6172,-13.6158,-13.6172,-13.6158,-13.6158,0.4,
1150,SAFE_DISABLED,-13.6172,-13.6167,0.0,0.0,0.0,0,0.0,14,1,0,0.0,0.0,0,1.4062,21.4453,idle,-13.6172,-13.6167,-13.6172,-13.6167,-13.6167,0.4,
1250,SAFE_DISABLED,-13.6172,-13.617,0.0,0.0,0.0,0,0.0,32,1,0,0.0,0.0,0,1.4062,21.4453,idle,-13.6172,-13.617,-13.6172,-13.617,-13.617,0.4,
